Strain, Tx, Tz 
-3.51905883065919e-01, -2.60193665440579e+00, 9.13979778961357e-01 
-3.44796673307012e-01, -2.23143985730824e+00, 7.59690242643770e-01 
-3.37687463548104e-01, -1.97944281305550e+00, 6.45734046047540e-01 
-3.30578253789197e-01, -1.81352143342849e+00, 5.74982442214643e-01 
-3.23469044030289e-01, -1.58773428623300e+00, 4.76216060498697e-01 
-3.16359834271382e-01, -1.44366470541042e+00, 4.19225676829934e-01 
-3.09250624512474e-01, -1.31959267013014e+00, 3.71245594326713e-01 
-3.02141414753567e-01, -1.22286107092408e+00, 3.32104718984502e-01 
-2.95032204994660e-01, -1.10710445747138e+00, 2.87272466035827e-01 
-2.87922995235752e-01, -9.67667076731482e-01, 2.34611550661092e-01 
-2.80813785476845e-01, -8.50123990375227e-01, 1.95612060910704e-01 
-2.73704575717937e-01, -7.62543179642383e-01, 1.67380262150538e-01 
-2.66595365959030e-01, -7.04506659741978e-01, 1.49970396906899e-01 
-2.59486156200122e-01, -6.56210809768620e-01, 1.34989575307575e-01 
-2.52376946441215e-01, -5.98693319698582e-01, 1.17122225789830e-01 
-2.45267736682307e-01, -5.08348167835652e-01, 9.04939579967997e-02 
-2.38158526923400e-01, -4.56166934656258e-01, 7.60170956860647e-02 
-2.31049317164492e-01, -4.26222438416298e-01, 6.85549603393452e-02 
-2.23940107405585e-01, -4.00176134682429e-01, 6.23605124416339e-02 
-2.16830897646678e-01, -3.75171525924334e-01, 5.65082979748581e-02 
-2.09721687887770e-01, -3.50639080555183e-01, 5.08911358496154e-02 
-2.02612478128863e-01, -3.09371230939906e-01, 4.48738923310623e-02 
-1.95503268369955e-01, -2.67302970922621e-01, 3.95185610301237e-02 
-1.88394058611048e-01, -2.54695292643676e-01, 3.60230271799223e-02 
-1.81284848852140e-01, -2.39755697385608e-01, 3.24865347708970e-02 
-1.74175639093233e-01, -2.20570326250094e-01, 2.99593034555370e-02 
-1.67066429334325e-01, -2.05684534027743e-01, 2.79710376498226e-02 
-1.59957219575418e-01, -1.90962902158202e-01, 2.42901137775335e-02 
-1.52848009816510e-01, -1.70746172294646e-01, 2.10580327195564e-02 
-1.45738800057603e-01, -1.55261451980821e-01, 1.97922618501441e-02 
-1.38629590298695e-01, -1.41272735532098e-01, 1.95052932998501e-02 
-1.31520380539788e-01, -1.29853230652169e-01, 1.77973369335778e-02 
-1.24411170780881e-01, -1.21768886089867e-01, 1.61058596289149e-02 
-1.17301961021973e-01, -1.11561390795318e-01, 1.50903995030634e-02 
-1.10192751263066e-01, -9.97705737884054e-02, 1.40378265328270e-02 
-1.03083541504158e-01, -9.57256484681159e-02, 1.29927470291035e-02 
-9.59743317452507e-02, -8.34177395469203e-02, 1.27520627488608e-02 
-8.88651219863433e-02, -6.87778554157557e-02, 1.20005002197818e-02 
-8.17559122274358e-02, -6.53112486359872e-02, 1.00699902516164e-02 
-7.46467024685284e-02, -5.58289421339577e-02, 8.47462376116325e-03 
-6.75374927096209e-02, -4.80903674625823e-02, 7.89965811528274e-03 
-6.04282829507134e-02, -4.39506052723145e-02, 7.01717376326656e-03 
-5.33190731918059e-02, -4.24141519144379e-02, 5.95693647305914e-03 
-4.62098634328985e-02, -3.49197154709488e-02, 4.81868125004463e-03 
-3.91006536739911e-02, -2.50428309466058e-02, 3.57692928887450e-03 
-3.19914439150836e-02, -1.72266552706700e-02, 2.81551192681821e-03 
-2.48822341561761e-02, -1.84744204169386e-02, 4.54179262882316e-03 
-1.77730243972686e-02, -1.72719012188106e-02, 5.39164109843045e-03 
-1.06638146383612e-02, -1.02458485507228e-02, 3.50157451777074e-03 
-3.55460487945378e-03, -3.55109077412120e-03, 1.19982858766464e-03 
3.55460487945373e-03, 3.55109077412115e-03, -1.19982858766463e-03 
1.06638146383612e-02, 1.31718642688179e-02, -2.34319501637622e-03 
1.77730243972686e-02, 1.73692915413436e-02, -3.22434555599574e-03 
2.48822341561761e-02, 1.90694842578161e-02, -4.01060396484402e-03 
3.19914439150836e-02, 1.97710587040186e-02, -3.90821441521070e-03 
3.91006536739910e-02, 2.18721720708425e-02, -4.42236147446117e-03 
4.62098634328985e-02, 3.01483385634912e-02, -4.51066802277247e-03 
5.33190731918059e-02, 3.69331592381344e-02, -5.52203881776069e-03 
6.04282829507134e-02, 4.24994873669014e-02, -7.41757359987771e-03 
6.75374927096209e-02, 5.27239772978888e-02, -1.05861847390300e-02 
7.46467024685283e-02, 6.08214629415030e-02, -1.22972254554793e-02 
8.17559122274358e-02, 6.29544103527345e-02, -1.17090983757303e-02 
8.88651219863433e-02, 6.30336858838322e-02, -1.38087497222468e-02 
9.59743317452507e-02, 6.49390881410692e-02, -1.68226107163100e-02 
1.03083541504158e-01, 7.51921632601749e-02, -1.86572281046275e-02 
1.10192751263066e-01, 8.44435567866145e-02, -1.96915426699047e-02 
1.17301961021973e-01, 8.78291883585877e-02, -1.96915426699047e-02 
1.24411170780881e-01, 9.40643692330874e-02, -1.98204696463469e-02 
1.31520380539788e-01, 1.02715826714303e-01, -1.98128151201113e-02 
1.38629590298695e-01, 1.08738167396619e-01, -2.19251070920800e-02 
1.45738800057603e-01, 1.15821351465393e-01, -2.31022058878923e-02 
1.52848009816510e-01, 1.23534266888071e-01, -2.32821167540315e-02 
1.59957219575418e-01, 1.29734048897651e-01, -2.40545023035547e-02 
1.67066429334325e-01, 1.35750580255255e-01, -2.50865347836846e-02 
1.74175639093233e-01, 1.44067802343426e-01, -2.59787975333963e-02 
1.81284848852140e-01, 1.49403975930848e-01, -2.74691895162896e-02 
1.88394058611048e-01, 1.54130411320610e-01, -2.93336713101958e-02 
1.95503268369955e-01, 1.74180535483616e-01, -3.01919831160907e-02 
2.02612478128863e-01, 1.91100110455997e-01, -2.97402074314736e-02 
2.09721687887770e-01, 1.98465982005123e-01, -2.85534126064039e-02 
2.16830897646678e-01, 2.05463480531468e-01, -2.80121659738163e-02 
2.23940107405585e-01, 2.13030138246929e-01, -2.82651795391474e-02 
2.31049317164492e-01, 2.26143741731299e-01, -2.72638178875565e-02 
2.38158526923400e-01, 2.42746526954083e-01, -2.59427668904094e-02 
2.45267736682307e-01, 2.56401761624383e-01, -2.41885436746130e-02 
2.52376946441215e-01, 2.73985849074257e-01, -2.10978782224390e-02 
2.59486156200122e-01, 2.95296960369580e-01, -1.70679814318735e-02 
2.66595365959030e-01, 3.16680982096530e-01, -1.52091484859864e-02 
2.73704575717937e-01, 3.39566203544743e-01, -1.25675667700568e-02 
2.80813785476845e-01, 3.63731837813851e-01, -8.22748381166514e-03 
2.87922995235752e-01, 3.92859888428931e-01, -1.57421874792423e-03 
2.95032204994660e-01, 4.29934926755713e-01, 7.85638483500618e-03 
3.02141414753567e-01, 4.72319662327834e-01, 1.98702902561777e-02 
3.09250624512474e-01, 5.10800905281819e-01, 3.22255084014983e-02 
3.16359834271382e-01, 5.47550539724953e-01, 4.55894941100708e-02 
3.23469044030289e-01, 5.87967667395378e-01, 5.86909500661773e-02 
3.30578253789197e-01, 6.38798471035371e-01, 7.67168962454930e-02 
3.37687463548104e-01, 7.01136847696252e-01, 1.00382751597239e-01 
3.44796673307012e-01, 7.81504131951015e-01, 1.29757709383596e-01 
3.51905883065919e-01, 8.45885689925736e-01, 1.60801469223424e-01 
