Strain, Tz 
-1.15471609184602e-01, -1.98705366156642e+00 
-1.13138849403095e-01, -1.83903030272644e+00 
-1.10806089621588e-01, -1.70739735174201e+00 
-1.08473329840081e-01, -1.58663703942928e+00 
-1.06140570058574e-01, -1.49108859573742e+00 
-1.03807810277067e-01, -1.40183212677587e+00 
-1.01475050495560e-01, -1.33118430938953e+00 
-9.91422907140524e-02, -1.25242638472712e+00 
-9.68095309325453e-02, -1.17116250039156e+00 
-9.44767711510382e-02, -1.08801592506710e+00 
-9.21440113695311e-02, -1.01614869517750e+00 
-8.98112515880240e-02, -9.51379529883171e-01 
-8.74784918065168e-02, -8.85420413302977e-01 
-8.51457320250097e-02, -8.25844978754182e-01 
-8.28129722435026e-02, -7.76217038363540e-01 
-8.04802124619955e-02, -7.25494289640379e-01 
-7.81474526804884e-02, -6.85218710149271e-01 
-7.58146928989813e-02, -6.46134846695585e-01 
-7.34819331174741e-02, -6.09090378210823e-01 
-7.11491733359670e-02, -5.65934627658008e-01 
-6.88164135544599e-02, -5.23425506356301e-01 
-6.64836537729528e-02, -4.81798284445480e-01 
-6.41508939914457e-02, -4.40157990666040e-01 
-6.18181342099386e-02, -4.03785753532446e-01 
-5.94853744284315e-02, -3.76936225361708e-01 
-5.71526146469243e-02, -3.50202076482824e-01 
-5.48198548654172e-02, -3.28302436161732e-01 
-5.24870950839101e-02, -3.06577081653442e-01 
-5.01543353024030e-02, -2.85939114492420e-01 
-4.78215755208959e-02, -2.66791926917062e-01 
-4.54888157393888e-02, -2.52233236747925e-01 
-4.31560559578816e-02, -2.40549752043632e-01 
-4.08232961763745e-02, -2.29221290980175e-01 
-3.84905363948674e-02, -2.17860793908597e-01 
-3.61577766133603e-02, -2.06107797894931e-01 
-3.38250168318532e-02, -1.94200357521812e-01 
-3.14922570503461e-02, -1.81617383629003e-01 
-2.91594972688390e-02, -1.69966181989111e-01 
-2.68267374873318e-02, -1.57917040782428e-01 
-2.44939777058247e-02, -1.45872091040498e-01 
-2.21612179243176e-02, -1.34090593832714e-01 
-1.98284581428105e-02, -1.19974530289524e-01 
-1.74956983613034e-02, -1.04499893917344e-01 
-1.51629385797963e-02, -8.92178585876856e-02 
-1.28301787982891e-02, -7.20467814558254e-02 
-1.04974190167820e-02, -5.45730449745268e-02 
-8.16465923527492e-03, -4.00084439809430e-02 
-5.83189945376780e-03, -2.67295309341308e-02 
-3.49913967226069e-03, -1.48733738820929e-02 
-1.16637989075358e-03, -4.31959718309243e-03 
1.16637989075355e-03, 4.31959718309231e-03 
3.49913967226066e-03, 1.23574104822807e-02 
5.83189945376777e-03, 2.13893990877636e-02 
8.16465923527488e-03, 3.08066943154150e-02 
1.04974190167820e-02, 4.08421846832156e-02 
1.28301787982891e-02, 5.15470982612962e-02 
1.51629385797962e-02, 6.23806729055579e-02 
1.74956983613034e-02, 7.33130345912345e-02 
1.98284581428105e-02, 8.38839626831364e-02 
2.21612179243176e-02, 9.46595471271535e-02 
2.44939777058247e-02, 1.05319680645994e-01 
2.68267374873318e-02, 1.16076446344326e-01 
2.91594972688389e-02, 1.27916525213345e-01 
3.14922570503460e-02, 1.40842574118249e-01 
3.38250168318531e-02, 1.54896987070400e-01 
3.61577766133603e-02, 1.71356271124618e-01 
3.84905363948674e-02, 1.90916878670851e-01 
4.08232961763745e-02, 2.22853929332149e-01 
4.31560559578816e-02, 2.57734754007506e-01 
4.54888157393887e-02, 3.08945133183963e-01 
4.78215755208959e-02, 3.59482161842668e-01 
5.01543353024030e-02, 3.99421762435824e-01 
5.24870950839101e-02, 4.39071842694321e-01 
5.48198548654172e-02, 4.71940017990115e-01 
5.71526146469243e-02, 5.02318060765487e-01 
5.94853744284314e-02, 5.32912828023976e-01 
6.18181342099386e-02, 5.67687660165446e-01 
6.41508939914457e-02, 6.20478878000549e-01 
6.64836537729528e-02, 6.75807580420981e-01 
6.88164135544599e-02, 7.43502897002050e-01 
7.11491733359670e-02, 8.13378651679804e-01 
7.34819331174741e-02, 8.98142912975531e-01 
7.58146928989812e-02, 9.79969491808832e-01 
7.81474526804884e-02, 1.08238843324973e+00 
8.04802124619955e-02, 1.19057572956914e+00 
8.28129722435026e-02, 1.29670422395858e+00 
8.51457320250097e-02, 1.40210905052701e+00 
8.74784918065168e-02, 1.51484438344885e+00 
8.98112515880239e-02, 1.61554087414545e+00 
9.21440113695310e-02, 1.72848516022557e+00 
9.44767711510382e-02, 1.85152086484853e+00 
9.68095309325453e-02, 1.97491125166221e+00 
9.91422907140524e-02, 2.10635359188254e+00 
1.01475050495560e-01, 2.25881739161515e+00 
1.03807810277067e-01, 2.46366143721274e+00 
1.06140570058574e-01, 2.82308316020074e+00 
1.08473329840081e-01, 3.18872748738110e+00 
1.10806089621588e-01, 3.44319788352263e+00 
1.13138849403095e-01, 3.64033741015898e+00 
1.15471609184602e-01, 3.82176387353727e+00 
