Strain, Fz 
-1.10234284108284e-01, -1.91536603269349e-01 
-1.08007328873773e-01, -1.79325869351882e-01 
-1.05780373639262e-01, -1.66164564159910e-01 
-1.03553418404752e-01, -1.54246390895293e-01 
-1.01326463170241e-01, -1.42045044691237e-01 
-9.90995079357301e-02, -1.30773388544384e-01 
-9.68725527012193e-02, -1.23085319957128e-01 
-9.46455974667085e-02, -1.15144918894206e-01 
-9.24186422321977e-02, -1.06923688864627e-01 
-9.01916869976870e-02, -9.87358880705482e-02 
-8.79647317631762e-02, -9.13877064691658e-02 
-8.57377765286654e-02, -8.70116060223739e-02 
-8.35108212941546e-02, -8.28808887384678e-02 
-8.12838660596438e-02, -7.90747161262476e-02 
-7.90569108251330e-02, -7.55482967457675e-02 
-7.68299555906222e-02, -7.11396182502815e-02 
-7.46030003561114e-02, -6.60718284307266e-02 
-7.23760451216006e-02, -6.09662161469018e-02 
-7.01490898870899e-02, -5.58448330707847e-02 
-6.79221346525791e-02, -5.11354230931132e-02 
-6.56951794180683e-02, -4.80100924518186e-02 
-6.34682241835575e-02, -4.49479939307345e-02 
-6.12412689490467e-02, -4.20867709624285e-02 
-5.90143137145359e-02, -3.97820618254768e-02 
-5.67873584800251e-02, -3.77130131268095e-02 
-5.45604032455143e-02, -3.49249657522148e-02 
-5.23334480110036e-02, -3.21658430968294e-02 
-5.01064927764928e-02, -2.93192567777973e-02 
-4.78795375419820e-02, -2.64327058699533e-02 
-4.56525823074712e-02, -2.39395774708266e-02 
-4.34256270729604e-02, -2.23689879046369e-02 
-4.11986718384496e-02, -2.07898044948492e-02 
-3.89717166039388e-02, -1.92758860995738e-02 
-3.67447613694280e-02, -1.77962220973079e-02 
-3.45178061349172e-02, -1.64456976401940e-02 
-3.22908509004064e-02, -1.51674067174381e-02 
-3.00638956658957e-02, -1.39257633250667e-02 
-2.78369404313849e-02, -1.27079323033761e-02 
-2.56099851968741e-02, -1.16799891242649e-02 
-2.33830299623633e-02, -1.06451969063042e-02 
-2.11560747278525e-02, -9.52975777135000e-03 
-1.89291194933417e-02, -8.42796308333626e-03 
-1.67021642588309e-02, -7.26959419169546e-03 
-1.44752090243201e-02, -6.09689199341459e-03 
-1.22482537898093e-02, -5.03648571075807e-03 
-1.00212985552986e-02, -4.03558032094928e-03 
-7.79434332078777e-03, -3.06147763428228e-03 
-5.56738808627699e-03, -2.20043397879431e-03 
-3.34043285176619e-03, -1.31215946586114e-03 
-1.11347761725540e-03, -4.34605372439822e-04 
1.11347761725539e-03, 4.34605372439818e-04 
3.34043285176618e-03, 1.31728680715116e-03 
5.56738808627695e-03, 2.18525086449984e-03 
7.79434332078777e-03, 2.93513094571655e-03 
1.00212985552986e-02, 3.50112604984119e-03 
1.22482537898093e-02, 4.07785526644247e-03 
1.44752090243201e-02, 4.66892138785582e-03 
1.67021642588309e-02, 5.25494384732665e-03 
1.89291194933417e-02, 5.96161641959884e-03 
2.11560747278525e-02, 6.91068396740934e-03 
2.33830299623633e-02, 7.88353942261743e-03 
2.56099851968741e-02, 8.88172408187522e-03 
2.78369404313849e-02, 9.87283720501975e-03 
3.00638956658956e-02, 1.06179854612210e-02 
3.22908509004064e-02, 1.15113068585792e-02 
3.45178061349172e-02, 1.23991879166382e-02 
3.67447613694280e-02, 1.34593981434626e-02 
3.89717166039388e-02, 1.45970394160264e-02 
4.11986718384496e-02, 1.57536634604463e-02 
4.34256270729604e-02, 1.67949946175520e-02 
4.56525823074712e-02, 1.78548597284388e-02 
4.78795375419820e-02, 1.88055324141553e-02 
5.01064927764927e-02, 1.96694795158707e-02 
5.23334480110035e-02, 2.04654713597760e-02 
5.45604032455143e-02, 2.12625143403986e-02 
5.67873584800251e-02, 2.20581229576122e-02 
5.90143137145359e-02, 2.28496812950353e-02 
6.12412689490467e-02, 2.36412396324584e-02 
6.34682241835575e-02, 2.54414084696702e-02 
6.56951794180683e-02, 2.72608312516181e-02 
6.79221346525791e-02, 2.92604130964502e-02 
7.01490898870899e-02, 3.12047216406513e-02 
7.23760451216006e-02, 3.22102443293760e-02 
7.46030003561114e-02, 3.33465394980852e-02 
7.68299555906222e-02, 3.45819235547020e-02 
7.90569108251330e-02, 3.58340483418490e-02 
8.12838660596438e-02, 3.72238660410366e-02 
8.35108212941546e-02, 3.90789989294658e-02 
8.57377765286654e-02, 4.17533353702690e-02 
8.79647317631762e-02, 4.44483735539880e-02 
9.01916869976870e-02, 4.71861994653784e-02 
9.24186422321977e-02, 4.95699129743426e-02 
9.46455974667085e-02, 5.15271962651902e-02 
9.68725527012193e-02, 5.35813046264536e-02 
9.90995079357301e-02, 5.60947957905491e-02 
1.01326463170241e-01, 5.91527817406229e-02 
1.03553418404752e-01, 6.18014483635304e-02 
1.05780373639262e-01, 6.54374635564429e-02 
1.08007328873773e-01, 7.01226955547119e-02 
1.10234284108284e-01, 7.19990911315508e-02 
