Strain, Tz 
-1.19154805253847e-01, -2.57144177927509e+00 
-1.16747637470941e-01, -2.30720710964572e+00 
-1.14340469688035e-01, -2.11192829472085e+00 
-1.11933301905129e-01, -1.98993310547598e+00 
-1.09526134122223e-01, -1.82451598172423e+00 
-1.07118966339317e-01, -1.67371081470013e+00 
-1.04711798556411e-01, -1.56522791776698e+00 
-1.02304630773505e-01, -1.46340379247785e+00 
-9.98974629905989e-02, -1.36327795124352e+00 
-9.74902952076929e-02, -1.25903822191393e+00 
-9.50831274247869e-02, -1.15941431545745e+00 
-9.26759596418809e-02, -1.07732005793970e+00 
-9.02687918589749e-02, -9.82468050145281e-01 
-8.78616240760689e-02, -8.92358288852464e-01 
-8.54544562931629e-02, -8.20051575668637e-01 
-8.30472885102569e-02, -7.57429379037094e-01 
-8.06401207273509e-02, -7.01382349669356e-01 
-7.82329529444449e-02, -6.60366538989795e-01 
-7.58257851615389e-02, -6.19853384750869e-01 
-7.34186173786329e-02, -5.82563182181550e-01 
-7.10114495957269e-02, -5.46314039120387e-01 
-6.86042818128209e-02, -5.15331671960441e-01 
-6.61971140299149e-02, -4.85076519354149e-01 
-6.37899462470089e-02, -4.55895966697502e-01 
-6.13827784641029e-02, -4.28156130366673e-01 
-5.89756106811970e-02, -4.00550409169617e-01 
-5.65684428982910e-02, -3.75359536102387e-01 
-5.41612751153850e-02, -3.50168663035158e-01 
-5.17541073324789e-02, -3.24538738398538e-01 
-4.93469395495730e-02, -2.98538604552582e-01 
-4.69397717666670e-02, -2.71318709180765e-01 
-4.45326039837610e-02, -2.39552848794252e-01 
-4.21254362008550e-02, -2.08105131919727e-01 
-3.97182684179490e-02, -1.85806126179526e-01 
-3.73111006350430e-02, -1.65079798708077e-01 
-3.49039328521370e-02, -1.46849835316536e-01 
-3.24967650692310e-02, -1.34453490351015e-01 
-3.00895972863250e-02, -1.22113411850997e-01 
-2.76824295034190e-02, -1.10625566773635e-01 
-2.52752617205130e-02, -9.91672226609583e-02 
-2.28680939376070e-02, -8.93635350824529e-02 
-2.04609261547010e-02, -8.02254622354720e-02 
-1.80537583717950e-02, -7.10652654266524e-02 
-1.56465905888890e-02, -6.21602485052162e-02 
-1.32394228059830e-02, -5.34019960124863e-02 
-1.08322550230770e-02, -4.47598990244305e-02 
-8.42508724017098e-03, -3.62203183615504e-02 
-6.01791945726499e-03, -2.76854573797656e-02 
-3.61075167435899e-03, -1.70062146327095e-02 
-1.20358389145299e-03, -5.90722905407241e-03 
1.20358389145299e-03, 5.90722905407241e-03 
3.61075167435899e-03, 1.83928093162920e-02 
6.01791945726499e-03, 3.11558415966179e-02 
8.42508724017100e-03, 4.22988181195138e-02 
1.08322550230770e-02, 5.34702080111705e-02 
1.32394228059830e-02, 6.48608536858542e-02 
1.56465905888890e-02, 7.56663183042086e-02 
1.80537583717950e-02, 8.57618049287769e-02 
2.04609261547010e-02, 9.58883088635900e-02 
2.28680939376070e-02, 1.04762524835391e-01 
2.52752617205130e-02, 1.12048043701753e-01 
2.76824295034190e-02, 1.19333562568115e-01 
3.00895972863250e-02, 1.27273878080862e-01 
3.24967650692309e-02, 1.35265178434214e-01 
3.49039328521370e-02, 1.43831824744571e-01 
3.73111006350430e-02, 1.53819000653231e-01 
3.97182684179490e-02, 1.63825336525670e-01 
4.21254362008550e-02, 1.73052159288274e-01 
4.45326039837610e-02, 1.82055296887617e-01 
4.69397717666670e-02, 1.90100909621827e-01 
4.93469395495729e-02, 1.98017590091653e-01 
5.17541073324790e-02, 2.06366759654657e-01 
5.41612751153849e-02, 2.19079326357985e-01 
5.65684428982910e-02, 2.33395244350995e-01 
5.89756106811969e-02, 2.51570390579601e-01 
6.13827784641030e-02, 2.75838376713894e-01 
6.37899462470089e-02, 2.98266185261662e-01 
6.61971140299149e-02, 3.17552517229317e-01 
6.86042818128209e-02, 3.36375573016511e-01 
7.10114495957269e-02, 3.51156353457865e-01 
7.34186173786329e-02, 3.65829723625160e-01 
7.58257851615389e-02, 3.80413836911545e-01 
7.82329529444449e-02, 3.94934275265427e-01 
8.06401207273509e-02, 4.10826144756829e-01 
8.30472885102569e-02, 4.27276879790487e-01 
8.54544562931629e-02, 4.43667310123366e-01 
8.78616240760689e-02, 4.60277977592781e-01 
9.02687918589749e-02, 4.76926509746364e-01 
9.26759596418809e-02, 4.93731684266576e-01 
9.50831274247869e-02, 5.10784187150175e-01 
9.74902952076929e-02, 5.32449483349003e-01 
9.98974629905989e-02, 5.59979133748505e-01 
1.02304630773505e-01, 6.04968934163934e-01 
1.04711798556411e-01, 6.49637939454982e-01 
1.07118966339317e-01, 6.95652920585461e-01 
1.09526134122223e-01, 7.28515722012486e-01 
1.11933301905129e-01, 7.60546125927070e-01 
1.14340469688035e-01, 8.02815859364657e-01 
1.16747637470941e-01, 8.46058158702076e-01 
1.19154805253847e-01, 8.54363684242552e-01 
