Strain, Fz 
-1.07939058945181e-01, -1.03212003703573e-01 
-1.05758471895783e-01, -9.92488514867897e-02 
-1.03577884846386e-01, -9.46651784549019e-02 
-1.01397297796988e-01, -8.78539960643058e-02 
-9.92167107475907e-02, -8.30181182637263e-02 
-9.70361236981931e-02, -7.84030270664504e-02 
-9.48555366487955e-02, -7.45928807544014e-02 
-9.26749495993979e-02, -7.09497347783508e-02 
-9.04943625500003e-02, -6.75794559920476e-02 
-8.83137755006027e-02, -6.42605655258561e-02 
-8.61331884512051e-02, -6.09922129875407e-02 
-8.39526014018075e-02, -5.85348321757080e-02 
-8.17720143524099e-02, -5.63969748035259e-02 
-7.95914273030123e-02, -5.43053488674829e-02 
-7.74108402536147e-02, -5.23012048159859e-02 
-7.52302532042171e-02, -4.95414811784791e-02 
-7.30496661548195e-02, -4.65463701990964e-02 
-7.08690791054219e-02, -4.34952296143662e-02 
-6.86884920560243e-02, -4.04015606792857e-02 
-6.65079050066267e-02, -3.78209207501365e-02 
-6.43273179572291e-02, -3.62359836580343e-02 
-6.21467309078315e-02, -3.47929796421704e-02 
-5.99661438584339e-02, -3.33655896431927e-02 
-5.77855568090363e-02, -3.19583352094475e-02 
-5.56049697596387e-02, -3.06657754789442e-02 
-5.34243827102411e-02, -2.94538052345527e-02 
-5.12437956608435e-02, -2.82874646781954e-02 
-4.90632086114460e-02, -2.71347565565937e-02 
-4.68826215620484e-02, -2.59837271179195e-02 
-4.47020345126507e-02, -2.47900990400364e-02 
-4.25214474632531e-02, -2.35575397512774e-02 
-4.03408604138556e-02, -2.22446591194635e-02 
-3.81602733644580e-02, -2.09193728664995e-02 
-3.59796863150604e-02, -1.95428526194059e-02 
-3.37990992656628e-02, -1.81638034091465e-02 
-3.16185122162652e-02, -1.68168524955229e-02 
-2.94379251668676e-02, -1.55100785856159e-02 
-2.72573381174700e-02, -1.42037323199066e-02 
-2.50767510680724e-02, -1.29538916652382e-02 
-2.28961640186748e-02, -1.19931708030597e-02 
-2.07155769692772e-02, -1.07334249211951e-02 
-1.85349899198796e-02, -9.29590902667765e-03 
-1.63544028704820e-02, -7.83929190012649e-03 
-1.41738158210844e-02, -6.35091516776721e-03 
-1.19932287716868e-02, -5.21129988131244e-03 
-9.81264172228920e-03, -4.37941035004980e-03 
-7.63205467289161e-03, -3.54050121238351e-03 
-5.45146762349401e-03, -2.70318264366455e-03 
-3.27088057409641e-03, -1.81443313897489e-03 
-1.09029352469881e-03, -6.28513051589218e-04 
1.09029352469878e-03, 6.28513051589206e-04 
3.27088057409637e-03, 1.92590007206051e-03 
5.45146762349398e-03, 3.39066047849034e-03 
7.63205467289157e-03, 5.17837563268924e-03 
9.81264172228916e-03, 6.76925562308189e-03 
1.19932287716868e-02, 8.36919517265709e-03 
1.41738158210844e-02, 9.95545804042682e-03 
1.63544028704820e-02, 1.13974727148008e-02 
1.85349899198796e-02, 1.27338930141964e-02 
2.07155769692772e-02, 1.39868530158753e-02 
2.28961640186748e-02, 1.52437140281825e-02 
2.50767510680724e-02, 1.64964280997949e-02 
2.72573381174699e-02, 1.78022034707306e-02 
2.94379251668675e-02, 1.91336089547645e-02 
3.16185122162651e-02, 2.04771339182436e-02 
3.37990992656627e-02, 2.18355233462432e-02 
3.59796863150603e-02, 2.31943605164036e-02 
3.81602733644579e-02, 2.45904054188020e-02 
4.03408604138555e-02, 2.62424463124796e-02 
4.25214474632531e-02, 2.80268817626112e-02 
4.47020345126507e-02, 2.98299837531676e-02 
4.68826215620483e-02, 3.17061201004271e-02 
4.90632086114459e-02, 3.38698956276588e-02 
5.12437956608435e-02, 3.70156313782532e-02 
5.34243827102411e-02, 4.02794537908536e-02 
5.56049697596387e-02, 4.36998170829786e-02 
5.77855568090363e-02, 4.83238117843643e-02 
5.99661438584339e-02, 5.36642395669458e-02 
6.21467309078315e-02, 5.90046673495273e-02 
6.43273179572291e-02, 6.63816952618561e-02 
6.65079050066267e-02, 7.54103490035783e-02 
6.86884920560243e-02, 8.47047932703064e-02 
7.08690791054219e-02, 9.43542569740575e-02 
7.30496661548195e-02, 1.01570949865746e-01 
7.52302532042171e-02, 1.09127979329941e-01 
7.74108402536147e-02, 1.16954474519445e-01 
7.95914273030123e-02, 1.27140721425837e-01 
8.17720143524099e-02, 1.38496117553596e-01 
8.39526014018075e-02, 1.53990124070397e-01 
8.61331884512051e-02, 1.71285364178040e-01 
8.83137755006027e-02, 1.88735111696220e-01 
9.04943625500003e-02, 2.05645194147229e-01 
9.26749495993978e-02, 2.21009248043125e-01 
9.48555366487954e-02, 2.36170218008565e-01 
9.70361236981930e-02, 2.51782543716419e-01 
9.92167107475906e-02, 2.71568414130231e-01 
1.01397297796988e-01, 2.94789681068414e-01 
1.03577884846386e-01, 3.15380631854644e-01 
1.05758471895783e-01, 3.35695414287038e-01 
1.07939058945181e-01, 3.57217180527820e-01 
