Strain, Tz 
-1.02693807883390e-01, -3.32005368717152e+00 
-1.00619185501908e-01, -3.10856493801750e+00 
-9.85445631204249e-02, -2.85703848734955e+00 
-9.64699407389423e-02, -2.59773117281477e+00 
-9.43953183574597e-02, -2.34249814149941e+00 
-9.23206959759770e-02, -2.10718689598109e+00 
-9.02460735944944e-02, -1.99908568460320e+00 
-8.81714512130118e-02, -1.89380448963581e+00 
-8.60968288315291e-02, -1.79182400135569e+00 
-8.40222064500465e-02, -1.69351607196359e+00 
-8.19475840685639e-02, -1.59258382733364e+00 
-7.98729616870812e-02, -1.47259833131289e+00 
-7.77983393055986e-02, -1.33062287346345e+00 
-7.57237169241160e-02, -1.18472606902614e+00 
-7.36490945426334e-02, -1.04415300168252e+00 
-7.15744721611507e-02, -9.48855609166545e-01 
-6.94998497796681e-02, -8.84405239944516e-01 
-6.74252273981855e-02, -8.26064928173587e-01 
-6.53506050167028e-02, -7.76431808626857e-01 
-6.32759826352202e-02, -7.28685775205944e-01 
-6.12013602537376e-02, -6.92899092656684e-01 
-5.91267378722549e-02, -6.59125877086616e-01 
-5.70521154907723e-02, -6.25190992559838e-01 
-5.49774931092897e-02, -5.90245663684519e-01 
-5.29028707278071e-02, -5.55700059700273e-01 
-5.08282483463244e-02, -5.13996967770014e-01 
-4.87536259648418e-02, -4.71509130490188e-01 
-4.66790035833592e-02, -4.27578553775654e-01 
-4.46043812018765e-02, -3.82233530800920e-01 
-4.25297588203939e-02, -3.45232299592507e-01 
-4.04551364389113e-02, -3.22307297831917e-01 
-3.83805140574286e-02, -2.99382296071328e-01 
-3.63058916759460e-02, -2.80866882465907e-01 
-3.42312692944634e-02, -2.63032050720323e-01 
-3.21566469129808e-02, -2.45513586336232e-01 
-3.00820245314981e-02, -2.28338259405145e-01 
-2.80074021500155e-02, -2.11120801495601e-01 
-2.59327797685329e-02, -1.93166468928016e-01 
-2.38581573870502e-02, -1.74860186241726e-01 
-2.17835350055676e-02, -1.59018414716080e-01 
-1.97089126240850e-02, -1.43446601863176e-01 
-1.76342902426024e-02, -1.28431735180694e-01 
-1.55596678611197e-02, -1.13674513517132e-01 
-1.34850454796371e-02, -9.84289286819848e-02 
-1.14104230981545e-02, -8.30298754207756e-02 
-9.33580071667183e-03, -6.76308221595664e-02 
-7.26117833518920e-03, -5.00532735492433e-02 
-5.18655595370658e-03, -3.19223127649099e-02 
-3.11193357222395e-03, -1.68347244566955e-02 
-1.03731119074130e-03, -5.55784096535816e-03 
1.03731119074132e-03, 5.55784096535830e-03 
3.11193357222395e-03, 1.41897109101619e-02 
5.18655595370657e-03, 2.28229846727333e-02 
7.26117833518920e-03, 3.12207701656540e-02 
9.33580071667182e-03, 3.93734865798367e-02 
1.14104230981545e-02, 4.75009527327991e-02 
1.34850454796371e-02, 5.54801068714050e-02 
1.55596678611197e-02, 6.34592610100109e-02 
1.76342902426024e-02, 7.17669969049873e-02 
1.97089126240850e-02, 7.91954534706852e-02 
2.17835350055676e-02, 8.66246174314357e-02 
2.38581573870502e-02, 9.41182215122040e-02 
2.59327797685329e-02, 1.01651453909220e-01 
2.80074021500155e-02, 1.09483645727615e-01 
3.00820245314981e-02, 1.18420346440452e-01 
3.21566469129808e-02, 1.27443206784821e-01 
3.42312692944634e-02, 1.37167736565635e-01 
3.63058916759460e-02, 1.46781986123023e-01 
3.83805140574286e-02, 1.55297556113890e-01 
4.04551364389113e-02, 1.64269398526912e-01 
4.25297588203939e-02, 1.72433993468432e-01 
4.46043812018765e-02, 1.80690642203741e-01 
4.66790035833591e-02, 1.88894041522680e-01 
4.87536259648418e-02, 1.96798310180593e-01 
5.08282483463244e-02, 2.04776317565798e-01 
5.29028707278070e-02, 2.12525111248552e-01 
5.49774931092897e-02, 2.20212423857264e-01 
5.70521154907723e-02, 2.28686900969331e-01 
5.91267378722549e-02, 2.39645423120893e-01 
6.12013602537376e-02, 2.51029723418026e-01 
6.32759826352202e-02, 2.63428675085304e-01 
6.53506050167028e-02, 2.73526309423586e-01 
6.74252273981855e-02, 2.79478131969167e-01 
6.94998497796681e-02, 2.86039407917626e-01 
7.15744721611507e-02, 2.92859423924378e-01 
7.36490945426334e-02, 2.99563998061120e-01 
7.57237169241160e-02, 3.06352687835394e-01 
7.77983393055986e-02, 3.14886251901906e-01 
7.98729616870812e-02, 3.24379229290060e-01 
8.19475840685639e-02, 3.34360347789203e-01 
8.40222064500465e-02, 3.45464661272993e-01 
8.60968288315292e-02, 3.58863904049205e-01 
8.81714512130118e-02, 3.76348578569690e-01 
9.02460735944944e-02, 3.94973656027703e-01 
9.23206959759770e-02, 4.10927799153155e-01 
9.43953183574597e-02, 4.25414934503715e-01 
9.64699407389423e-02, 4.39633278725746e-01 
9.85445631204249e-02, 4.54024898783100e-01 
1.00619185501908e-01, 4.70725438337610e-01 
1.02693807883390e-01, 4.90401215985153e-01 
