Strain, Tx, Tz 
-4.03494308958130e-01, -1.35568223250893e+00, 7.09365703090564e-01 
-3.95342908777157e-01, -1.19367371946002e+00, 6.15724413266481e-01 
-3.87191508596185e-01, -1.09002712387340e+00, 5.61363602979531e-01 
-3.79040108415213e-01, -9.99277852222179e-01, 5.03164054468751e-01 
-3.70888708234240e-01, -9.26046717876906e-01, 4.67064554043149e-01 
-3.62737308053268e-01, -8.56408433926147e-01, 4.29725750048269e-01 
-3.54585907872296e-01, -7.81962922973419e-01, 3.87863134842269e-01 
-3.46434507691323e-01, -6.92702026792776e-01, 3.39165684567708e-01 
-3.38283107510351e-01, -6.34428552811606e-01, 3.04373244219573e-01 
-3.30131707329379e-01, -5.79790775624308e-01, 2.79807155392748e-01 
-3.21980307148406e-01, -5.29915854691216e-01, 2.54463569411453e-01 
-3.13828906967434e-01, -4.78419544023281e-01, 2.28025722728944e-01 
-3.05677506786462e-01, -4.48836595126027e-01, 2.11814705976410e-01 
-2.97526106605490e-01, -4.27840301603202e-01, 1.98931656835122e-01 
-2.89374706424517e-01, -4.03216550414974e-01, 1.90728431315972e-01 
-2.81223306243545e-01, -3.77143998042403e-01, 1.77747090375883e-01 
-2.73071906062573e-01, -3.53758671064077e-01, 1.66183350570280e-01 
-2.64920505881600e-01, -3.24358697129592e-01, 1.54020992687758e-01 
-2.56769105700628e-01, -2.97745752161678e-01, 1.40547049837196e-01 
-2.48617705519656e-01, -2.79898196292599e-01, 1.29523400281437e-01 
-2.40466305338683e-01, -2.62355060702851e-01, 1.22512800563624e-01 
-2.32314905157711e-01, -2.40838897740883e-01, 1.18481074897785e-01 
-2.24163504976739e-01, -2.23428768388768e-01, 1.09777391953003e-01 
-2.16012104795766e-01, -2.08097211415215e-01, 1.04219152569123e-01 
-2.07860704614794e-01, -2.00029932915132e-01, 1.00729861473048e-01 
-1.99709304433822e-01, -1.87061314886061e-01, 9.51936426919302e-02 
-1.91557904252849e-01, -1.76033452342910e-01, 8.88992465235861e-02 
-1.83406504071877e-01, -1.70520961623508e-01, 8.58323826571788e-02 
-1.75255103890905e-01, -1.50340444830628e-01, 7.98741850395609e-02 
-1.67103703709932e-01, -1.38768758843515e-01, 6.87014060465699e-02 
-1.58952303528960e-01, -1.34383309470639e-01, 6.48134759184944e-02 
-1.50800903347988e-01, -1.23489162093947e-01, 6.41851128966175e-02 
-1.42649503167016e-01, -1.12486373598688e-01, 6.19828713499852e-02 
-1.34498102986043e-01, -1.04053912278166e-01, 5.48167424482517e-02 
-1.26346702805071e-01, -9.36365249103163e-02, 5.38290917838738e-02 
-1.18195302624099e-01, -9.04908210063339e-02, 5.33208947362198e-02 
-1.10043902443126e-01, -8.51199462096313e-02, 4.90664838001870e-02 
-1.01892502262154e-01, -7.37043308285201e-02, 4.04586372347407e-02 
-9.37411020811817e-02, -6.60195943346068e-02, 3.72581278365374e-02 
-8.55897019002093e-02, -5.71230259417993e-02, 3.45171150327295e-02 
-7.74383017192370e-02, -5.35280219287802e-02, 3.04434514826849e-02 
-6.92869015382647e-02, -5.33449752152216e-02, 2.88085007790615e-02 
-6.11355013572923e-02, -4.90325553293156e-02, 2.68226027499031e-02 
-5.29841011763201e-02, -3.86468067096843e-02, 1.65632941395193e-02 
-4.48327009953477e-02, -3.00753906996866e-02, 1.22041838702450e-02 
