Strain, Fz 
-1.00912903918940e-01, -3.45145358583266e-01 
-9.88742593953249e-02, -3.19236184944255e-01 
-9.68356148717099e-02, -3.00968155546583e-01 
-9.47969703480950e-02, -2.74869652517372e-01 
-9.27583258244800e-02, -2.58185927772361e-01 
-9.07196813008651e-02, -2.41931867921933e-01 
-8.86810367772501e-02, -2.25104246332559e-01 
-8.66423922536352e-02, -2.07623150246064e-01 
-8.46037477300202e-02, -1.85868592674774e-01 
-8.25651032064053e-02, -1.64320156039522e-01 
-8.05264586827904e-02, -1.48104255862708e-01 
-7.84878141591754e-02, -1.37441303564321e-01 
-7.64491696355605e-02, -1.28739163160822e-01 
-7.44105251119455e-02, -1.20166546436332e-01 
-7.23718805883306e-02, -1.13343851176322e-01 
-7.03332360647156e-02, -1.06681610177547e-01 
-6.82945915411007e-02, -1.01003269043881e-01 
-6.62559470174858e-02, -9.54284859792619e-02 
-6.42173024938708e-02, -8.98074418322634e-02 
-6.21786579702559e-02, -8.41979284285839e-02 
-6.01400134466409e-02, -7.83024726851573e-02 
-5.81013689230260e-02, -7.18999479509888e-02 
-5.60627243994110e-02, -6.55059162652021e-02 
-5.40240798757961e-02, -5.92196234397318e-02 
-5.19854353521811e-02, -5.25996849538979e-02 
-4.99467908285662e-02, -4.69997017883741e-02 
-4.79081463049512e-02, -4.29840662517650e-02 
-4.58695017813363e-02, -3.89233179046968e-02 
-4.38308572577213e-02, -3.54135629149841e-02 
-4.17922127341064e-02, -3.28344493667963e-02 
-3.97535682104915e-02, -3.02403097088081e-02 
-3.77149236868765e-02, -2.78009520518334e-02 
-3.56762791632616e-02, -2.53702863224636e-02 
-3.36376346396466e-02, -2.32565776835429e-02 
-3.15989901160317e-02, -2.12543987625290e-02 
-2.95603455924167e-02, -1.97758564171312e-02 
-2.75217010688018e-02, -1.83395883225943e-02 
-2.54830565451868e-02, -1.68935692467784e-02 
-2.34444120215719e-02, -1.53867409694694e-02 
-2.14057674979569e-02, -1.38700888513716e-02 
-1.93671229743420e-02, -1.21535750060592e-02 
-1.73284784507271e-02, -1.03620402891038e-02 
-1.52898339271121e-02, -8.55278143008919e-03 
-1.32511894034971e-02, -6.68667267634060e-03 
-1.12125448798822e-02, -4.98547494445011e-03 
-9.17390035626727e-03, -3.88894560302732e-03 
-7.13525583265232e-03, -2.79241626160454e-03 
-5.09661130903737e-03, -1.92761191155775e-03 
-3.05796678542244e-03, -1.14975084401430e-03 
-1.01932226180749e-03, -3.85200269818128e-04 
1.01932226180746e-03, 3.85200269818118e-04 
3.05796678542241e-03, 1.17814021431762e-03 
5.09661130903736e-03, 1.98360861882395e-03 
7.13525583265229e-03, 2.81826175450584e-03 
9.17390035626724e-03, 3.62569398740957e-03 
1.12125448798822e-02, 4.48842111415581e-03 
1.32511894034971e-02, 5.37252555364770e-03 
1.52898339271121e-02, 6.39673695667283e-03 
1.73284784507270e-02, 7.42064298185386e-03 
1.93671229743420e-02, 8.54899995036489e-03 
2.14057674979569e-02, 9.81426808890251e-03 
2.34444120215719e-02, 1.10795362274401e-02 
2.54830565451868e-02, 1.22947920495799e-02 
2.75217010688018e-02, 1.34984768000010e-02 
2.95603455924167e-02, 1.46602855136373e-02 
3.15989901160316e-02, 1.57507601858765e-02 
3.36376346396466e-02, 1.68308787262548e-02 
3.56762791632615e-02, 1.78787186056403e-02 
3.77149236868765e-02, 1.89265584850258e-02 
3.97535682104914e-02, 1.97824856333359e-02 
4.17922127341064e-02, 2.05924086703353e-02 
4.38308572577213e-02, 2.14377602301946e-02 
4.58695017813363e-02, 2.23517795875495e-02 
4.79081463049512e-02, 2.32660575759079e-02 
4.99467908285661e-02, 2.42844156441945e-02 
5.19854353521811e-02, 2.54687550298639e-02 
5.40240798757961e-02, 2.66794981846030e-02 
5.60627243994110e-02, 2.79566422877895e-02 
5.81013689230260e-02, 2.92002627712465e-02 
6.01400134466409e-02, 3.04801887899672e-02 
6.21786579702558e-02, 3.17752985112951e-02 
6.42173024938708e-02, 3.37902057605580e-02 
6.62559470174857e-02, 3.59818464400639e-02 
6.82945915411007e-02, 3.83536406768520e-02 
7.03332360647156e-02, 4.19025362310438e-02 
7.23718805883306e-02, 4.54514317852356e-02 
7.44105251119455e-02, 4.84207176900194e-02 
7.64491696355604e-02, 5.11745603267878e-02 
7.84878141591754e-02, 5.33600391741857e-02 
8.05264586827903e-02, 5.55018549492972e-02 
8.25651032064053e-02, 5.77618609180620e-02 
8.46037477300202e-02, 6.01514811596403e-02 
8.66423922536352e-02, 6.30834367587604e-02 
8.86810367772501e-02, 6.61180194997257e-02 
9.07196813008651e-02, 6.91974839369740e-02 
9.27583258244800e-02, 7.24736985109819e-02 
9.47969703480949e-02, 7.58878921553600e-02 
9.68356148717099e-02, 7.99667356766175e-02 
9.88742593953249e-02, 8.46450304821741e-02 
1.00912903918940e-01, 9.19648064782954e-02 
