Strain, Tx, Tz 
-3.44049336332095e-01, -1.06231345043141e+00, 1.53706263009085e-01 
-3.37098844689022e-01, -9.63637243071138e-01, 1.12348888795857e-01 
-3.30148353045950e-01, -8.95273282508932e-01, 7.47850300089424e-02 
-3.23197861402877e-01, -8.13355702362583e-01, 3.87576674808079e-02 
-3.16247369759805e-01, -7.45751395211370e-01, 1.05010754885920e-02 
-3.09296878116732e-01, -6.98584488250690e-01, -1.16876228890432e-02 
-3.02346386473659e-01, -6.62782587828187e-01, -2.82025094206091e-02 
-2.95395894830587e-01, -6.20030691015923e-01, -4.41141196388594e-02 
-2.88445403187514e-01, -5.69992343070371e-01, -5.92704955003524e-02 
-2.81494911544441e-01, -5.25112405432458e-01, -7.05292868179547e-02 
-2.74544419901369e-01, -4.86752987174328e-01, -8.20094734630274e-02 
-2.67593928258296e-01, -4.50717541016162e-01, -9.96540723629835e-02 
-2.60643436615224e-01, -4.25913154032316e-01, -1.06645965907826e-01 
-2.53692944972151e-01, -4.07287275437783e-01, -1.07501306404573e-01 
-2.46742453329078e-01, -3.79775786236034e-01, -1.13874083054357e-01 
-2.39791961686006e-01, -3.47144853956423e-01, -1.20047090380056e-01 
-2.32841470042933e-01, -3.24667567929721e-01, -1.18335907070605e-01 
-2.25890978399860e-01, -3.07695053454393e-01, -1.22198045138670e-01 
-2.18940486756788e-01, -2.91969940756018e-01, -1.24589130914636e-01 
-2.11989995113715e-01, -2.81263694805786e-01, -1.25896078439267e-01 
-2.05039503470643e-01, -2.71039463520899e-01, -1.26999683369210e-01 
-1.98089011827570e-01, -2.59745209262500e-01, -1.27277363648597e-01 
-1.91138520184497e-01, -2.38565347200911e-01, -1.25749362651163e-01 
-1.84188028541425e-01, -2.19371735857285e-01, -1.23873566899039e-01 
-1.77237536898352e-01, -2.09568032347544e-01, -1.22413940376950e-01 
-1.70287045255279e-01, -1.99850704110776e-01, -1.21035834903055e-01 
-1.63336553612207e-01, -1.90355600600619e-01, -1.20672168022536e-01 
