Strain, Tx, Tz 
-3.43747973730125e-01, -2.56507161855129e+00, 2.34689458450510e+00 
-3.36803570220425e-01, -2.21838468563979e+00, 2.01603052739397e+00 
-3.29859166710726e-01, -1.96749782837872e+00, 1.75938647959337e+00 
-3.22914763201026e-01, -1.78630810805192e+00, 1.57947091113861e+00 
-3.15970359691327e-01, -1.62725756590656e+00, 1.41873860139024e+00 
-3.09025956181627e-01, -1.51497485893156e+00, 1.30181518297569e+00 
-3.02081552671928e-01, -1.39844361305664e+00, 1.18084387988728e+00 
-2.95137149162228e-01, -1.25051386277131e+00, 1.03039176106266e+00 
-2.88192745652529e-01, -1.13695706925539e+00, 9.18554429038325e-01 
-2.81248342142829e-01, -1.04462109879638e+00, 8.31034045390926e-01 
-2.74303938633130e-01, -9.36913626966885e-01, 7.28857493378226e-01 
-2.67359535123430e-01, -8.53981808948478e-01, 6.49739714647796e-01 
-2.60415131613731e-01, -7.95037607960362e-01, 5.94100529037352e-01 
-2.53470728104031e-01, -7.38882077489678e-01, 5.40878002832933e-01 
-2.46526324594332e-01, -6.86412047119580e-01, 4.90925705168134e-01 
-2.39581921084632e-01, -6.26099007512981e-01, 4.29204541541266e-01 
-2.32637517574933e-01, -5.64578797117720e-01, 3.67750433890433e-01 
-2.25693114065233e-01, -5.11447354342156e-01, 3.16834276433747e-01 
-2.18748710555534e-01, -4.78051314543873e-01, 2.86734536116291e-01 
-2.11804307045835e-01, -4.45883124905032e-01, 2.59223350509220e-01 
-2.04859903536135e-01, -4.10780100239641e-01, 2.30492908767896e-01 
-1.97915500026436e-01, -3.76768796580934e-01, 2.01048012223740e-01 
-1.90971096516736e-01, -3.48291822141274e-01, 1.75888043441248e-01 
-1.84026693007037e-01, -3.19005961561389e-01, 1.57166914576134e-01 
-1.77082289497337e-01, -2.94194632589054e-01, 1.42656017140749e-01 
-1.70137885987638e-01, -2.89204990386737e-01, 1.31138964902555e-01 
-1.63193482477938e-01, -2.81185016243657e-01, 1.17197281111702e-01 
-1.56249078968239e-01, -2.54431638115856e-01, 9.42346562421105e-02 
-1.49304675458539e-01, -2.37910161967074e-01, 7.82441830754111e-02 
-1.42360271948840e-01, -2.26200459080756e-01, 6.96827434171289e-02 
-1.35415868439140e-01, -2.15404583064821e-01, 6.38704620647125e-02 
-1.28471464929441e-01, -1.99547400267238e-01, 5.72805371456227e-02 
-1.21527061419741e-01, -1.81510368818172e-01, 4.81840039092324e-02 
-1.14582657910042e-01, -1.72310475210946e-01, 3.96837475353821e-02 
-1.07638254400342e-01, -1.61184632783652e-01, 3.44919001688858e-02 
-1.00693850890643e-01, -1.42079198117423e-01, 2.71084812977030e-02 
-9.37494473809432e-02, -1.31187209112703e-01, 2.14077308842185e-02 
-8.68050438712437e-02, -1.23343193838698e-01, 1.66129281901316e-02 
-7.98606403615441e-02, -1.10994915329533e-01, 1.09616880971569e-02 
-7.29162368518447e-02, -1.00437252607140e-01, 7.11521496044584e-03 
-6.59718333421452e-02, -9.25854407014982e-02, 6.76725261396890e-03 
-5.90274298324457e-02, -8.41580475900118e-02, 7.16295837235743e-03 
-5.20830263227462e-02, -7.40116444326805e-02, 5.40899915445514e-03 
-4.51386228130467e-02, -6.25763214672354e-02, 2.66683869800428e-03 
-3.81942193033472e-02, -5.35116496699641e-02, 1.11059365365660e-03 
-3.12498157936477e-02, -4.43279588422082e-02, -1.83006656859480e-03 
-2.43054122839482e-02, -3.19884917146709e-02, -2.81753690578011e-03 
-1.73610087742487e-02, -2.20690840746811e-02, -8.88738783381648e-04 
-1.04166052645492e-02, -1.71188991227967e-02, 8.77705740352396e-04 
-3.47220175484974e-03, -6.10371262650231e-03, -4.35140552951146e-06 
3.47220175484969e-03, 6.10371262650222e-03, 4.35140552951146e-06 
1.04166052645493e-02, 1.65114015978428e-02, 5.54096490578898e-03 
1.73610087742488e-02, 2.79451951289373e-02, 1.02589094197335e-02 
2.43054122839482e-02, 4.03665759770859e-02, 1.19514963690732e-02 
3.12498157936478e-02, 4.97721748177403e-02, 1.34268222504791e-02 
3.81942193033472e-02, 5.84124345997649e-02, 1.63974984069469e-02 
4.51386228130467e-02, 7.09265749985344e-02, 2.37309123113251e-02 
5.20830263227462e-02, 8.79490196016472e-02, 2.92456702413178e-02 
5.90274298324456e-02, 1.03446706640615e-01, 3.31697386816169e-02 
6.59718333421452e-02, 1.19488540648207e-01, 4.29226419902951e-02 
7.29162368518447e-02, 1.33843033249384e-01, 5.27964540063542e-02 
7.98606403615441e-02, 1.54823962041777e-01, 6.61796446553661e-02 
8.68050438712437e-02, 1.72211416711256e-01, 7.66497172287487e-02 
9.37494473809432e-02, 1.88430692324929e-01, 8.51627375881163e-02 
1.00693850890643e-01, 2.04857491787840e-01, 9.35596047719870e-02 
1.07638254400342e-01, 2.32353564652426e-01, 1.11508627909046e-01 
