Strain, Fz 
-1.16503635592557e-01, -1.77368033510570e-01 
-1.14150026792708e-01, -1.67392714293979e-01 
-1.11796417992858e-01, -1.55293272934793e-01 
-1.09442809193009e-01, -1.38530861379736e-01 
-1.07089200393159e-01, -1.31794202282904e-01 
-1.04735591593309e-01, -1.24002781819121e-01 
-1.02381982793460e-01, -1.16044351457816e-01 
-1.00028373993610e-01, -1.09018340157602e-01 
-9.76747651937603e-02, -1.01936656089071e-01 
-9.53211563939106e-02, -9.41994669389472e-02 
-9.29675475940610e-02, -8.65351178663094e-02 
-9.06139387942113e-02, -8.14409504966523e-02 
-8.82603299943617e-02, -7.73443931393587e-02 
-8.59067211945120e-02, -7.34343731816507e-02 
-8.35531123946624e-02, -6.96548662624665e-02 
-8.11995035948127e-02, -6.65937558831491e-02 
-7.88458947949631e-02, -6.36200018468662e-02 
-7.64922859951135e-02, -6.07615842904777e-02 
-7.41386771952638e-02, -5.79520175480060e-02 
-7.17850683954142e-02, -5.50265326583109e-02 
-6.94314595955645e-02, -5.17839730279177e-02 
-6.70778507957149e-02, -4.85457096995354e-02 
-6.47242419958652e-02, -4.52481087063116e-02 
-6.23706331960156e-02, -4.18983360865135e-02 
-6.00170243961660e-02, -3.86137883484789e-02 
-5.76634155963163e-02, -3.59591177717096e-02 
-5.53098067964667e-02, -3.33096078380763e-02 
-5.29561979966170e-02, -3.06614794799512e-02 
-5.06025891967674e-02, -2.79761450226211e-02 
-4.82489803969177e-02, -2.55092876323791e-02 
-4.58953715970681e-02, -2.41622040462657e-02 
-4.35417627972184e-02, -2.28238685411396e-02 
-4.11881539973688e-02, -2.15246122725087e-02 
-3.88345451975191e-02, -2.02343620090120e-02 
-3.64809363976695e-02, -1.90411209499837e-02 
-3.41273275978198e-02, -1.78648470186187e-02 
-3.17737187979702e-02, -1.67084475274231e-02 
-2.94201099981206e-02, -1.56025468875636e-02 
-2.70665011982709e-02, -1.44966462477042e-02 
-2.47128923984213e-02, -1.32079218688329e-02 
-2.23592835985716e-02, -1.19292187243463e-02 
-2.00056747987220e-02, -1.06105250093391e-02 
-1.76520659988723e-02, -9.22854093575589e-03 
-1.52984571990227e-02, -7.84655686217266e-03 
-1.29448483991730e-02, -6.43548173413341e-03 
-1.05912395993234e-02, -4.99944851029486e-03 
-8.23763079947375e-03, -3.59567505293154e-03 
-5.88402199962411e-03, -2.20851689996338e-03 
-3.53041319977446e-03, -1.09996875329404e-03 
-1.17680439992480e-03, -3.65686700761810e-04 
1.17680439992484e-03, 3.65686700761817e-04 
3.53041319977447e-03, 1.07367805510920e-03 
5.88402199962413e-03, 1.78078391647300e-03 
8.23763079947376e-03, 2.57351008155624e-03 
1.05912395993234e-02, 3.42482590112867e-03 
1.29448483991731e-02, 4.29374587426951e-03 
1.52984571990227e-02, 5.18167169295503e-03 
1.76520659988723e-02, 6.13350263266311e-03 
2.00056747987220e-02, 7.45651573049847e-03 
2.23592835985716e-02, 8.77952882833381e-03 
2.47128923984213e-02, 1.01450545613453e-02 
2.70665011982709e-02, 1.15302287248290e-02 
2.94201099981206e-02, 1.28889051116669e-02 
3.17737187979702e-02, 1.39681455077071e-02 
3.41273275978199e-02, 1.50473859037473e-02 
3.64809363976695e-02, 1.60991437873198e-02 
3.88345451975192e-02, 1.71344420223532e-02 
4.11881539973688e-02, 1.83267486745488e-02 
4.35417627972184e-02, 2.05095832041334e-02 
4.58953715970681e-02, 2.26924177337180e-02 
4.82489803969177e-02, 2.49317486348262e-02 
5.06025891967674e-02, 2.71992834919550e-02 
5.29561979966170e-02, 2.93777673826688e-02 
5.53098067964667e-02, 3.11674071303130e-02 
5.76634155963163e-02, 3.29570468779572e-02 
6.00170243961660e-02, 3.47887077481492e-02 
6.23706331960156e-02, 3.66374015954915e-02 
6.47242419958653e-02, 3.86563704543297e-02 
6.70778507957149e-02, 4.12816532966369e-02 
6.94314595955645e-02, 4.39069361389441e-02 
7.17850683954142e-02, 4.66706684536556e-02 
7.41386771952638e-02, 4.94767380275194e-02 
7.64922859951135e-02, 5.34089164989599e-02 
7.88458947949631e-02, 5.93317971548071e-02 
8.11995035948128e-02, 6.54617947485878e-02 
8.35531123946624e-02, 7.26487159993097e-02 
8.59067211945120e-02, 7.91154491360032e-02 
8.82603299943617e-02, 8.71235974704067e-02 
9.06139387942114e-02, 9.53207393095644e-02 
9.29675475940610e-02, 1.03283155067235e-01 
9.53211563939106e-02, 1.11446927971716e-01 
9.76747651937603e-02, 1.18105960856131e-01 
1.00028373993610e-01, 1.25345573874200e-01 
1.02381982793460e-01, 1.33381249272969e-01 
1.04735591593309e-01, 1.47600551001818e-01 
1.07089200393159e-01, 1.64015122871430e-01 
1.09442809193009e-01, 1.80412923341018e-01 
1.11796417992858e-01, 1.92798459122237e-01 
1.14150026792708e-01, 2.02348857401604e-01 
1.16503635592557e-01, 2.16294090934246e-01 
