Strain, Tx, Tz 
-4.05366491627087e-01, -3.64541834321669e+00, 1.49530815487360e+00 
-3.97177269574014e-01, -3.17251021329206e+00, 1.27385203630379e+00 
-3.88988047520942e-01, -2.87357080346624e+00, 1.12364072991250e+00 
-3.80798825467869e-01, -2.60639758095740e+00, 9.96697449061180e-01 
-3.72609603414797e-01, -2.34769142325293e+00, 8.74164226745110e-01 
-3.64420381361724e-01, -2.17042904168845e+00, 7.87684686443103e-01 
-3.56231159308652e-01, -2.01408436494139e+00, 7.13419406924044e-01 
-3.48041937255580e-01, -1.83105742806138e+00, 6.29155511873511e-01 
-3.39852715202507e-01, -1.59485567864994e+00, 5.22674576179174e-01 
-3.31663493149434e-01, -1.41339136127072e+00, 4.41904574649705e-01 
-3.23474271096362e-01, -1.27324727528244e+00, 3.80722013263169e-01 
-3.15285049043290e-01, -1.17161497699660e+00, 3.38443311364093e-01 
-3.07095826990217e-01, -1.05657099875248e+00, 2.87958508374896e-01 
-2.98906604937145e-01, -9.41734516221888e-01, 2.36742599442826e-01 
-2.90717382884072e-01, -8.64444691918950e-01, 2.06292455877179e-01 
-2.82528160831000e-01, -7.93479503998804e-01, 1.80278954505177e-01 
-2.74338938777927e-01, -7.14481580635019e-01, 1.51281926485851e-01 
-2.66149716724855e-01, -6.57155491330461e-01, 1.29703339124176e-01 
-2.57960494671782e-01, -6.11187345305062e-01, 1.12452567827927e-01 
-2.49771272618710e-01, -5.74971625292324e-01, 1.01133431635012e-01 
-2.41582050565638e-01, -5.33830930818554e-01, 8.83567092753069e-02 
-2.33392828512565e-01, -4.81685712183406e-01, 7.19375030367650e-02 
-2.25203606459493e-01, -4.41740312294287e-01, 5.94001150084271e-02 
-2.17014384406420e-01, -4.12129422765924e-01, 5.01313276947973e-02 
-2.08825162353348e-01, -3.78699284538353e-01, 4.07024867976750e-02 
-2.00635940300275e-01, -3.50341166862712e-01, 3.37915779441079e-02 
-1.92446718247203e-01, -3.27766519976401e-01, 2.80660173470396e-02 
-1.84257496194130e-01, -3.03149130066214e-01, 2.15251194347416e-02 
-1.76068274141058e-01, -2.74826171946307e-01, 1.51465589837871e-02 
-1.67879052087985e-01, -2.53139246848479e-01, 1.15009574898806e-02 
-1.59689830034913e-01, -2.33545184290398e-01, 7.14550957460522e-03 
-1.51500607981840e-01, -2.13482066182327e-01, 2.73414369383122e-03 
-1.43311385928768e-01, -1.99840860523515e-01, 2.57025924923912e-03 
-1.35122163875696e-01, -1.85344151366030e-01, 2.44979979131374e-03 
-1.26932941822623e-01, -1.61031444063118e-01, -9.75846214318751e-04 
-1.18743719769551e-01, -1.40767254025213e-01, -3.49244306157454e-03 
-1.10554497716478e-01, -1.26507047310958e-01, -4.37356299083708e-03 
-1.02365275663406e-01, -1.23385857173432e-01, -2.44234542042221e-03 
-9.41760536103333e-02, -1.20757640299047e-01, -1.10612201701465e-03 
-8.59868315572608e-02, -1.14419888680374e-01, -1.99362281470606e-03 
-7.77976095041884e-02, -9.90694543020320e-02, -3.01249072362339e-03 
-6.96083874511159e-02, -8.29267612152774e-02, -4.45027099373499e-03 
-6.14191653980435e-02, -7.39112050876977e-02, -4.95977533297720e-03 
-5.32299433449710e-02, -6.49198845294116e-02, -4.80073001430487e-03 
-4.50407212918985e-02, -5.48141610610582e-02, -4.49261469266123e-03 
-3.68514992388261e-02, -4.45391237255384e-02, -4.17688209319463e-03 
-2.86622771857536e-02, -3.48130427496845e-02, -3.85851704954673e-03 
-2.04730551326812e-02, -2.70492920542218e-02, -3.82560057368987e-03 
-1.22838330796087e-02, -1.71859120480719e-02, -1.93523160709978e-03 
-4.09461102653625e-03, -5.00815209449836e-03, -6.59659042737715e-04 
4.09461102653619e-03, 5.00815209449828e-03, 6.59659042737704e-04 
1.22838330796087e-02, 1.40356399548524e-02, 1.47351877564643e-03 
2.04730551326811e-02, 2.41998393154240e-02, 1.63229512303411e-03 
2.86622771857536e-02, 3.29119740844436e-02, 2.91624759572324e-03 
3.68514992388260e-02, 3.95233245976587e-02, 5.31073528114431e-03 
4.50407212918985e-02, 4.60220419329015e-02, 6.65994057626629e-03 
5.32299433449710e-02, 5.30382935159076e-02, 7.94515985208242e-03 
6.14191653980434e-02, 6.29136666191202e-02, 9.18062539963683e-03 
6.96083874511159e-02, 7.75830858067281e-02, 1.06050992697566e-02 
7.77976095041883e-02, 9.28608367387908e-02, 1.23554933473271e-02 
8.59868315572608e-02, 1.01752338214850e-01, 1.52626434713717e-02 
9.41760536103332e-02, 1.12396895562358e-01, 1.84480315717787e-02 
1.02365275663406e-01, 1.21694296856545e-01, 1.97144230535345e-02 
1.10554497716478e-01, 1.31924933490493e-01, 2.19540623623390e-02 
1.18743719769551e-01, 1.45077519493278e-01, 2.48167889350309e-02 
1.26932941822623e-01, 1.65204435355911e-01, 2.75347536793518e-02 
1.35122163875696e-01, 1.81057980535297e-01, 3.20073013601299e-02 
1.43311385928768e-01, 1.92915605760617e-01, 3.74480655917682e-02 
1.51500607981840e-01, 2.02606863228901e-01, 4.09044980947140e-02 
1.59689830034913e-01, 2.13562906060650e-01, 4.39149881495352e-02 
1.67879052087985e-01, 2.31307471708338e-01, 4.78705032538397e-02 
1.76068274141058e-01, 2.62703218580425e-01, 5.64098170602105e-02 
1.84257496194130e-01, 2.96756279290861e-01, 6.61494907672419e-02 
1.92446718247203e-01, 3.16685962667499e-01, 7.10218068081293e-02 
2.00635940300275e-01, 3.39895180982829e-01, 7.81575321491987e-02 
2.08825162353348e-01, 3.72578284730744e-01, 9.07737640272684e-02 
2.17014384406420e-01, 4.19473181490156e-01, 1.07079088198786e-01 
2.25203606459493e-01, 4.71159346518408e-01, 1.24822329362093e-01 
2.33392828512565e-01, 5.03250312176895e-01, 1.40303078114683e-01 
2.41582050565637e-01, 5.43133324453610e-01, 1.56910199898095e-01 
2.49771272618710e-01, 5.95737479795841e-01, 1.76065186083359e-01 
