Strain, Fz 
-1.37182155816118e-01, -1.98831966869468e-01 
-1.34410799132964e-01, -1.84629715874116e-01 
-1.31639442449810e-01, -1.65979468841921e-01 
-1.28868085766656e-01, -1.51893598167590e-01 
-1.26096729083502e-01, -1.42085862605005e-01 
-1.23325372400348e-01, -1.31446802225448e-01 
-1.20554015717194e-01, -1.19792703571872e-01 
-1.17782659034040e-01, -1.06170391633370e-01 
-1.15011302350887e-01, -9.81496986378313e-02 
-1.12239945667733e-01, -9.13865877145158e-02 
-1.09468588984579e-01, -8.62029965439995e-02 
-1.06697232301425e-01, -8.22964043221266e-02 
-1.03925875618271e-01, -7.83741866286687e-02 
-1.01154518935117e-01, -7.40788475706820e-02 
-9.83831622519632e-02, -6.98255652315689e-02 
-9.56118055688093e-02, -6.51288520052855e-02 
-9.28404488856554e-02, -6.04637783619780e-02 
-9.00690922025015e-02, -5.61385105707572e-02 
-8.72977355193476e-02, -5.24369964218314e-02 
-8.45263788361937e-02, -4.88926097807697e-02 
-8.17550221530398e-02, -4.56851419538086e-02 
-7.89836654698859e-02, -4.27288567329147e-02 
-7.62123087867320e-02, -4.00588557024813e-02 
-7.34409521035782e-02, -3.74651953303255e-02 
-7.06695954204243e-02, -3.56080368050380e-02 
-6.78982387372704e-02, -3.38031863218761e-02 
-6.51268820541165e-02, -3.19338940149299e-02 
-6.23555253709626e-02, -2.98004873199607e-02 
-5.95841686878087e-02, -2.76678779521176e-02 
-5.68128120046548e-02, -2.54170527012309e-02 
-5.40414553215009e-02, -2.30453796548788e-02 
-5.12700986383470e-02, -2.12377485430545e-02 
-4.84987419551931e-02, -1.94930188501644e-02 
-4.57273852720392e-02, -1.78410342049422e-02 
-4.29560285888854e-02, -1.65657566649346e-02 
-4.01846719057314e-02, -1.53060235590379e-02 
-3.74133152225776e-02, -1.40477749350276e-02 
-3.46419585394237e-02, -1.27912305756219e-02 
-3.18706018562698e-02, -1.15657756045924e-02 
-2.90992451731159e-02, -1.04464324518392e-02 
-2.63278884899620e-02, -9.32708929908588e-03 
-2.35565318068081e-02, -8.17515431996995e-03 
-2.07851751236542e-02, -6.97754041863340e-03 
-1.80138184405003e-02, -5.68609682546721e-03 
-1.52424617573464e-02, -4.45557625620687e-03 
-1.24711050741925e-02, -3.35524466178035e-03 
-9.69974839103864e-03, -2.44403617646394e-03 
-6.92839170788474e-03, -1.60403895406971e-03 
-4.15703502473085e-03, -9.34304924107364e-04 
-1.38567834157698e-03, -2.80904714893339e-04 
1.38567834157692e-03, 2.80904714893326e-04 
4.15703502473084e-03, 8.40714076603580e-04 
6.92839170788473e-03, 1.38798707405335e-03 
9.69974839103862e-03, 1.92647249717787e-03 
1.24711050741925e-02, 2.50709049909579e-03 
1.52424617573464e-02, 3.11625830679680e-03 
1.80138184405003e-02, 3.83026215089418e-03 
2.07851751236542e-02, 4.58211747274870e-03 
2.35565318068081e-02, 5.63476839729676e-03 
2.63278884899620e-02, 6.76643302377169e-03 
2.90992451731158e-02, 7.77636316933936e-03 
3.18706018562697e-02, 8.88190419961729e-03 
3.46419585394236e-02, 1.00457438316764e-02 
3.74133152225775e-02, 1.13119857901382e-02 
4.01846719057314e-02, 1.25087760825879e-02 
4.29560285888853e-02, 1.33415597263438e-02 
4.57273852720392e-02, 1.42218343323186e-02 
4.84987419551931e-02, 1.51001061289115e-02 
5.12700986383470e-02, 1.59542779610612e-02 
5.40414553215009e-02, 1.68084497932110e-02 
5.68128120046548e-02, 1.76970566628014e-02 
5.95841686878087e-02, 1.86422078399405e-02 
6.23555253709626e-02, 1.95876328620233e-02 
6.51268820541164e-02, 2.05789014098784e-02 
6.78982387372703e-02, 2.16888795899156e-02 
7.06695954204242e-02, 2.29242234960709e-02 
7.34409521035781e-02, 2.45540962156579e-02 
7.62123087867320e-02, 2.62271107198064e-02 
7.89836654698859e-02, 2.84010802518569e-02 
8.17550221530398e-02, 3.05882662088796e-02 
8.45263788361937e-02, 3.26005123555818e-02 
8.72977355193476e-02, 3.44951994081857e-02 
9.00690922025015e-02, 3.63434848930260e-02 
9.28404488856553e-02, 3.80155733874397e-02 
9.56118055688093e-02, 3.97972574808038e-02 
9.83831622519631e-02, 4.28999883338092e-02 
1.01154518935117e-01, 4.60544277199848e-02 
1.03925875618271e-01, 5.09527503662251e-02 
1.06697232301425e-01, 5.65467684471742e-02 
1.09468588984579e-01, 6.12202301826554e-02 
1.12239945667733e-01, 6.55873450060941e-02 
1.15011302350887e-01, 6.89427896603647e-02 
1.17782659034040e-01, 7.26029930137920e-02 
1.20554015717194e-01, 7.66754876089502e-02 
1.23325372400348e-01, 8.11731566818310e-02 
1.26096729083502e-01, 8.53978820145073e-02 
1.28868085766656e-01, 8.95824212744850e-02 
1.31639442449810e-01, 9.48433939798079e-02 
1.34410799132964e-01, 1.01054262245261e-01 
1.37182155816118e-01, 1.08597469691809e-01 
