Strain, Fz 
-9.86571326752509e-02, -1.79174335283120e-01 
-9.66640592878722e-02, -1.67666326118570e-01 
-9.46709859004933e-02, -1.54206816519880e-01 
-9.26779125131145e-02, -1.43912737758300e-01 
-9.06848391257357e-02, -1.38581464077055e-01 
-8.86917657383569e-02, -1.32728798147440e-01 
-8.66986923509781e-02, -1.27574348921333e-01 
-8.47056189635993e-02, -1.22096392476601e-01 
-8.27125455762205e-02, -1.13934136157937e-01 
-8.07194721888417e-02, -1.04452422799576e-01 
-7.87263988014629e-02, -9.58853115280809e-02 
-7.67333254140841e-02, -8.89214331795268e-02 
-7.47402520267053e-02, -8.50589146883150e-02 
-7.27471786393265e-02, -8.13433182311521e-02 
-7.07541052519476e-02, -7.76260912053666e-02 
-6.87610318645688e-02, -7.42723923982781e-02 
-6.67679584771900e-02, -7.06297329565116e-02 
-6.47748850898112e-02, -6.60705691281783e-02 
-6.27818117024324e-02, -6.15145423448275e-02 
-6.07887383150536e-02, -5.75218012431933e-02 
-5.87956649276748e-02, -5.37192684157963e-02 
-5.68025915402960e-02, -5.06309031775296e-02 
-5.48095181529172e-02, -4.83003891878322e-02 
-5.28164447655384e-02, -4.59889438904994e-02 
-5.08233713781596e-02, -4.36424132483482e-02 
-4.88302979907808e-02, -4.13544889749514e-02 
-4.68372246034020e-02, -3.92386353958540e-02 
-4.48441512160232e-02, -3.70792282499966e-02 
-4.28510778286444e-02, -3.49031832624745e-02 
-4.08580044412656e-02, -3.22376018540200e-02 
-3.88649310538867e-02, -2.93803835212807e-02 
-3.68718576665079e-02, -2.65080875652854e-02 
-3.48787842791291e-02, -2.36176287879857e-02 
-3.28857108917503e-02, -2.18623892206550e-02 
-3.08926375043715e-02, -2.03642060702196e-02 
-2.88995641169927e-02, -1.84521808936446e-02 
-2.69064907296139e-02, -1.65724126336480e-02 
-2.49134173422351e-02, -1.47777284431563e-02 
-2.29203439548563e-02, -1.30706735777288e-02 
-2.09272705674775e-02, -1.13623833291035e-02 
-1.89341971800987e-02, -1.03950118286142e-02 
-1.69411237927199e-02, -9.42885584630436e-03 
-1.49480504053411e-02, -8.46001428330934e-03 
-1.29549770179623e-02, -7.52268823190910e-03 
-1.09619036305834e-02, -6.66362536613920e-03 
-8.96883024320464e-03, -5.72341140294580e-03 
-6.97575685582583e-03, -4.77753671684920e-03 
-4.98268346844703e-03, -3.83140104145855e-03 
-2.98961008106823e-03, -2.51648845541109e-03 
-9.96536693689416e-04, -8.40529302158493e-04 
9.96536693689384e-04, 8.40529302158465e-04 
2.98961008106821e-03, 2.56788362022798e-03 
4.98268346844701e-03, 3.86513825551591e-03 
6.97575685582583e-03, 4.75943606368797e-03 
8.96883024320463e-03, 5.65373387186003e-03 
1.09619036305834e-02, 6.69528245767832e-03 
1.29549770179622e-02, 7.77745550451367e-03 
1.49480504053410e-02, 8.86119010748329e-03 
1.69411237927198e-02, 1.00338496290310e-02 
1.89341971800987e-02, 1.12273164266794e-02 
2.09272705674775e-02, 1.23553935368380e-02 
2.29203439548563e-02, 1.34678891978261e-02 
2.49134173422351e-02, 1.45469598982534e-02 
2.69064907296139e-02, 1.55849469112357e-02 
2.88995641169927e-02, 1.65388269069732e-02 
3.08926375043715e-02, 1.74802336082759e-02 
3.28857108917503e-02, 1.84192312036743e-02 
3.48787842791291e-02, 1.97357768782049e-02 
3.68718576665079e-02, 2.11066589484549e-02 
3.88649310538867e-02, 2.25711501359478e-02 
4.08580044412655e-02, 2.40733144820965e-02 
4.28510778286443e-02, 2.55777679766963e-02 
4.48441512160232e-02, 2.69829238212173e-02 
4.68372246034020e-02, 2.81748751927693e-02 
4.88302979907808e-02, 2.93876645280068e-02 
5.08233713781596e-02, 3.05702827167335e-02 
5.28164447655384e-02, 3.17599428477440e-02 
5.48095181529172e-02, 3.33452586078467e-02 
5.68025915402960e-02, 3.56364319335433e-02 
5.87956649276748e-02, 3.91472548089214e-02 
6.07887383150536e-02, 4.29631139155226e-02 
6.27818117024324e-02, 4.63543570769393e-02 
6.47748850898112e-02, 4.93628016405655e-02 
6.67679584771900e-02, 5.23284928538752e-02 
6.87610318645688e-02, 5.45981105343060e-02 
7.07541052519476e-02, 5.68677282147369e-02 
7.27471786393264e-02, 5.92116921102705e-02 
7.47402520267053e-02, 6.16477738269361e-02 
7.67333254140841e-02, 6.41805791602454e-02 
7.87263988014629e-02, 6.68333616616433e-02 
8.07194721888417e-02, 6.95370406044457e-02 
8.27125455762205e-02, 7.23399807150830e-02 
8.47056189635993e-02, 7.52981393264259e-02 
8.66986923509781e-02, 7.83258324427890e-02 
8.86917657383569e-02, 8.16671330064346e-02 
9.06848391257357e-02, 8.63392607202590e-02 
9.26779125131145e-02, 9.37342079308062e-02 
9.46709859004933e-02, 1.00016736073648e-01 
9.66640592878721e-02, 1.04936473225954e-01 
9.86571326752509e-02, 1.11146231550504e-01 
