Strain, Tz 
-1.16402596400517e-01, -5.17128278249002e+00 
-1.14051028796466e-01, -4.87688292858940e+00 
-1.11699461192415e-01, -4.40786906799774e+00 
-1.09347893588364e-01, -4.05157825865330e+00 
-1.06996325984314e-01, -3.84442455520849e+00 
-1.04644758380263e-01, -3.59445331084853e+00 
-1.02293190776212e-01, -3.30464140454577e+00 
-9.99416231721611e-02, -3.05307075942008e+00 
-9.75900555681102e-02, -2.79160077997678e+00 
-9.52384879640594e-02, -2.57069713901609e+00 
-9.28869203600085e-02, -2.37531905697425e+00 
-9.05353527559577e-02, -2.19690275716848e+00 
-8.81837851519068e-02, -2.06514761016385e+00 
-8.58322175478560e-02, -1.94503096855497e+00 
-8.34806499438051e-02, -1.81436568985037e+00 
-8.11290823397543e-02, -1.68889054347307e+00 
-7.87775147357034e-02, -1.54934421478389e+00 
-7.64259471316526e-02, -1.41399355699973e+00 
-7.40743795276017e-02, -1.29399404457283e+00 
-7.17228119235509e-02, -1.19364849354107e+00 
-6.93712443195000e-02, -1.09656470191774e+00 
-6.70196767154492e-02, -1.02152878908140e+00 
-6.46681091113984e-02, -9.43380153135598e-01 
-6.23165415073475e-02, -8.70056724728248e-01 
-5.99649739032967e-02, -8.08044918335402e-01 
-5.76134062992458e-02, -7.51444549812508e-01 
-5.52618386951950e-02, -6.97655656531611e-01 
-5.29102710911441e-02, -6.59497998685797e-01 
-5.05587034870933e-02, -6.23505839283863e-01 
-4.82071358830424e-02, -5.87677811060105e-01 
-4.58555682789916e-02, -5.52895564148283e-01 
-4.35040006749407e-02, -5.18999164191504e-01 
-4.11524330708899e-02, -4.85263856591307e-01 
-3.88008654668390e-02, -4.52424875163016e-01 
-3.64492978627882e-02, -4.21148765970958e-01 
-3.40977302587373e-02, -3.90899236088178e-01 
-3.17461626546865e-02, -3.63220850716977e-01 
-2.93945950506356e-02, -3.34711240240502e-01 
-2.70430274465848e-02, -3.05990885819003e-01 
-2.46914598425339e-02, -2.77389269727528e-01 
-2.23398922384831e-02, -2.48504199678705e-01 
-1.99883246344322e-02, -2.20996686583453e-01 
-1.76367570303814e-02, -1.95716812488393e-01 
-1.52851894263305e-02, -1.69990884349780e-01 
-1.29336218222797e-02, -1.46036940847390e-01 
-1.05820542182288e-02, -1.23815189016552e-01 
-8.23048661417799e-03, -9.51687279657207e-02 
-5.87891901012712e-03, -6.61739731809821e-02 
-3.52735140607629e-03, -3.83544024629004e-02 
-1.17578380202545e-03, -1.27427838292934e-02 
1.17578380202542e-03, 1.27427838292931e-02 
3.52735140607627e-03, 3.19749298746285e-02 
5.87891901012711e-03, 5.05230844562331e-02 
8.23048661417795e-03, 6.92461310154405e-02 
1.05820542182288e-02, 8.85095372693479e-02 
1.29336218222797e-02, 1.07758942935412e-01 
1.52851894263305e-02, 1.28953735711166e-01 
1.76367570303814e-02, 1.51482076948964e-01 
1.99883246344322e-02, 1.74463797679481e-01 
2.23398922384830e-02, 1.97824517537398e-01 
2.46914598425339e-02, 2.23385212484972e-01 
2.70430274465848e-02, 2.51176501096766e-01 
2.93945950506356e-02, 2.85752282497723e-01 
3.17461626546864e-02, 3.22002229302279e-01 
3.40977302587373e-02, 3.62894191387052e-01 
3.64492978627881e-02, 4.06373284002455e-01 
3.88008654668390e-02, 4.51145108151558e-01 
4.11524330708898e-02, 4.94441741604137e-01 
4.35040006749407e-02, 5.35033636547866e-01 
4.58555682789915e-02, 5.72592005400169e-01 
4.82071358830424e-02, 6.08248714243613e-01 
5.05587034870932e-02, 6.43104913343658e-01 
5.29102710911441e-02, 6.78058100935456e-01 
5.52618386951949e-02, 7.17031897099893e-01 
5.76134062992458e-02, 7.56551650961984e-01 
5.99649739032966e-02, 8.02945425234478e-01 
6.23165415073475e-02, 8.54011563504287e-01 
6.46681091113983e-02, 8.99136933063630e-01 
6.70196767154492e-02, 9.42092382708104e-01 
6.93712443195000e-02, 9.87248537827512e-01 
7.17228119235509e-02, 1.03102202006649e+00 
7.40743795276017e-02, 1.08317153696649e+00 
7.64259471316525e-02, 1.14261482088609e+00 
7.87775147357034e-02, 1.22136628260907e+00 
8.11290823397543e-02, 1.33794319851550e+00 
8.34806499438051e-02, 1.48562928811083e+00 
8.58322175478559e-02, 1.67014339283918e+00 
8.81837851519068e-02, 1.83560736859970e+00 
9.05353527559576e-02, 1.96707063900862e+00 
9.28869203600085e-02, 2.08143384758200e+00 
9.52384879640593e-02, 2.17915645470201e+00 
9.75900555681102e-02, 2.27789479235216e+00 
9.99416231721610e-02, 2.37602470061696e+00 
1.02293190776212e-01, 2.48745437799842e+00 
1.04644758380263e-01, 2.61518015166317e+00 
1.06996325984314e-01, 2.83146950174023e+00 
1.09347893588364e-01, 3.14454531823204e+00 
1.11699461192415e-01, 3.43164563948873e+00 
1.14051028796466e-01, 3.59154186445206e+00 
1.16402596400517e-01, 3.76324153914912e+00 
