Strain, Fz 
-1.16402596400517e-01, -4.30391903523132e-01 
-1.14051028796466e-01, -4.05889798562589e-01 
-1.11699461192415e-01, -3.66855041282969e-01 
-1.09347893588364e-01, -3.37201919206416e-01 
-1.06996325984314e-01, -3.19961075783704e-01 
-1.04644758380263e-01, -2.99156644037984e-01 
-1.02293190776212e-01, -2.75036381568552e-01 
-9.99416231721611e-02, -2.54098836015482e-01 
-9.75900555681102e-02, -2.32337395595362e-01 
-9.52384879640594e-02, -2.13952181998034e-01 
-9.28869203600085e-02, -1.97691391750513e-01 
-9.05353527559577e-02, -1.82842284841688e-01 
-8.81837851519068e-02, -1.71876659695390e-01 
-8.58322175478560e-02, -1.61879675929215e-01 
-8.34806499438051e-02, -1.51004757578884e-01 
-8.11290823397543e-02, -1.40561799928796e-01 
-7.87775147357034e-02, -1.28947735767083e-01 
-7.64259471316526e-02, -1.17682865966484e-01 
-7.40743795276017e-02, -1.07695630545877e-01 
-7.17228119235509e-02, -9.93441412664908e-02 
-6.93712443195000e-02, -9.12641194159184e-02 
-6.70196767154492e-02, -8.50190829875148e-02 
-6.46681091113984e-02, -7.85149830190623e-02 
-6.23165415073475e-02, -7.24124720459753e-02 
-5.99649739032967e-02, -6.72513968317760e-02 
-5.76134062992458e-02, -6.25407009806105e-02 
-5.52618386951950e-02, -5.80639966228533e-02 
-5.29102710911441e-02, -5.48882377860224e-02 
-5.05587034870933e-02, -5.18927075378299e-02 
-4.82071358830424e-02, -4.89108374844427e-02 
-4.58555682789916e-02, -4.60160049860384e-02 
-4.35040006749407e-02, -4.31948991379156e-02 
-4.11524330708899e-02, -4.03872005716817e-02 
-3.88008654668390e-02, -3.76541008126549e-02 
-3.64492978627882e-02, -3.50510746900947e-02 
-3.40977302587373e-02, -3.25334879916816e-02 
-3.17461626546865e-02, -3.02298907088771e-02 
-2.93945950506356e-02, -2.78571128048683e-02 
-2.70430274465848e-02, -2.54667952513239e-02 
-2.46914598425339e-02, -2.30863599683939e-02 
-2.23398922384831e-02, -2.06823335779195e-02 
-1.99883246344322e-02, -1.83929575332870e-02 
-1.76367570303814e-02, -1.62889818680153e-02 
-1.52851894263305e-02, -1.41478823290445e-02 
-1.29336218222797e-02, -1.21542602869880e-02 
-1.05820542182288e-02, -1.03048038808373e-02 
-8.23048661417799e-03, -7.92063627302142e-03 
-5.87891901012712e-03, -5.50748111812555e-03 
-3.52735140607629e-03, -3.19213336010056e-03 
-1.17578380202545e-03, -1.06054749259575e-03 
1.17578380202542e-03, 1.06054749259572e-03 
3.52735140607627e-03, 2.66118708115467e-03 
5.87891901012711e-03, 4.20489990696425e-03 
8.23048661417795e-03, 5.76316851986137e-03 
1.05820542182288e-02, 7.36640981117720e-03 
1.29336218222797e-02, 8.96848587136843e-03 
1.52851894263305e-02, 1.07324712481539e-02 
1.76367570303814e-02, 1.26074442628545e-02 
1.99883246344322e-02, 1.45201508286095e-02 
2.23398922384830e-02, 1.64644004684403e-02 
2.46914598425339e-02, 1.85917480950505e-02 
2.70430274465848e-02, 2.09047420097309e-02 
2.93945950506356e-02, 2.37823909411228e-02 
3.17461626546864e-02, 2.67993761388096e-02 
3.40977302587373e-02, 3.02027037348276e-02 
3.64492978627881e-02, 3.38213512196575e-02 
3.88008654668390e-02, 3.75475892596622e-02 
4.11524330708898e-02, 4.11510511610100e-02 
4.35040006749407e-02, 4.45294049790602e-02 
4.58555682789915e-02, 4.76552866110415e-02 
4.82071358830424e-02, 5.06228982149674e-02 
5.05587034870932e-02, 5.35238855543266e-02 
5.29102710911441e-02, 5.64329449839855e-02 
5.52618386951949e-02, 5.96766288095019e-02 
5.76134062992458e-02, 6.29657512201083e-02 
5.99649739032966e-02, 6.68269797896175e-02 
6.23165415073475e-02, 7.10770765992403e-02 
6.46681091113983e-02, 7.48327392691667e-02 
6.70196767154492e-02, 7.84078053633622e-02 
6.93712443195000e-02, 8.21660302323317e-02 
7.17228119235509e-02, 8.58091789706794e-02 
7.40743795276017e-02, 9.01494424585714e-02 
7.64259471316525e-02, 9.50967464823327e-02 
7.87775147357034e-02, 1.01651018012590e-01 
8.11290823397543e-02, 1.11353399965809e-01 
8.34806499438051e-02, 1.23644914450387e-01 
8.58322175478559e-02, 1.39001525198845e-01 
8.81837851519068e-02, 1.52772645148658e-01 
9.05353527559576e-02, 1.63713978193962e-01 
9.28869203600085e-02, 1.73232119262861e-01 
9.52384879640593e-02, 1.81365308002420e-01 
9.75900555681102e-02, 1.89583033251531e-01 
9.99416231721610e-02, 1.97750120565658e-01 
1.02293190776212e-01, 2.07024111753988e-01 
1.04644758380263e-01, 2.17654383036517e-01 
1.06996325984314e-01, 2.35655561662185e-01 
1.09347893588364e-01, 2.61712016564093e-01 
1.11699461192415e-01, 2.85606601131421e-01 
1.14051028796466e-01, 2.98914332215311e-01 
1.16402596400517e-01, 3.13204432551226e-01 
