Strain, Tz 
-9.86571326752509e-02, -1.77941732899326e+00 
-9.66640592878722e-02, -1.66512891320394e+00 
-9.46709859004933e-02, -1.53145974355519e+00 
-9.26779125131145e-02, -1.42922712131366e+00 
-9.06848391257357e-02, -1.37628114130473e+00 
-8.86917657383569e-02, -1.31815710719288e+00 
-8.66986923509781e-02, -1.26696720736789e+00 
-8.47056189635993e-02, -1.21256449054004e+00 
-8.27125455762205e-02, -1.13150343726941e+00 
-8.07194721888417e-02, -1.03733858362698e+00 
-7.87263988014629e-02, -9.52256832204131e-01 
-7.67333254140841e-02, -8.83097118058477e-01 
-7.47402520267053e-02, -8.44737649187230e-01 
-7.27471786393265e-02, -8.07837293380276e-01 
-7.07541052519476e-02, -7.70920744059565e-01 
-6.87610318645688e-02, -7.37614468559072e-01 
-6.67679584771900e-02, -7.01438465315873e-01 
-6.47748850898112e-02, -6.56160467721873e-01 
-6.27818117024324e-02, -6.10913624769497e-01 
-6.07887383150536e-02, -5.71260888258963e-01 
-5.87956649276748e-02, -5.33497149404041e-01 
-5.68025915402960e-02, -5.02825956375483e-01 
-5.48095181529172e-02, -4.79681140617266e-01 
-5.28164447655384e-02, -4.56725699981224e-01 
-5.08233713781596e-02, -4.33421819539532e-01 
-4.88302979907808e-02, -4.10699971050051e-01 
-4.68372246034020e-02, -3.89686992163821e-01 
-4.48441512160232e-02, -3.68241473810878e-01 
-4.28510778286444e-02, -3.46630721616110e-01 
-4.08580044412656e-02, -3.20158282119955e-01 
-3.88649310538867e-02, -2.91782656749503e-01 
-3.68718576665079e-02, -2.63257292388479e-01 
-3.48787842791291e-02, -2.34551549297870e-01 
-3.28857108917503e-02, -2.17119902640956e-01 
-3.08926375043715e-02, -2.02241136350695e-01 
-2.88995641169927e-02, -1.83252419427075e-01 
-2.69064907296139e-02, -1.64584052604092e-01 
-2.49134173422351e-02, -1.46760673247974e-01 
-2.29203439548563e-02, -1.29807558817360e-01 
-2.09272705674775e-02, -1.12842175541062e-01 
-1.89341971800987e-02, -1.03235009376194e-01 
-1.69411237927199e-02, -9.36399147734082e-02 
-1.49480504053411e-02, -8.40181491141795e-02 
-1.29549770179623e-02, -7.47093705095712e-02 
-1.09619036305834e-02, -6.61778397653375e-02 
-8.96883024320464e-03, -5.68403807122642e-02 
-6.97575685582583e-03, -4.74467038509167e-02 
-4.98268346844703e-03, -3.80504350509873e-02 
-2.98961008106823e-03, -2.49917665869630e-02 
-9.96536693689416e-04, -8.34747009622836e-03 
9.96536693689384e-04, 8.34747009622808e-03 
2.98961008106821e-03, 2.55021825835238e-02 
4.98268346844701e-03, 3.83854862916171e-02 
6.97575685582583e-03, 4.72669425260021e-02 
8.96883024320463e-03, 5.61483987603871e-02 
1.09619036305834e-02, 6.64922328796260e-02 
1.29549770179622e-02, 7.72395169114908e-02 
1.49480504053410e-02, 8.80023090798369e-02 
1.69411237927198e-02, 9.96482329804546e-02 
1.89341971800987e-02, 1.11500798237404e-01 
2.09272705674775e-02, 1.22703965002805e-01 
2.29203439548563e-02, 1.33752389178422e-01 
2.49134173422351e-02, 1.44468863167374e-01 
2.69064907296139e-02, 1.54777326571198e-01 
2.88995641169927e-02, 1.64250505815945e-01 
3.08926375043715e-02, 1.73599810197521e-01 
3.28857108917503e-02, 1.82925189250803e-01 
3.48787842791291e-02, 1.96000076253838e-01 
3.68718576665079e-02, 2.09614589224987e-01 
3.88649310538867e-02, 2.24158753672787e-01 
4.08580044412655e-02, 2.39077058039923e-01 
4.28510778286443e-02, 2.54018096413109e-01 
4.48441512160232e-02, 2.67972989315186e-01 
4.68372246034020e-02, 2.79810504562588e-01 
4.88302979907808e-02, 2.91854965931064e-01 
5.08233713781596e-02, 3.03599791412222e-01 
5.28164447655384e-02, 3.15414551876591e-01 
5.48095181529172e-02, 3.31158650109161e-01 
5.68025915402960e-02, 3.53912765608066e-01 
5.87956649276748e-02, 3.88779472681946e-01 
6.07887383150536e-02, 4.26675557567953e-01 
6.27818117024324e-02, 4.60354693805403e-01 
6.47748850898112e-02, 4.90232178107902e-01 
6.67679584771900e-02, 5.19685070058457e-01 
6.87610318645688e-02, 5.42225111992290e-01 
7.07541052519476e-02, 5.64765153926123e-01 
7.27471786393264e-02, 5.88043543477039e-01 
7.47402520267053e-02, 6.12236774134928e-01 
7.67333254140841e-02, 6.37390587006262e-01 
7.87263988014629e-02, 6.63735917913049e-01 
8.07194721888417e-02, 6.90586711891186e-01 
8.27125455762205e-02, 7.18423289027735e-01 
8.47056189635993e-02, 7.47801373152432e-01 
8.66986923509781e-02, 7.77870018807610e-01 
8.86917657383569e-02, 8.11053164791833e-01 
9.06848391257357e-02, 8.57453030063341e-01 
9.26779125131145e-02, 9.30893778107114e-01 
9.46709859004933e-02, 9.93286862638975e-01 
9.66640592878721e-02, 1.04214578838341e+00 
9.86571326752509e-02, 1.10381618082050e+00 
