Strain, Tx, Tz 
-2.91572302814654e-01, -1.04574482595989e+00, 4.04593434492201e-02 
-2.85681953262843e-01, -9.49057459564083e-01, 2.07626493660854e-02 
-2.79791603711031e-01, -8.85237381265725e-01, 3.84663122035471e-03 
-2.73901254159220e-01, -8.33252028840376e-01, -5.96408307734731e-03 
-2.68010904607409e-01, -7.62980601125696e-01, -2.23087536013029e-02 
-2.62120555055598e-01, -7.07156387206942e-01, -3.46419907870760e-02 
-2.56230205503787e-01, -6.46929102615355e-01, -4.52482800304234e-02 
-2.50339855951975e-01, -5.72674167901285e-01, -5.65082494617135e-02 
-2.44449506400164e-01, -5.30864954034426e-01, -6.26947157794917e-02 
-2.38559156848353e-01, -5.01769992683048e-01, -6.73268697432302e-02 
-2.32668807296542e-01, -4.73391996897088e-01, -7.26456667488414e-02 
-2.26778457744731e-01, -4.45429592052516e-01, -7.63724308097151e-02 
-2.20888108192920e-01, -4.19946768970224e-01, -7.66025678102124e-02 
-2.14997758641108e-01, -3.91347505409094e-01, -7.51827056733135e-02 
-2.09107409089297e-01, -3.59602059833115e-01, -7.53781233840610e-02 
-2.03217059537486e-01, -3.36811277418819e-01, -7.72210829420310e-02 
-1.97326709985675e-01, -3.18123248137767e-01, -7.83011467553660e-02 
-1.91436360433864e-01, -2.98636034915929e-01, -7.79724614900669e-02 
-1.85546010882052e-01, -2.78776167009704e-01, -7.57672005103721e-02 
-1.79655661330241e-01, -2.59192898870048e-01, -7.37078126265576e-02 
-1.73765311778430e-01, -2.38002125369030e-01, -7.35624481464281e-02 
-1.67874962226619e-01, -2.22199283175237e-01, -7.17962398906877e-02 
-1.61984612674808e-01, -2.12349187433685e-01, -6.85181442032969e-02 
-1.56094263122996e-01, -2.01639963524359e-01, -6.73018244732945e-02 
-1.50203913571185e-01, -1.86795619964046e-01, -6.47940124831429e-02 
-1.44313564019374e-01, -1.70441412205771e-01, -5.97136090993437e-02 
-1.38423214467563e-01, -1.58214804348953e-01, -5.69982587479589e-02 
-1.32532864915752e-01, -1.47457841083953e-01, -5.53751785371401e-02 
-1.26642515363941e-01, -1.37768900849910e-01, -5.47021275080370e-02 
-1.20752165812129e-01, -1.29507523863439e-01, -5.42092440285301e-02 
-1.14861816260318e-01, -1.22222201167957e-01, -5.19341970153702e-02 
-1.08971466708507e-01, -1.12363091764468e-01, -4.72529342238267e-02 
-1.03081117156696e-01, -1.01940568762613e-01, -4.35544178121762e-02 
-9.71907676048846e-02, -9.25669351714872e-02, -4.24817398014620e-02 
-9.13004180530734e-02, -8.58163972389729e-02, -4.13117189480705e-02 
-8.54100685012622e-02, -8.17708167274020e-02, -3.93676322464013e-02 
-7.95197189494510e-02, -7.53174842480571e-02, -3.53626600585868e-02 
-7.36293693976399e-02, -6.82031803053942e-02, -3.10672220690995e-02 
-6.77390198458287e-02, -6.44979231461991e-02, -2.89319876222857e-02 
-6.18486702940175e-02, -5.92141314035899e-02, -2.81144377995215e-02 
-5.59583207422063e-02, -4.99092451685242e-02, -2.64911920748665e-02 
-5.00679711903951e-02, -4.44746951024357e-02, -2.28581822098258e-02 
-4.41776216385839e-02, -4.07982145602380e-02, -1.99056302399834e-02 
-3.82872720867727e-02, -3.42314809566932e-02, -1.79675818613314e-02 
-3.23969225349615e-02, -2.80314697122344e-02, -1.46301875438834e-02 
-2.65065729831504e-02, -2.57025024181371e-02, -1.07735705646246e-02 
-2.06162234313392e-02, -2.18951704982269e-02, -9.62777887499412e-03 
-1.47258738795280e-02, -1.66845386218371e-02, -8.47485743452320e-03 
-8.83552432771680e-03, -9.47100165702573e-03, -6.12486182657295e-03 
-2.94517477590564e-03, -2.52641429142396e-03, -1.83841327993877e-03 
2.94517477590556e-03, 2.52641429142388e-03, 1.83841327993874e-03 
8.83552432771676e-03, 5.18748548837887e-03, 2.70135165318487e-03 
1.47258738795280e-02, 7.82978827179704e-03, 4.97081514648892e-03 
2.06162234313391e-02, 1.15510556603897e-02, 8.03330945550828e-03 
2.65065729831503e-02, 1.57752069608347e-02, 1.06289329434514e-02 
3.23969225349615e-02, 1.91624601631099e-02, 1.27664088547887e-02 
3.82872720867727e-02, 2.37523446138809e-02, 1.39559675184260e-02 
4.41776216385839e-02, 2.93929237225232e-02, 1.66904320529258e-02 
5.00679711903951e-02, 3.52451640083305e-02, 1.99622370081924e-02 
5.59583207422063e-02, 4.02236349217418e-02, 2.15453073951626e-02 
6.18486702940175e-02, 4.55137953247704e-02, 2.37157370887199e-02 
6.77390198458286e-02, 5.08779118539811e-02, 2.75665393930156e-02 
7.36293693976398e-02, 5.60970181453385e-02, 3.00457823517534e-02 
7.95197189494510e-02, 6.36254591391701e-02, 3.05579423887730e-02 
