Strain, Tz 
-1.22406885869194e-01, -4.89379023730288e+00 
-1.19934019487998e-01, -4.50719482587424e+00 
-1.17461153106802e-01, -4.00089853190473e+00 
-1.14988286725606e-01, -3.57424855463607e+00 
-1.12515420344410e-01, -3.28001612450627e+00 
-1.10042553963215e-01, -3.06387798850661e+00 
-1.07569687582019e-01, -2.83085736767222e+00 
-1.05096821200823e-01, -2.59448421968131e+00 
-1.02623954819627e-01, -2.37447978266679e+00 
-1.00151088438431e-01, -2.16971034791342e+00 
-9.76782220572354e-02, -2.00861237663712e+00 
-9.52053556760395e-02, -1.86110594771435e+00 
-9.27324892948437e-02, -1.72202813927641e+00 
-9.02596229136478e-02, -1.63230350159830e+00 
-8.77867565324520e-02, -1.54433549679530e+00 
-8.53138901512562e-02, -1.46112131098336e+00 
-8.28410237700604e-02, -1.37910891120253e+00 
-8.03681573888645e-02, -1.30090646405327e+00 
-7.78952910076687e-02, -1.22602788653779e+00 
-7.54224246264729e-02, -1.15114930902231e+00 
-7.29495582452770e-02, -1.07031238651184e+00 
-7.04766918640812e-02, -9.87143489484735e-01 
-6.80038254828854e-02, -9.04451532131408e-01 
-6.55309591016895e-02, -8.43469596399856e-01 
-6.30580927204937e-02, -7.82855607869456e-01 
-6.05852263392979e-02, -7.33804315482171e-01 
-5.81123599581020e-02, -6.85935668265538e-01 
-5.56394935769062e-02, -6.42602609338288e-01 
-5.31666271957104e-02, -6.00428188768136e-01 
-5.06937608145146e-02, -5.57879728518678e-01 
-4.82208944333187e-02, -5.14352462329408e-01 
-4.57480280521229e-02, -4.72167307297968e-01 
-4.32751616709271e-02, -4.37879142218847e-01 
-4.08022952897312e-02, -4.03604887188751e-01 
-3.83294289085354e-02, -3.71086177154925e-01 
-3.58565625273396e-02, -3.39831271551555e-01 
-3.33836961461437e-02, -3.08134676432355e-01 
-3.09108297649479e-02, -2.82721623209272e-01 
-2.84379633837521e-02, -2.59001566907012e-01 
-2.59650970025562e-02, -2.34354395078137e-01 
-2.34922306213604e-02, -2.07995574073400e-01 
-2.10193642401646e-02, -1.81753131645268e-01 
-1.85464978589687e-02, -1.56849483970845e-01 
-1.60736314777729e-02, -1.32372323470959e-01 
-1.36007650965771e-02, -1.10382852467917e-01 
-1.11278987153813e-02, -9.02010210210314e-02 
-8.65503233418542e-03, -6.92809431818848e-02 
-6.18216595298959e-03, -4.87315869248281e-02 
-3.70929957179376e-03, -2.86420598997742e-02 
-1.23643319059793e-03, -9.55303652558249e-03 
1.23643319059790e-03, 9.55303652558228e-03 
3.70929957179375e-03, 2.51291268055049e-02 
6.18216595298957e-03, 3.73781325323624e-02 
8.65503233418540e-03, 4.95716250962292e-02 
1.11278987153812e-02, 6.16087874671704e-02 
1.36007650965771e-02, 7.36459498381117e-02 
1.60736314777729e-02, 9.17660806735165e-02 
1.85464978589687e-02, 1.10587115556976e-01 
2.10193642401645e-02, 1.30323531051960e-01 
2.34922306213604e-02, 1.50943151981894e-01 
2.59650970025562e-02, 1.71393637929726e-01 
2.84379633837520e-02, 1.85416598552970e-01 
3.09108297649479e-02, 1.99380692223161e-01 
3.33836961461437e-02, 2.12751936857068e-01 
3.58565625273395e-02, 2.25571978944642e-01 
3.83294289085354e-02, 2.36804107723865e-01 
4.08022952897312e-02, 2.48882329552732e-01 
4.32751616709270e-02, 2.63900811203771e-01 
4.57480280521229e-02, 2.79882059531961e-01 
4.82208944333187e-02, 2.97301763413492e-01 
5.06937608145145e-02, 3.20799487028661e-01 
5.31666271957104e-02, 3.45358630014445e-01 
5.56394935769062e-02, 3.70723704957512e-01 
5.81123599581020e-02, 3.95735159260360e-01 
6.05852263392978e-02, 4.21658821645121e-01 
6.30580927204937e-02, 4.45534876289468e-01 
6.55309591016895e-02, 4.80508449947929e-01 
6.80038254828853e-02, 5.21134067313591e-01 
7.04766918640812e-02, 5.62048355086974e-01 
7.29495582452770e-02, 6.03028723801695e-01 
7.54224246264729e-02, 6.38178192341768e-01 
7.78952910076687e-02, 6.69708808171230e-01 
8.03681573888645e-02, 7.01239424000691e-01 
8.28410237700603e-02, 7.32349617577436e-01 
8.53138901512562e-02, 7.63303079085845e-01 
8.77867565324520e-02, 7.99740419133403e-01 
9.02596229136478e-02, 8.49475791527662e-01 
9.27324892948437e-02, 9.06462133257059e-01 
9.52053556760395e-02, 9.70324023324806e-01 
9.76782220572353e-02, 1.04604202323914e+00 
1.00151088438431e-01, 1.13892653741193e+00 
1.02623954819627e-01, 1.23353691889563e+00 
1.05096821200823e-01, 1.33027999455060e+00 
1.07569687582019e-01, 1.42013612608421e+00 
1.10042553963214e-01, 1.50951397685638e+00 
1.12515420344410e-01, 1.60081679541735e+00 
1.14988286725606e-01, 1.72265596977856e+00 
1.17461153106802e-01, 1.83372288337409e+00 
1.19934019487998e-01, 1.92299488779814e+00 
1.22406885869194e-01, 2.07513266895036e+00 
