Strain, Tx, Tz 
-3.86216264157076e-01, -1.40846053079605e+00, 2.19835282303820e-01 
-3.78413915386226e-01, -1.24854187528806e+00, 1.79234857274901e-01 
-3.70611566615376e-01, -1.13810171353776e+00, 1.47086066605379e-01 
-3.62809217844526e-01, -1.01267057340483e+00, 1.10025546124252e-01 
-3.55006869073676e-01, -9.36764368055918e-01, 8.88283630600443e-02 
-3.47204520302826e-01, -8.76565893308716e-01, 7.20120487628367e-02 
-3.39402171531976e-01, -8.15627988991516e-01, 5.64782672245611e-02 
-3.31599822761126e-01, -7.44211125600246e-01, 3.99880715685146e-02 
-3.23797473990276e-01, -6.55587735573455e-01, 2.06926678812872e-02 
-3.15995125219426e-01, -5.79861432717012e-01, 5.07068508127388e-03 
-3.08192776448576e-01, -5.34903758516085e-01, -3.57615853915268e-03 
-3.00390427677726e-01, -4.99100262285064e-01, -1.16591235145972e-02 
-2.92588078906876e-01, -4.63266695048680e-01, -1.72280474450390e-02 
-2.84785730136026e-01, -4.31201965801147e-01, -2.35804732456133e-02 
-2.76983381365176e-01, -3.99706569137008e-01, -2.82316553651940e-02 
-2.69181032594326e-01, -3.65115382137335e-01, -2.96289696013953e-02 
-2.61378683823476e-01, -3.28443357241508e-01, -3.28779948076267e-02 
-2.53576335052626e-01, -2.97238095766512e-01, -3.72611213954620e-02 
-2.45773986281776e-01, -2.76466040607123e-01, -3.88082137737616e-02 
-2.37971637510926e-01, -2.58012288908477e-01, -3.88226607391317e-02 
-2.30169288740076e-01, -2.44198457006728e-01, -3.66908031919419e-02 
-2.22366939969226e-01, -2.31233999465122e-01, -3.37294823747800e-02 
-2.14564591198376e-01, -2.15706425927797e-01, -3.08684228856331e-02 
-2.06762242427526e-01, -1.94437861424661e-01, -3.25597293043855e-02 
-1.98959893656676e-01, -1.83117890146114e-01, -3.30983665688871e-02 
-1.91157544885826e-01, -1.74011099836498e-01, -3.20847715674040e-02 
-1.83355196114976e-01, -1.63022086249136e-01, -3.10179679731686e-02 
-1.75552847344126e-01, -1.49692402022812e-01, -2.95268882988555e-02 
-1.67750498573276e-01, -1.35896802802615e-01, -2.72266368245542e-02 
-1.59948149802426e-01, -1.24754172567562e-01, -2.72328651122094e-02 
-1.52145801031576e-01, -1.15617223471058e-01, -2.65592793493893e-02 
-1.44343452260725e-01, -1.07489439207435e-01, -2.21310057334347e-02 
-1.36541103489875e-01, -9.94111568660819e-02, -1.82075440370592e-02 
-1.28738754719025e-01, -9.17751305903244e-02, -1.91401804458660e-02 
-1.20936405948175e-01, -8.50972910677038e-02, -1.81714038040013e-02 
-1.13134057177325e-01, -7.76935489564967e-02, -1.40406505661486e-02 
-1.05331708406475e-01, -7.03310514109249e-02, -1.25018557485133e-02 
-9.75293596356253e-02, -6.53949428644009e-02, -1.16136194922202e-02 
-8.97270108647753e-02, -6.07305044377411e-02, -9.33260125618622e-03 
-8.19246620939253e-02, -5.55558770090005e-02, -8.52731798431201e-03 
-7.41223133230753e-02, -5.03378011153276e-02, -8.38238698547382e-03 
-6.63199645522252e-02, -4.57467074539494e-02, -7.77792555652938e-03 
-5.85176157813752e-02, -3.99269048826454e-02, -4.94030884525340e-03 
-5.07152670105252e-02, -3.40281648562376e-02, -3.48913837554901e-03 
-4.29129182396751e-02, -2.72324597740287e-02, -4.16808661003228e-03 
-3.51105694688251e-02, -2.12174785906272e-02, -4.59990688572383e-03 
-2.73082206979751e-02, -1.66142908244438e-02, -3.55441387323793e-03 
-1.95058719271251e-02, -1.24047971448519e-02, -2.24241195538840e-03 
-1.17035231562751e-02, -7.56470364479710e-03, -2.20887351506553e-03 
-3.90117438542498e-03, -2.77159420161107e-03, -9.06111694759136e-04 
3.90117438542504e-03, 2.77159420161110e-03, 9.06111694759136e-04 
1.17035231562750e-02, 9.06574382662525e-03, -2.08059120522420e-04 
1.95058719271250e-02, 1.48949556281621e-02, -8.32501334423831e-04 
2.73082206979751e-02, 1.86021544412117e-02, -6.91774065370052e-04 
3.51105694688251e-02, 2.12352038647105e-02, -3.26031193788755e-04 
4.29129182396752e-02, 2.49049876302797e-02, -2.07543641731873e-03 
5.07152670105252e-02, 3.54305730070786e-02, -2.65671783959729e-03 
5.85176157813751e-02, 4.23341958999085e-02, -2.18022853862909e-03 
6.63199645522252e-02, 4.64183516983421e-02, -2.66787692561282e-03 
7.41223133230753e-02, 4.98886272045494e-02, -3.79040150044711e-03 
8.19246620939253e-02, 5.57366961114385e-02, -5.74335133981293e-03 
8.97270108647753e-02, 6.42345596823934e-02, -8.19168073526835e-03 
9.75293596356254e-02, 7.36786157774830e-02, -1.08792735231519e-02 
1.05331708406475e-01, 8.19045635349303e-02, -1.25142026716630e-02 
1.13134057177325e-01, 8.79986858774226e-02, -1.33142401190328e-02 
1.20936405948175e-01, 9.32486148394002e-02, -1.49192643537146e-02 
1.28738754719025e-01, 9.92765620093226e-02, -1.64701851582942e-02 
1.36541103489875e-01, 1.10875217373745e-01, -1.94266378909969e-02 
1.44343452260726e-01, 1.23496282302573e-01, -2.27068138300874e-02 
1.52145801031575e-01, 1.33941813993132e-01, -2.52656985489344e-02 
1.59948149802426e-01, 1.45455125855577e-01, -2.76379344914564e-02 
1.67750498573276e-01, 1.56269581348310e-01, -3.00785751369608e-02 
1.75552847344126e-01, 1.63809929375972e-01, -3.33358087609764e-02 
1.83355196114976e-01, 1.76165570804239e-01, -3.74362822247080e-02 
1.91157544885826e-01, 2.00896569324093e-01, -4.20505474349577e-02 
1.98959893656676e-01, 2.22215251627428e-01, -4.58349871512662e-02 
2.06762242427526e-01, 2.41870506472938e-01, -4.86478110958449e-02 
2.14564591198376e-01, 2.68116561051201e-01, -4.81497325890945e-02 
2.22366939969226e-01, 2.92564828929664e-01, -4.83993823056077e-02 
2.30169288740076e-01, 3.17063368867219e-01, -4.91216301813177e-02 
2.37971637510926e-01, 3.44317088332945e-01, -4.81769650174358e-02 
2.45773986281776e-01, 3.68679842898444e-01, -4.75841455649493e-02 
2.53576335052626e-01, 3.97866821834994e-01, -4.87249380406729e-02 
2.61378683823476e-01, 4.49237629809728e-01, -4.68423150815717e-02 
2.69181032594326e-01, 5.20503348111896e-01, -4.21166900997294e-02 
2.76983381365176e-01, 5.72671447606288e-01, -3.69875469285762e-02 
