Strain, Tz 
-1.10100245856736e-01, -4.13920347496453e+00 
-1.07875998465691e-01, -3.79709351217445e+00 
-1.05651751074646e-01, -3.52110011260834e+00 
-1.03427503683601e-01, -3.15318228383153e+00 
-1.01203256292555e-01, -2.78921682497879e+00 
-9.89790089015102e-02, -2.44326509485992e+00 
-9.67547615104651e-02, -2.24925951522182e+00 
-9.45305141194199e-02, -2.06979940315023e+00 
-9.23062667283747e-02, -1.93983925176002e+00 
-9.00820193373296e-02, -1.81820353055314e+00 
-8.78577719462844e-02, -1.70112562009043e+00 
-8.56335245552392e-02, -1.60076022383356e+00 
-8.34092771641940e-02, -1.50821872640988e+00 
-8.11850297731489e-02, -1.41671147259151e+00 
-7.89607823821037e-02, -1.32545839144036e+00 
-7.67365349910585e-02, -1.24243873306213e+00 
-7.45122876000133e-02, -1.16772370807109e+00 
-7.22880402089682e-02, -1.09386001834700e+00 
-7.00637928179230e-02, -1.02108718851412e+00 
-6.78395454268778e-02, -9.48725539586008e-01 
-6.56152980358326e-02, -8.88837877655261e-01 
-6.33910506447875e-02, -8.37569092558218e-01 
-6.11668032537423e-02, -7.85895365656348e-01 
-5.89425558626971e-02, -7.35952054626273e-01 
-5.67183084716519e-02, -6.85304547341450e-01 
-5.44940610806068e-02, -6.23468000073097e-01 
-5.22698136895616e-02, -5.55803002468657e-01 
-5.00455662985164e-02, -4.92329147435886e-01 
-4.78213189074713e-02, -4.23891039206148e-01 
-4.55970715164261e-02, -3.68055242555020e-01 
-4.33728241253809e-02, -3.26373229234575e-01 
-4.11485767343357e-02, -3.08393732580624e-01 
-3.89243293432905e-02, -2.90470410526749e-01 
-3.67000819522454e-02, -2.72181069592057e-01 
-3.44758345612002e-02, -2.54346128866969e-01 
-3.22515871701550e-02, -2.37528863433649e-01 
-3.00273397791098e-02, -2.21431284554578e-01 
-2.78030923880647e-02, -2.05364396037010e-01 
-2.55788449970195e-02, -1.89591307358904e-01 
-2.33545976059743e-02, -1.74206378856598e-01 
-2.11303502149291e-02, -1.59136867334227e-01 
-1.89061028238840e-02, -1.45086248243588e-01 
-1.66818554328388e-02, -1.30516135211514e-01 
-1.44576080417936e-02, -1.16196677983036e-01 
-1.22333606507484e-02, -9.61981927250631e-02 
-1.00091132597033e-02, -7.51631382086454e-02 
-7.78486586865810e-03, -5.53149072524390e-02 
-5.56061847761293e-03, -3.58186553831439e-02 
-3.33637108656776e-03, -2.10809643035760e-02 
-1.11212369552259e-03, -8.18407535803503e-03 
1.11212369552258e-03, 8.18407535803499e-03 
3.33637108656778e-03, 2.45030273711075e-02 
5.56061847761294e-03, 4.20221289618428e-02 
7.78486586865812e-03, 6.09825819208163e-02 
1.00091132597033e-02, 7.84046890489178e-02 
1.22333606507485e-02, 9.15547748661766e-02 
1.44576080417936e-02, 1.04649536218167e-01 
1.66818554328388e-02, 1.16098517944931e-01 
1.89061028238840e-02, 1.27519740084501e-01 
2.11303502149292e-02, 1.42463700858990e-01 
2.33545976059743e-02, 1.58124946235284e-01 
2.55788449970195e-02, 1.74190967496466e-01 
2.78030923880647e-02, 1.90584474144207e-01 
3.00273397791099e-02, 2.08028109825289e-01 
3.22515871701550e-02, 2.21559351647145e-01 
3.44758345612002e-02, 2.35193414234822e-01 
3.67000819522454e-02, 2.50189783208803e-01 
3.89243293432906e-02, 2.66680033282455e-01 
4.11485767343357e-02, 2.86524777533423e-01 
4.33728241253809e-02, 3.07205485610092e-01 
4.55970715164261e-02, 3.27903353942728e-01 
4.78213189074713e-02, 3.48209843494415e-01 
5.00455662985164e-02, 3.69124648512922e-01 
5.22698136895616e-02, 3.87750724577477e-01 
5.44940610806068e-02, 4.08407324476579e-01 
5.67183084716519e-02, 4.30575421272572e-01 
5.89425558626971e-02, 4.53395170705262e-01 
6.11668032537423e-02, 4.77929191002340e-01 
6.33910506447875e-02, 5.09044684145809e-01 
6.56152980358326e-02, 5.45368714388816e-01 
6.78395454268778e-02, 5.82634522236695e-01 
7.00637928179230e-02, 6.21425627101145e-01 
7.22880402089682e-02, 6.61156910967982e-01 
7.45122876000133e-02, 7.05597607853993e-01 
7.67365349910585e-02, 7.49574190177181e-01 
7.89607823821037e-02, 7.93232671196466e-01 
8.11850297731489e-02, 8.45936522797009e-01 
8.34092771641940e-02, 9.18930073765587e-01 
8.56335245552392e-02, 9.96530299510914e-01 
8.78577719462844e-02, 1.07705913644173e+00 
9.00820193373296e-02, 1.15131741521460e+00 
9.23062667283747e-02, 1.20964497004136e+00 
9.45305141194199e-02, 1.27474420964066e+00 
9.67547615104651e-02, 1.35911522315930e+00 
9.89790089015103e-02, 1.48514584853626e+00 
1.01203256292555e-01, 1.68330317201936e+00 
1.03427503683601e-01, 1.88203720015670e+00 
1.05651751074646e-01, 2.03477569785493e+00 
1.07875998465691e-01, 2.15886059400376e+00 
1.10100245856736e-01, 2.23995110654200e+00 
