Strain, Tz 
-1.30807922335084e-01, -5.64636335800598e+00 
-1.28165338045487e-01, -5.24398890917989e+00 
-1.25522753755889e-01, -4.79144762520109e+00 
-1.22880169466291e-01, -4.35862273816709e+00 
-1.20237585176694e-01, -4.05439953593494e+00 
-1.17595000887096e-01, -3.73231747651433e+00 
-1.14952416597498e-01, -3.35344788128024e+00 
-1.12309832307901e-01, -3.02591543670214e+00 
-1.09667248018303e-01, -2.75329430112299e+00 
-1.07024663728705e-01, -2.48255153095902e+00 
-1.04382079439108e-01, -2.23877323365895e+00 
-1.01739495149510e-01, -2.01838485283798e+00 
-9.90969108599123e-02, -1.87729094249127e+00 
-9.64543265703147e-02, -1.73665805653243e+00 
-9.38117422807170e-02, -1.62401212812943e+00 
-9.11691579911193e-02, -1.51300890336928e+00 
-8.85265737015217e-02, -1.41600007689856e+00 
-8.58839894119240e-02, -1.32176294949131e+00 
-8.32414051223263e-02, -1.22092441239366e+00 
-8.05988208327287e-02, -1.11613968511517e+00 
-7.79562365431310e-02, -1.01409262563309e+00 
-7.53136522535334e-02, -9.24530579167384e-01 
-7.26710679639357e-02, -8.35245941441618e-01 
-7.00284836743380e-02, -7.46864967525083e-01 
-6.73858993847404e-02, -6.85097246735810e-01 
-6.47433150951427e-02, -6.24107014432061e-01 
-6.21007308055451e-02, -5.62974357123625e-01 
-5.94581465159474e-02, -5.03086126411242e-01 
-5.68155622263497e-02, -4.56082959636588e-01 
-5.41729779367521e-02, -4.10132336262459e-01 
-5.15303936471544e-02, -3.72793435290160e-01 
-4.88878093575567e-02, -3.50931825148181e-01 
-4.62452250679591e-02, -3.29266396018045e-01 
-4.36026407783614e-02, -3.08733622625152e-01 
-4.09600564887637e-02, -2.88212572295352e-01 
-3.83174721991661e-02, -2.68955845083395e-01 
-3.56748879095684e-02, -2.51607366626098e-01 
-3.30323036199708e-02, -2.34258888168801e-01 
-3.03897193303731e-02, -2.17812492204576e-01 
-2.77471350407754e-02, -2.01815550892384e-01 
-2.51045507511778e-02, -1.84796431591562e-01 
-2.24619664615801e-02, -1.65301650132772e-01 
-1.98193821719825e-02, -1.44447770843931e-01 
-1.71767978823848e-02, -1.20493455704657e-01 
-1.45342135927871e-02, -9.65391405653837e-02 
-1.18916293031895e-02, -7.53804630844404e-02 
-9.24904501359181e-03, -5.44885470031941e-02 
-6.60646072399414e-03, -3.67795281766310e-02 
-3.96387643439648e-03, -2.06379651807895e-02 
-1.32129214479882e-03, -4.76327157792105e-03 
1.32129214479885e-03, 4.76327157792115e-03 
3.96387643439649e-03, 1.40790913277097e-02 
6.60646072399417e-03, 2.22054038783632e-02 
9.24904501359184e-03, 3.03397283766921e-02 
1.18916293031895e-02, 3.83708646900874e-02 
1.45342135927872e-02, 4.60193362131663e-02 
1.71767978823848e-02, 5.36678077362451e-02 
1.98193821719825e-02, 6.26850173471779e-02 
2.24619664615801e-02, 7.19360575297477e-02 
2.51045507511778e-02, 8.17027225890074e-02 
2.77471350407755e-02, 9.26258683175145e-02 
3.03897193303731e-02, 1.03860900478934e-01 
3.30323036199708e-02, 1.17591057621894e-01 
3.56748879095684e-02, 1.32692830644736e-01 
3.83174721991661e-02, 1.48940539118862e-01 
4.09600564887638e-02, 1.65145117857868e-01 
4.36026407783614e-02, 1.80585983391239e-01 
4.62452250679591e-02, 1.95627175173490e-01 
4.88878093575568e-02, 2.10691769770704e-01 
5.15303936471544e-02, 2.23699766172439e-01 
5.41729779367521e-02, 2.36620726786603e-01 
5.68155622263498e-02, 2.47419135733713e-01 
5.94581465159474e-02, 2.56444821300175e-01 
6.21007308055451e-02, 2.65470506866637e-01 
6.47433150951427e-02, 2.76039050681875e-01 
6.73858993847404e-02, 2.87042051606152e-01 
7.00284836743381e-02, 2.98872883517751e-01 
7.26710679639357e-02, 3.15998167686238e-01 
7.53136522535334e-02, 3.33526045786864e-01 
7.79562365431311e-02, 3.53195573130959e-01 
8.05988208327287e-02, 3.72937217879278e-01 
8.32414051223264e-02, 4.04231835759761e-01 
8.58839894119240e-02, 4.39212168744937e-01 
8.85265737015217e-02, 4.75125132656998e-01 
9.11691579911194e-02, 5.13459828152632e-01 
9.38117422807170e-02, 5.48207724654743e-01 
9.64543265703147e-02, 5.72503704829060e-01 
9.90969108599124e-02, 5.96879904421563e-01 
1.01739495149510e-01, 6.23025210628852e-01 
1.04382079439108e-01, 6.49802404474894e-01 
1.07024663728705e-01, 6.79795538588732e-01 
1.09667248018303e-01, 7.10431589199299e-01 
1.12309832307901e-01, 7.59247451200949e-01 
1.14952416597498e-01, 8.17305981649438e-01 
1.17595000887096e-01, 8.81981372874625e-01 
1.20237585176694e-01, 9.50264387866344e-01 
1.22880169466291e-01, 1.02790159364648e+00 
1.25522753755889e-01, 1.12405344656704e+00 
1.28165338045487e-01, 1.22506317011284e+00 
1.30807922335084e-01, 1.26635442208256e+00 
