Strain, Fz 
-1.30807922335084e-01, -4.61120991721938e-01 
-1.28165338045487e-01, -4.28260317847103e-01 
-1.25522753755889e-01, -3.91302674062535e-01 
-1.22880169466291e-01, -3.55955207295618e-01 
-1.20237585176694e-01, -3.31110241461245e-01 
-1.17595000887096e-01, -3.04806798122748e-01 
-1.14952416597498e-01, -2.73865692775725e-01 
-1.12309832307901e-01, -2.47117133377610e-01 
-1.09667248018303e-01, -2.24853010360381e-01 
-1.07024663728705e-01, -2.02742287623677e-01 
-1.04382079439108e-01, -1.82833669795902e-01 
-1.01739495149510e-01, -1.64835233938234e-01 
-9.90969108599123e-02, -1.53312531671340e-01 
-9.64543265703147e-02, -1.41827479837028e-01 
-9.38117422807170e-02, -1.32628036066733e-01 
-9.11691579911193e-02, -1.23562746810569e-01 
-8.85265737015217e-02, -1.15640336680067e-01 
-8.58839894119240e-02, -1.07944282619812e-01 
-8.32414051223263e-02, -9.97091118945121e-02 
-8.05988208327287e-02, -9.11516680503318e-02 
-7.79562365431310e-02, -8.28178010483153e-02 
-7.53136522535334e-02, -7.55035463558048e-02 
-7.26710679639357e-02, -6.82119467751185e-02 
-7.00284836743380e-02, -6.09941466163742e-02 
-6.73858993847404e-02, -5.59497683394488e-02 
-6.47433150951427e-02, -5.09688851369217e-02 
-6.21007308055451e-02, -4.59763705257794e-02 
-5.94581465159474e-02, -4.10854843770143e-02 
-5.68155622263497e-02, -3.72468814563453e-02 
-5.41729779367521e-02, -3.34942364923126e-02 
-5.15303936471544e-02, -3.04448842004980e-02 
-4.88878093575567e-02, -2.86595142711940e-02 
-4.62452250679591e-02, -2.68901658369661e-02 
-4.36026407783614e-02, -2.52133178855660e-02 
-4.09600564887637e-02, -2.35374273203873e-02 
-3.83174721991661e-02, -2.19647901048411e-02 
-3.56748879095684e-02, -2.05479936495169e-02 
-3.30323036199708e-02, -1.91311971941927e-02 
-3.03897193303731e-02, -1.77880710196219e-02 
-2.77471350407754e-02, -1.64816504131732e-02 
-2.51045507511778e-02, -1.50917516991449e-02 
-2.24619664615801e-02, -1.34996733312281e-02 
-1.98193821719825e-02, -1.17966016567342e-02 
-1.71767978823848e-02, -9.84032699768665e-03 
-1.45342135927871e-02, -7.88405233863913e-03 
-1.18916293031895e-02, -6.15608874067069e-03 
-9.24904501359181e-03, -4.44991071925515e-03 
-6.60646072399414e-03, -3.00367004964811e-03 
-3.96387643439648e-03, -1.68543863862302e-03 
-1.32129214479882e-03, -3.89001623626921e-04 
1.32129214479885e-03, 3.89001623626929e-04 
3.96387643439649e-03, 1.14979574355093e-03 
6.60646072399417e-03, 1.81344649799390e-03 
9.24904501359184e-03, 2.47775156336647e-03 
1.18916293031895e-02, 3.13362956955890e-03 
1.45342135927872e-02, 3.75825652858703e-03 
1.71767978823848e-02, 4.38288348761516e-03 
1.98193821719825e-02, 5.11929104319024e-03 
2.24619664615801e-02, 5.87479481667615e-03 
2.51045507511778e-02, 6.67240807540421e-03 
2.77471350407755e-02, 7.56446752529963e-03 
3.03897193303731e-02, 8.48199777332306e-03 
3.30323036199708e-02, 9.60329714370146e-03 
3.56748879095684e-02, 1.08366121309806e-02 
3.83174721991661e-02, 1.21635121141662e-02 
4.09600564887638e-02, 1.34868898255867e-02 
4.36026407783614e-02, 1.47478974470140e-02 
4.62452250679591e-02, 1.59762649521759e-02 
4.88878093575568e-02, 1.72065436926871e-02 
5.15303936471544e-02, 1.82688664340279e-02 
5.41729779367521e-02, 1.93240812324088e-02 
5.68155622263498e-02, 2.02059538160516e-02 
5.94581465159474e-02, 2.09430535766393e-02 
6.21007308055451e-02, 2.16801533372270e-02 
6.47433150951427e-02, 2.25432535481316e-02 
6.73858993847404e-02, 2.34418345243145e-02 
7.00284836743381e-02, 2.44080218909558e-02 
7.26710679639357e-02, 2.58065907606152e-02 
7.53136522535334e-02, 2.72380382286712e-02 
7.79562365431311e-02, 2.88443875513287e-02 
8.05988208327287e-02, 3.04566264788252e-02 
8.32414051223264e-02, 3.30123609078088e-02 
8.58839894119240e-02, 3.58690962636759e-02 
8.85265737015217e-02, 3.88019966961858e-02 
9.11691579911194e-02, 4.19326724397582e-02 
9.38117422807170e-02, 4.47704254286065e-02 
9.64543265703147e-02, 4.67546028119044e-02 
9.90969108599124e-02, 4.87453314664053e-02 
1.01739495149510e-01, 5.08805375739054e-02 
1.04382079439108e-01, 5.30673479860107e-02 
1.07024663728705e-01, 5.55167942703721e-02 
1.09667248018303e-01, 5.80187455519802e-02 
1.12309832307901e-01, 6.20053856724828e-02 
1.14952416597498e-01, 6.67468458727665e-02 
1.17595000887096e-01, 7.20286845804147e-02 
1.20237585176694e-01, 7.76051467374420e-02 
1.22880169466291e-01, 8.39455366581674e-02 
1.25522753755889e-01, 9.17979604154461e-02 
1.28165338045487e-01, 1.00047111407289e-01 
1.30807922335084e-01, 1.03419239952774e-01 
