Strain, Fz 
-1.13721693416301e-01, -1.88970546274431e-01 
-1.11424285468497e-01, -1.72836080678790e-01 
-1.09126877520693e-01, -1.54086872354615e-01 
-1.06829469572889e-01, -1.27236637126558e-01 
-1.04532061625084e-01, -1.19912201214129e-01 
-1.02234653677280e-01, -1.15326300625308e-01 
-9.99372457294764e-02, -1.10478745102401e-01 
-9.76398377816723e-02, -1.05420708755886e-01 
-9.53424298338683e-02, -1.00324869094089e-01 
-9.30450218860642e-02, -9.53127227960264e-02 
-9.07476139382602e-02, -8.99646305182741e-02 
-8.84502059904561e-02, -8.51619909275738e-02 
-8.61527980426520e-02, -7.83667850458300e-02 
-8.38553900948480e-02, -7.18723392844990e-02 
-8.15579821470439e-02, -6.59745865929513e-02 
-7.92605741992399e-02, -6.10809710578752e-02 
-7.69631662514358e-02, -5.74276686104532e-02 
-7.46657583036318e-02, -5.38056171210651e-02 
-7.23683503558277e-02, -5.02163774343192e-02 
-7.00709424080237e-02, -4.68587863931307e-02 
-6.77735344602196e-02, -4.39381332618570e-02 
-6.54761265124156e-02, -4.13537858326564e-02 
-6.31787185646115e-02, -3.88542223724252e-02 
-6.08813106168074e-02, -3.67457741679643e-02 
-5.85839026690034e-02, -3.43687898998077e-02 
-5.62864947211993e-02, -3.15115332060279e-02 
-5.39890867733953e-02, -2.86542765122480e-02 
-5.16916788255912e-02, -2.59745797820374e-02 
-4.93942708777872e-02, -2.33427948251973e-02 
-4.70968629299831e-02, -2.09275414068573e-02 
-4.47994549821791e-02, -1.94643380699868e-02 
-4.25020470343750e-02, -1.80011347331162e-02 
-4.02046390865709e-02, -1.63631351347063e-02 
-3.79072311387669e-02, -1.47136882416640e-02 
-3.56098231909628e-02, -1.31838021372679e-02 
-3.33124152431588e-02, -1.17611994724117e-02 
-3.10150072953547e-02, -1.03870598208128e-02 
-2.87175993475507e-02, -9.19439289610890e-03 
-2.64201913997466e-02, -8.47762746650297e-03 
-2.41227834519426e-02, -7.90689051779894e-03 
-2.18253755041385e-02, -7.21282116253461e-03 
-1.95279675563345e-02, -6.48240291360471e-03 
-1.72305596085304e-02, -5.70723802582172e-03 
-1.49331516607264e-02, -4.90587120198636e-03 
-1.26357437129223e-02, -4.21255720639294e-03 
-1.03383357651182e-02, -3.55072366276884e-03 
-8.04092781731419e-03, -2.88783758076949e-03 
-5.74351986951013e-03, -2.21167378060262e-03 
-3.44611192170608e-03, -1.53550998043576e-03 
-1.14870397390201e-03, -5.35722850363213e-04 
1.14870397390204e-03, 5.35722850363227e-04 
3.44611192170609e-03, 1.48129372337901e-03 
5.74351986951014e-03, 2.25314288871881e-03 
8.04092781731422e-03, 3.01372903177602e-03 
1.03383357651183e-02, 3.57688116212079e-03 
1.26357437129223e-02, 4.30818783102125e-03 
1.49331516607264e-02, 5.09823819954939e-03 
1.72305596085304e-02, 6.06920146762422e-03 
1.95279675563345e-02, 7.02885589916446e-03 
2.18253755041385e-02, 7.90324845525553e-03 
2.41227834519426e-02, 8.77991619422934e-03 
2.64201913997466e-02, 9.60442728867595e-03 
2.87175993475507e-02, 1.03824268477757e-02 
3.10150072953547e-02, 1.11273217621577e-02 
3.33124152431588e-02, 1.18776345775159e-02 
3.56098231909629e-02, 1.25888614496539e-02 
3.79072311387669e-02, 1.32918013838194e-02 
4.02046390865710e-02, 1.39856148764439e-02 
4.25020470343750e-02, 1.46199356382458e-02 
4.47994549821791e-02, 1.54732396057223e-02 
4.70968629299831e-02, 1.63310777080718e-02 
4.93942708777872e-02, 1.72582121548438e-02 
5.16916788255912e-02, 1.81949982206034e-02 
5.39890867733953e-02, 1.98306208627646e-02 
5.62864947211993e-02, 2.18439171022869e-02 
5.85839026690034e-02, 2.38943539572919e-02 
6.08813106168074e-02, 2.60123416471757e-02 
6.31787185646115e-02, 2.79908086514921e-02 
6.54761265124156e-02, 2.92857913473714e-02 
6.77735344602196e-02, 3.05454458782949e-02 
7.00709424080237e-02, 3.17434201563497e-02 
7.23683503558277e-02, 3.27976168766865e-02 
7.46657583036318e-02, 3.38840863047331e-02 
7.69631662514358e-02, 3.52101818480514e-02 
7.92605741992399e-02, 3.66936194937037e-02 
8.15579821470439e-02, 3.82071746054421e-02 
8.38553900948480e-02, 3.97728685020440e-02 
8.61527980426520e-02, 4.13818105018351e-02 
8.84502059904561e-02, 4.30369977541187e-02 
9.07476139382602e-02, 4.47157397447746e-02 
9.30450218860642e-02, 4.64286021379659e-02 
9.53424298338683e-02, 4.91668045343179e-02 
9.76398377816723e-02, 5.26993970961054e-02 
9.99372457294764e-02, 5.68987119939818e-02 
1.02234653677280e-01, 6.09202953657743e-02 
1.04532061625084e-01, 6.42630919344546e-02 
1.06829469572889e-01, 6.70683108281348e-02 
1.09126877520693e-01, 6.96610528451681e-02 
1.11424285468497e-01, 7.21205069715794e-02 
1.13721693416301e-01, 7.92773063928412e-02 
