Strain, Tx, Tz 
-3.35945211790769e-01, -6.91274724197179e-01, 2.41733314032250e-01 
-3.29158439835400e-01, -6.16172747681075e-01, 2.17211771648005e-01 
-3.22371667880031e-01, -5.76729940358943e-01, 1.94432388737095e-01 
-3.15584895924662e-01, -5.27899560858785e-01, 1.69410626475767e-01 
-3.08798123969293e-01, -4.91072595524736e-01, 1.54763850124805e-01 
-3.02011352013924e-01, -4.54309747206569e-01, 1.40549942775812e-01 
-2.95224580058555e-01, -4.12860182349211e-01, 1.21184806373052e-01 
-2.88437808103186e-01, -3.90124338036455e-01, 1.10240610620133e-01 
-2.81651036147817e-01, -3.67426534829152e-01, 1.01439933875039e-01 
-2.74864264192448e-01, -3.35919638870961e-01, 9.09318275087132e-02 
-2.68077492237078e-01, -3.06198741013175e-01, 7.88100332764943e-02 
-2.61290720281709e-01, -2.88067025206028e-01, 7.08002027570491e-02 
-2.54503948326340e-01, -2.63999561289866e-01, 6.28313027850098e-02 
-2.47717176370971e-01, -2.37816156085728e-01, 5.43728166339198e-02 
-2.40930404415602e-01, -2.20477899412267e-01, 4.64186025788025e-02 
-2.34143632460233e-01, -2.10818884021825e-01, 4.17264158737195e-02 
-2.27356860504864e-01, -2.06686306847616e-01, 3.91570783627544e-02 
-2.20570088549495e-01, -1.93006577129941e-01, 3.36010235363959e-02 
-2.13783316594126e-01, -1.76519684945582e-01, 2.90025308084112e-02 
-2.06996544638757e-01, -1.62786853554372e-01, 2.67832250058043e-02 
-2.00209772683388e-01, -1.47970534016749e-01, 2.29655543448979e-02 
-1.93423000728019e-01, -1.33944202418525e-01, 1.83186389089313e-02 
-1.86636228772650e-01, -1.28930929367605e-01, 1.57273078868291e-02 
-1.79849456817281e-01, -1.25397553776461e-01, 1.40480915682228e-02 
-1.73062684861911e-01, -1.17787505763014e-01, 1.18002030720832e-02 
-1.66275912906542e-01, -1.06751687332277e-01, 1.04059680431021e-02 
-1.59489140951173e-01, -9.49370979929537e-02, 6.42982880939476e-03 
-1.52702368995804e-01, -8.76733841887282e-02, 1.12187538719006e-03 
-1.45915597040435e-01, -8.17199248012744e-02, -9.29483772599299e-04 
-1.39128825085066e-01, -7.60362707727903e-02, 3.73737887483292e-04 
-1.32342053129697e-01, -7.16733909003008e-02, 6.84819988677429e-04 
-1.25555281174328e-01, -6.78777202347061e-02, -8.64417878581010e-04 
