Strain, Tx, Tz 
-3.23013622253715e-01, -7.20159675522379e+00, 9.54348202753417e+00 
-3.16488094531418e-01, -6.34263825282537e+00, 8.54400484875995e+00 
-3.09962566809121e-01, -5.67571378468909e+00, 7.59651414340743e+00 
-3.03437039086823e-01, -5.01462389982307e+00, 6.76948284431284e+00 
-2.96911511364526e-01, -4.47146480810562e+00, 6.08327032532353e+00 
-2.90385983642229e-01, -3.99408778360159e+00, 5.46546938983141e+00 
-2.83860455919932e-01, -3.44930599614893e+00, 4.74355568428640e+00 
-2.77334928197634e-01, -3.06762538601270e+00, 4.24417851017319e+00 
-2.70809400475337e-01, -2.73735856383693e+00, 3.82156314867649e+00 
-2.64283872753040e-01, -2.44984485302576e+00, 3.44299624126104e+00 
-2.57758345030742e-01, -2.16025939602630e+00, 3.05077816290569e+00 
-2.51232817308445e-01, -1.85080058397746e+00, 2.62605933882961e+00 
-2.44707289586148e-01, -1.64929394704002e+00, 2.34743832730225e+00 
-2.38181761863851e-01, -1.50284183957543e+00, 2.14471784401592e+00 
-2.31656234141553e-01, -1.32591457604974e+00, 1.90758813668899e+00 
-2.25130706419256e-01, -1.12830534187877e+00, 1.63424290022763e+00 
-2.18605178696959e-01, -9.73039872359134e-01, 1.41124078880695e+00 
-2.12079650974661e-01, -8.55660287789438e-01, 1.24644777712115e+00 
-2.05554123252364e-01, -7.78956879786303e-01, 1.13643237125820e+00 
-1.99028595530067e-01, -7.18771097173703e-01, 1.04597615572467e+00 
-1.92503067807770e-01, -6.62245470386871e-01, 9.61320885617273e-01 
-1.85977540085472e-01, -6.06429426411673e-01, 8.79779262318076e-01 
-1.79452012363175e-01, -5.48172014439923e-01, 7.92683198837694e-01 
-1.72926484640878e-01, -4.82884903851789e-01, 6.97699816270081e-01 
-1.66400956918581e-01, -4.34615697410477e-01, 6.30649090371312e-01 
-1.59875429196283e-01, -3.83195129543352e-01, 5.53378397313621e-01 
-1.53349901473986e-01, -3.27380459296850e-01, 4.62184272666453e-01 
-1.46824373751689e-01, -2.94069607688582e-01, 4.10110910848682e-01 
-1.40298846029391e-01, -2.64634745242989e-01, 3.65302229583726e-01 
-1.33773318307094e-01, -2.20874461919237e-01, 3.00686546526752e-01 
-1.27247790584797e-01, -1.90751217857746e-01, 2.55790749208754e-01 
-1.20722262862500e-01, -1.74974247756565e-01, 2.30192123021609e-01 
-1.14196735140202e-01, -1.63144992717608e-01, 2.08680187231836e-01 
-1.07671207417905e-01, -1.51219732352282e-01, 1.87851360253041e-01 
-1.01145679695608e-01, -1.37199428762892e-01, 1.69124212842607e-01 
-9.46201519733105e-02, -1.18466464288003e-01, 1.45079970512455e-01 
-8.80946242510133e-02, -1.04352005771938e-01, 1.23879603827740e-01 
-8.15690965287160e-02, -9.67083607622210e-02, 1.12757021437240e-01 
-7.50435688064187e-02, -8.74458887712820e-02, 9.87968138458012e-02 
-6.85180410841214e-02, -7.37402019319135e-02, 7.81303866099900e-02 
-6.19925133618241e-02, -6.49473707264457e-02, 6.49547899362879e-02 
-5.54669856395269e-02, -5.85012703329021e-02, 5.63200549768470e-02 
-4.89414579172296e-02, -5.02156023199108e-02, 4.68799051477169e-02 
-4.24159301949323e-02, -4.22659517033453e-02, 3.83690761315971e-02 
-3.58904024726350e-02, -3.59988282098013e-02, 3.00344003690902e-02 
-2.93648747503378e-02, -2.97744406607315e-02, 1.96611871742968e-02 
-2.28393470280405e-02, -2.41004886366567e-02, 1.35892096939904e-02 
-1.63138193057432e-02, -1.55258007363952e-02, 8.36114400112542e-03 
-9.78829158344595e-03, -9.09181892941718e-03, 4.81580523076027e-03 
-3.26276386114870e-03, -4.43300976295215e-03, 1.82947199679771e-03 
3.26276386114860e-03, 4.43300976295201e-03, -1.82947199679765e-03 
9.78829158344591e-03, 1.12586840446063e-02, -5.09504143152523e-03 
1.63138193057432e-02, 1.53210828988466e-02, -7.26671183680892e-03 
2.28393470280404e-02, 2.09740607117514e-02, -9.97358825386069e-03 
2.93648747503378e-02, 2.74165562096878e-02, -1.38958811044771e-02 
3.58904024726350e-02, 3.25704111529176e-02, -1.66877406450245e-02 
4.24159301949323e-02, 3.90650117558743e-02, -1.90524881262484e-02 
4.89414579172295e-02, 4.77522744428127e-02, -2.12991296251410e-02 
5.54669856395268e-02, 5.38806345917727e-02, -2.14938615516587e-02 
