Strain, Tz 
-1.09329705786764e-01, -1.69371186695359e+00 
-1.07121024861779e-01, -1.57409964690274e+00 
-1.04912343936794e-01, -1.42614374070768e+00 
-1.02703663011809e-01, -1.35115363238195e+00 
-1.00494982086824e-01, -1.27592091949228e+00 
-9.82863011618385e-02, -1.18084104489775e+00 
-9.60776202368533e-02, -1.08928988433186e+00 
-9.38689393118682e-02, -1.02043171300200e+00 
-9.16602583868831e-02, -9.69761749123794e-01 
-8.94515774618979e-02, -9.27462933501313e-01 
-8.72428965369128e-02, -8.88294886239909e-01 
-8.50342156119277e-02, -8.49702558102052e-01 
-8.28255346869425e-02, -8.09494999726888e-01 
-8.06168537619574e-02, -7.73806586887779e-01 
-7.84081728369723e-02, -7.40755415470302e-01 
-7.61994919119871e-02, -7.10970358195637e-01 
-7.39908109870020e-02, -6.82489165301248e-01 
-7.17821300620169e-02, -6.53019006863476e-01 
-6.95734491370317e-02, -6.19031433297644e-01 
-6.73647682120466e-02, -5.84391954111784e-01 
-6.51560872870615e-02, -5.44753239594792e-01 
-6.29474063620763e-02, -5.04351037647335e-01 
-6.07387254370912e-02, -4.69577431190128e-01 
-5.85300445121061e-02, -4.39863129759385e-01 
-5.63213635871209e-02, -4.11017533535753e-01 
-5.41126826621358e-02, -3.90760423180777e-01 
-5.19040017371507e-02, -3.70503312825801e-01 
-4.96953208121655e-02, -3.53012428849110e-01 
-4.74866398871804e-02, -3.38098169601167e-01 
-4.52779589621953e-02, -3.23183910353223e-01 
-4.30692780372101e-02, -3.04863321263324e-01 
-4.08605971122250e-02, -2.85847406202798e-01 
-3.86519161872399e-02, -2.67418044998726e-01 
-3.64432352622547e-02, -2.51078475297917e-01 
-3.42345543372696e-02, -2.38154221054325e-01 
-3.20258734122845e-02, -2.25699572030023e-01 
-2.98171924872993e-02, -2.13647617563025e-01 
-2.76085115623142e-02, -2.00898538058789e-01 
-2.53998306373290e-02, -1.88149458554552e-01 
-2.31911497123439e-02, -1.70250664508959e-01 
-2.09824687873588e-02, -1.51559582539318e-01 
-1.87737878623737e-02, -1.32013561883033e-01 
-1.65651069373885e-02, -1.11884428841032e-01 
-1.43564260124034e-02, -9.22955070186557e-02 
-1.21477450874182e-02, -7.50976850843120e-02 
-9.93906416243310e-03, -5.87691633936860e-02 
-7.73038323744798e-03, -4.48757416281471e-02 
-5.52170231246284e-03, -3.14205040341432e-02 
-3.31302138747772e-03, -1.82656252143888e-02 
-1.10434046249257e-03, -6.24547339256037e-03 
1.10434046249256e-03, 6.24547339256030e-03 
3.31302138747770e-03, 1.93564751520978e-02 
5.52170231246283e-03, 3.27754320277356e-02 
7.73038323744797e-03, 4.54834092068660e-02 
9.93906416243310e-03, 5.88264667595167e-02 
1.21477450874182e-02, 7.18907290987100e-02 
1.43564260124034e-02, 8.54354653060800e-02 
1.65651069373885e-02, 9.97637015141121e-02 
1.87737878623736e-02, 1.14203091861675e-01 
2.09824687873588e-02, 1.29252595527684e-01 
2.31911497123439e-02, 1.44862130888930e-01 
2.53998306373290e-02, 1.64009317178113e-01 
2.76085115623142e-02, 1.93549980722541e-01 
2.98171924872993e-02, 2.24843846987360e-01 
3.20258734122844e-02, 2.64917003566264e-01 
3.42345543372696e-02, 3.26919840626638e-01 
3.64432352622547e-02, 3.83070080036807e-01 
3.86519161872398e-02, 4.36152565427738e-01 
4.08605971122250e-02, 4.85065344749114e-01 
4.30692780372101e-02, 5.31435643141098e-01 
4.52779589621952e-02, 5.73341944225289e-01 
4.74866398871804e-02, 6.20700999164994e-01 
4.96953208121655e-02, 6.73405074645410e-01 
5.19040017371506e-02, 7.34869968367193e-01 
5.41126826621358e-02, 8.05875984588387e-01 
5.63213635871209e-02, 9.02039418558270e-01 
5.85300445121061e-02, 1.00524626596250e+00 
6.07387254370912e-02, 1.11420995328520e+00 
6.29474063620763e-02, 1.22698986205640e+00 
6.51560872870615e-02, 1.34860344683993e+00 
6.73647682120466e-02, 1.49008969097606e+00 
6.95734491370317e-02, 1.73048255238058e+00 
7.17821300620168e-02, 1.98918718903152e+00 
7.39908109870020e-02, 2.31272517864470e+00 
7.61994919119871e-02, 2.69810532396914e+00 
7.84081728369723e-02, 3.05133375788623e+00 
8.06168537619574e-02, 3.39153492259391e+00 
8.28255346869425e-02, 3.72523957404217e+00 
8.50342156119277e-02, 4.03188571401255e+00 
8.72428965369128e-02, 4.34339200508700e+00 
8.94515774618979e-02, 4.68006968132496e+00 
9.16602583868831e-02, 5.04997291229100e+00 
9.38689393118682e-02, 5.50336680136768e+00 
9.60776202368533e-02, 6.14888634776659e+00 
9.82863011618385e-02, 6.87621608991046e+00 
1.00494982086824e-01, 7.75190666895848e+00 
1.02703663011809e-01, 8.44656514227701e+00 
1.04912343936794e-01, 9.22354208807247e+00 
1.07121024861779e-01, 1.03034942718162e+01 
1.09329705786764e-01, 1.12224159450701e+01 
