Strain, Tz 
-2.23545848503772e-01, -1.21129403415374e+01 
-2.19029770756221e-01, -1.03378458829603e+01 
-2.14513693008670e-01, -9.08715417456808e+00 
-2.09997615261119e-01, -7.37251780990500e+00 
-2.05481537513568e-01, -6.37231833129953e+00 
-2.00965459766017e-01, -5.83421624365746e+00 
-1.96449382018466e-01, -5.27954011963761e+00 
-1.91933304270915e-01, -4.70897634418075e+00 
-1.87417226523364e-01, -4.24286025204628e+00 
-1.82901148775813e-01, -3.84623985715878e+00 
-1.78385071028262e-01, -3.44627129279585e+00 
-1.73868993280712e-01, -3.04085059805728e+00 
-1.69352915533161e-01, -2.65290802683950e+00 
-1.64836837785610e-01, -2.33066730856231e+00 
-1.60320760038059e-01, -2.08090898613264e+00 
-1.55804682290508e-01, -1.83846527142533e+00 
-1.51288604542957e-01, -1.59339654024317e+00 
-1.46772526795406e-01, -1.41169384569971e+00 
-1.42256449047855e-01, -1.28946127013693e+00 
-1.37740371300304e-01, -1.20988130954922e+00 
-1.33224293552753e-01, -1.11328508348881e+00 
-1.28708215805202e-01, -1.00110871183505e+00 
-1.24192138057651e-01, -9.02997411558899e-01 
-1.19676060310100e-01, -8.33637340192038e-01 
-1.15159982562549e-01, -7.71793800439872e-01 
-1.10643904814998e-01, -7.07038329374833e-01 
-1.06127827067447e-01, -6.40050937637913e-01 
-1.01611749319896e-01, -5.72360112244938e-01 
-9.70956715723454e-02, -5.07518640245469e-01 
-9.25795938247944e-02, -4.56781374172615e-01 
-8.80635160772435e-02, -4.22846841493837e-01 
-8.35474383296926e-02, -3.98830733197307e-01 
-7.90313605821416e-02, -3.72871683697268e-01 
-7.45152828345906e-02, -3.23193210208242e-01 
-6.99992050870397e-02, -2.81046651720149e-01 
-6.54831273394887e-02, -2.53364685721137e-01 
-6.09670495919378e-02, -2.36539922505039e-01 
-5.64509718443869e-02, -2.16298437270772e-01 
-5.19348940968359e-02, -1.89650496450655e-01 
-4.74188163492850e-02, -1.65886554682017e-01 
-4.29027386017340e-02, -1.46749628475318e-01 
-3.83866608541831e-02, -1.30201390544628e-01 
-3.38705831066321e-02, -1.10373655664987e-01 
-2.93545053590812e-02, -8.60167789337064e-02 
-2.48384276115302e-02, -6.71595632358404e-02 
-2.03223498639793e-02, -5.28431036413752e-02 
-1.58062721164283e-02, -4.26346065938348e-02 
-1.12901943688774e-02, -3.32246605731381e-02 
-6.77411662132643e-03, -2.32654814659349e-02 
-2.25803887377549e-03, -9.66046593021883e-03 
2.25803887377546e-03, 9.66046593021872e-03 
6.77411662132641e-03, 3.25436847568511e-02 
1.12901943688774e-02, 5.01337279777881e-02 
1.58062721164283e-02, 6.23486999388175e-02 
2.03223498639792e-02, 7.37533348528604e-02 
2.48384276115302e-02, 8.30651253829132e-02 
2.93545053590811e-02, 9.42747581229743e-02 
3.38705831066321e-02, 1.09574614462637e-01 
3.83866608541831e-02, 1.28330316127810e-01 
4.29027386017340e-02, 1.44568112370962e-01 
4.74188163492849e-02, 1.59464023432843e-01 
5.19348940968359e-02, 1.75355795115955e-01 
5.64509718443868e-02, 1.93038518979638e-01 
6.09670495919378e-02, 2.14040061684148e-01 
6.54831273394887e-02, 2.37024117485191e-01 
6.99992050870397e-02, 2.62943148152506e-01 
7.45152828345906e-02, 2.83840382227545e-01 
7.90313605821416e-02, 2.97472504347087e-01 
8.35474383296925e-02, 3.09309184276884e-01 
8.80635160772435e-02, 3.22949849221311e-01 
9.25795938247944e-02, 3.41337339538437e-01 
9.70956715723454e-02, 3.60558936326057e-01 
1.01611749319896e-01, 3.78593364961859e-01 
1.06127827067447e-01, 3.96251935468252e-01 
1.10643904814998e-01, 4.27740258322834e-01 
1.15159982562549e-01, 4.75114883635952e-01 
1.19676060310100e-01, 5.20058323807661e-01 
1.24192138057651e-01, 5.58463160566341e-01 
1.28708215805202e-01, 5.94130485898559e-01 
1.33224293552753e-01, 6.28888089949256e-01 
1.37740371300304e-01, 6.66622590603667e-01 
1.42256449047855e-01, 7.22902962078450e-01 
1.46772526795406e-01, 7.89927717701111e-01 
1.51288604542957e-01, 8.46855218200779e-01 
1.55804682290508e-01, 8.95743754780652e-01 
1.60320760038059e-01, 9.44575292736147e-01 
1.64836837785610e-01, 1.00407183645627e+00 
1.69352915533161e-01, 1.07767107567848e+00 
1.73868993280711e-01, 1.15313764249251e+00 
1.78385071028262e-01, 1.22625254819824e+00 
1.82901148775813e-01, 1.30198996310878e+00 
1.87417226523364e-01, 1.40135719983642e+00 
1.91933304270915e-01, 1.52744671897167e+00 
1.96449382018466e-01, 1.65796275733393e+00 
2.00965459766017e-01, 1.79823152811977e+00 
2.05481537513568e-01, 1.95833412653928e+00 
2.09997615261119e-01, 2.17257588014233e+00 
2.14513693008670e-01, 2.34847418727457e+00 
2.19029770756221e-01, 2.56447215322466e+00 
2.23545848503772e-01, 2.80821476768254e+00 
