Strain, Fz 
-1.43760175990238e-01, -9.54074819765907e-01 
-1.40855930010637e-01, -8.69872539606522e-01 
-1.37951684031036e-01, -7.71670141068218e-01 
-1.35047438051435e-01, -6.50146654584211e-01 
-1.32143192071835e-01, -6.00211388874962e-01 
-1.29238946092234e-01, -5.45426938039560e-01 
-1.26334700112633e-01, -4.87020744991046e-01 
-1.23430454133032e-01, -4.27346275813327e-01 
-1.20526208153432e-01, -3.75019333663956e-01 
-1.17621962173831e-01, -3.24905008743196e-01 
-1.14717716194230e-01, -2.83561249722645e-01 
-1.11813470214629e-01, -2.54554491136327e-01 
-1.08909224235029e-01, -2.26462410874859e-01 
-1.06004978255428e-01, -2.01073128718839e-01 
-1.03100732275827e-01, -1.76665204487650e-01 
-1.00196486296226e-01, -1.63473691742162e-01 
-9.72922403166255e-02, -1.50370810898697e-01 
-9.43879943370248e-02, -1.38077007096134e-01 
-9.14837483574240e-02, -1.26680884136474e-01 
-8.85795023778232e-02, -1.15284761176814e-01 
-8.56752563982224e-02, -1.05959058933674e-01 
-8.27710104186217e-02, -9.68097489771251e-02 
-7.98667644390210e-02, -8.82524630672094e-02 
-7.69625184594202e-02, -7.99738239218970e-02 
-7.40582724798194e-02, -7.34918488443555e-02 
-7.11540265002187e-02, -6.91842388241745e-02 
-6.82497805206179e-02, -6.49002403676678e-02 
-6.53455345410171e-02, -6.08909238445563e-02 
-6.24412885614164e-02, -5.70344885844819e-02 
-5.95370425818156e-02, -5.29351533046535e-02 
-5.66327966022149e-02, -4.70638399102283e-02 
-5.37285506226141e-02, -4.09760807257367e-02 
-5.08243046430133e-02, -3.46537636089219e-02 
-4.79200586634126e-02, -2.81551355919387e-02 
-4.50158126838118e-02, -2.45420550542189e-02 
-4.21115667042110e-02, -2.19229296269898e-02 
-3.92073207246103e-02, -1.95880598665691e-02 
-3.63030747450095e-02, -1.78267530392219e-02 
-3.33988287654088e-02, -1.61137814623810e-02 
-3.04945827858080e-02, -1.47006768182592e-02 
-2.75903368062072e-02, -1.32875721741374e-02 
-2.46860908266065e-02, -1.19003775046133e-02 
-2.17818448470057e-02, -1.05383507925167e-02 
-1.88775988674050e-02, -9.17806671195168e-03 
-1.59733528878042e-02, -7.72673530212095e-03 
-1.30691069082034e-02, -6.14214277246330e-03 
-1.01648609286027e-02, -4.54523785390438e-03 
-7.26061494900191e-03, -2.91103632493647e-03 
-4.35636896940115e-03, -1.29420008566155e-03 
-1.45212298980038e-03, -3.90756532637278e-04 
1.45212298980037e-03, 3.90756532637274e-04 
4.35636896940115e-03, 1.15725143398007e-03 
7.26061494900189e-03, 1.88110021132969e-03 
1.01648609286027e-02, 2.65958714621409e-03 
1.30691069082034e-02, 3.51198224898764e-03 
1.59733528878042e-02, 4.42020344997645e-03 
1.88775988674049e-02, 5.31928588626582e-03 
2.17818448470057e-02, 6.14407433815364e-03 
2.46860908266065e-02, 6.83319682774098e-03 
2.75903368062072e-02, 7.46690042519681e-03 
3.04945827858080e-02, 8.09741104762872e-03 
3.33988287654088e-02, 8.72286264698433e-03 
3.63030747450095e-02, 9.34742346428948e-03 
3.92073207246103e-02, 1.03577120118798e-02 
4.21115667042110e-02, 1.17110672778358e-02 
4.50158126838118e-02, 1.30812084494900e-02 
4.79200586634126e-02, 1.45400517406507e-02 
5.08243046430133e-02, 1.59792082602459e-02 
5.37285506226141e-02, 1.72118638239989e-02 
5.66327966022148e-02, 1.82060172885053e-02 
5.95370425818156e-02, 1.91565455217447e-02 
6.24412885614164e-02, 2.00486322144641e-02 
6.53455345410171e-02, 2.11176390235446e-02 
6.82497805206179e-02, 2.24455797284051e-02 
7.11540265002186e-02, 2.37747637640520e-02 
7.40582724798194e-02, 2.51396599937202e-02 
7.69625184594202e-02, 2.65716563946754e-02 
7.98667644390209e-02, 2.77320284591940e-02 
8.27710104186217e-02, 2.88439670430387e-02 
8.56752563982224e-02, 2.99473803604054e-02 
8.85795023778233e-02, 3.09770222705190e-02 
9.14837483574240e-02, 3.20066641806325e-02 
9.43879943370248e-02, 3.30834479943252e-02 
9.72922403166255e-02, 3.49080040004762e-02 
1.00196486296226e-01, 3.67350320385340e-02 
1.03100732275827e-01, 3.86720274625689e-02 
1.06004978255428e-01, 4.06921291789592e-02 
1.08909224235029e-01, 4.27096493687433e-02 
1.11813470214629e-01, 4.44471026643534e-02 
1.14717716194230e-01, 4.61454927829059e-02 
1.17621962173831e-01, 4.77949927739619e-02 
1.20526208153432e-01, 5.03305963544675e-02 
1.23430454133032e-01, 5.31250244287182e-02 
1.26334700112633e-01, 5.61807683805076e-02 
1.29238946092234e-01, 5.89467073393055e-02 
1.32143192071835e-01, 6.14303567249004e-02 
1.35047438051435e-01, 6.39314106628454e-02 
1.37951684031036e-01, 6.67931885173434e-02 
1.40855930010637e-01, 7.00728708473625e-02 
1.43760175990238e-01, 7.31480292127063e-02 
