Strain, Fz 
-2.23545848503772e-01, -8.11203614672758e-01 
-2.19029770756221e-01, -6.92325538781850e-01 
-2.14513693008670e-01, -6.08566715070824e-01 
-2.09997615261119e-01, -4.93737517729338e-01 
-2.05481537513568e-01, -4.26754158647130e-01 
-2.00965459766017e-01, -3.90717461837740e-01 
-1.96449382018466e-01, -3.53570801812131e-01 
-1.91933304270915e-01, -3.15360145769785e-01 
-1.87417226523364e-01, -2.84144351079540e-01 
-1.82901148775813e-01, -2.57582683233923e-01 
-1.78385071028262e-01, -2.30796788478538e-01 
-1.73868993280712e-01, -2.03645764551896e-01 
-1.69352915533161e-01, -1.77665250557442e-01 
-1.64836837785610e-01, -1.56084789654418e-01 
-1.60320760038059e-01, -1.39358474801303e-01 
-1.55804682290508e-01, -1.23122019227354e-01 
-1.51288604542957e-01, -1.06709766300085e-01 
-1.46772526795406e-01, -9.45411368465096e-02 
-1.42256449047855e-01, -8.63552212610704e-02 
-1.37740371300304e-01, -8.10257513005111e-02 
-1.33224293552753e-01, -7.45567020412458e-02 
-1.28708215805202e-01, -6.70442504315932e-02 
-1.24192138057651e-01, -6.04737366520995e-02 
-1.19676060310100e-01, -5.58286926726608e-02 
-1.15159982562549e-01, -5.16870308154582e-02 
-1.10643904814998e-01, -4.73503569182326e-02 
-1.06127827067447e-01, -4.28642112936111e-02 
-1.01611749319896e-01, -3.83309567170435e-02 
-9.70956715723454e-02, -3.39885233372390e-02 
-9.25795938247944e-02, -3.05906486283400e-02 
-8.80635160772435e-02, -2.83180529748423e-02 
-8.35474383296926e-02, -2.67096942022236e-02 
-7.90313605821416e-02, -2.49712166572060e-02 
-7.45152828345906e-02, -2.16442492876460e-02 
-6.99992050870397e-02, -1.88216942656984e-02 
-6.54831273394887e-02, -1.69678330027446e-02 
-6.09670495919378e-02, -1.58410786101625e-02 
-5.64509718443869e-02, -1.44855063440236e-02 
-5.19348940968359e-02, -1.27008937473004e-02 
-4.74188163492850e-02, -1.11094225670547e-02 
-4.29027386017340e-02, -9.82782261899205e-03 
-3.83866608541831e-02, -8.71958712477377e-03 
-3.38705831066321e-02, -7.39172371988417e-03 
-2.93545053590812e-02, -5.76054368519032e-03 
-2.48384276115302e-02, -4.49767594990423e-03 
-2.03223498639793e-02, -3.53890265086290e-03 
-1.58062721164283e-02, -2.85523960358911e-03 
-1.12901943688774e-02, -2.22505551858306e-03 
-6.77411662132643e-03, -1.55808929377366e-03 
-2.25803887377549e-03, -6.46961403346755e-04 
2.25803887377546e-03, 6.46961403346748e-04 
6.77411662132641e-03, 2.17945056816632e-03 
1.12901943688774e-02, 3.35745576267247e-03 
1.58062721164283e-02, 4.17549243490261e-03 
2.03223498639792e-02, 4.93926083509606e-03 
2.48384276115302e-02, 5.56287144689370e-03 
2.93545053590811e-02, 6.31358055149559e-03 
3.38705831066321e-02, 7.33821193056280e-03 
3.83866608541831e-02, 8.59428127107944e-03 
4.29027386017340e-02, 9.68172648548336e-03 
4.74188163492849e-02, 1.06793056492975e-02 
5.19348940968359e-02, 1.17435775989155e-02 
5.64509718443868e-02, 1.29277896160664e-02 
6.09670495919378e-02, 1.43342629309874e-02 
6.54831273394887e-02, 1.58735051479832e-02 
6.99992050870397e-02, 1.76093026317734e-02 
7.45152828345906e-02, 1.90087903977787e-02 
7.90313605821416e-02, 1.99217336161244e-02 
8.35474383296925e-02, 2.07144360710229e-02 
8.80635160772435e-02, 2.16279514023512e-02 
9.25795938247944e-02, 2.28593616288892e-02 
9.70956715723454e-02, 2.41466319657560e-02 
1.01611749319896e-01, 2.53543976514957e-02 
1.06127827067447e-01, 2.65369921183089e-02 
1.10643904814998e-01, 2.86457650998802e-02 
1.15159982562549e-01, 3.18184437570997e-02 
1.19676060310100e-01, 3.48283059453991e-02 
1.24192138057651e-01, 3.74002778631279e-02 
1.28708215805202e-01, 3.97889186406265e-02 
1.33224293552753e-01, 4.21166353839017e-02 
1.37740371300304e-01, 4.46437148927276e-02 
1.42256449047855e-01, 4.84128113703938e-02 
1.46772526795406e-01, 5.29014592544434e-02 
1.51288604542957e-01, 5.67138939629062e-02 
1.55804682290508e-01, 5.99879592576603e-02 
1.60320760038059e-01, 6.32582073545398e-02 
1.64836837785610e-01, 6.72426908874765e-02 
1.69352915533161e-01, 7.21716319381877e-02 
1.73868993280711e-01, 7.72256279177232e-02 
1.78385071028262e-01, 8.21221331528360e-02 
1.82901148775813e-01, 8.71942678293950e-02 
1.87417226523364e-01, 9.38488916730452e-02 
1.91933304270915e-01, 1.02293106769533e-01 
1.96449382018466e-01, 1.11033765858653e-01 
2.00965459766017e-01, 1.20427565438181e-01 
2.05481537513568e-01, 1.31149636454336e-01 
2.09997615261119e-01, 1.45497406693132e-01 
2.14513693008670e-01, 1.57277316321778e-01 
2.19029770756221e-01, 1.71742700101456e-01 
2.23545848503772e-01, 1.88066142991700e-01 
