Strain, Fz 
-1.05806315740040e-01, -2.81547968475693e-01 
-1.03668814411958e-01, -2.65700143889401e-01 
-1.01531313083877e-01, -2.49093633693336e-01 
-9.93938117557949e-02, -2.32437787767567e-01 
-9.72563104277133e-02, -2.16397644275183e-01 
-9.51188090996317e-02, -2.03636148048536e-01 
-9.29813077715501e-02, -1.93161181431334e-01 
-9.08438064434685e-02, -1.80734257879398e-01 
-8.87063051153869e-02, -1.68541595867669e-01 
-8.65688037873053e-02, -1.57413233242767e-01 
-8.44313024592237e-02, -1.48642826631861e-01 
-8.22938011311421e-02, -1.41148199446712e-01 
-8.01562998030604e-02, -1.34780511008079e-01 
-7.80187984749788e-02, -1.28518028926409e-01 
-7.58812971468972e-02, -1.22209322388117e-01 
-7.37437958188156e-02, -1.15692617031130e-01 
-7.16062944907340e-02, -1.09313843218175e-01 
-6.94687931626524e-02, -1.02289812800286e-01 
-6.73312918345708e-02, -9.52209302194721e-02 
-6.51937905064892e-02, -9.02119557718180e-02 
-6.30562891784075e-02, -8.53497996875628e-02 
-6.09187878503259e-02, -8.06367586728319e-02 
-5.87812865222443e-02, -7.65739958035290e-02 
-5.66437851941627e-02, -7.30873964277662e-02 
-5.45062838660811e-02, -6.96773191462900e-02 
-5.23687825379995e-02, -6.65829891067227e-02 
-5.02312812099179e-02, -6.36704132660869e-02 
-4.80937798818363e-02, -6.08011745194384e-02 
-4.59562785537547e-02, -5.79403296074405e-02 
-4.38187772256730e-02, -5.53021040133167e-02 
-4.16812758975914e-02, -5.24611397636409e-02 
-3.95437745695098e-02, -4.96603330861692e-02 
-3.74062732414282e-02, -4.68211011506439e-02 
-3.52687719133466e-02, -4.37664820274466e-02 
-3.31312705852650e-02, -4.01571524980425e-02 
-3.09937692571834e-02, -3.62767125480721e-02 
-2.88562679291018e-02, -3.17727780071554e-02 
-2.67187666010201e-02, -2.69497799771224e-02 
-2.45812652729385e-02, -2.30551187113909e-02 
-2.24437639448569e-02, -2.00046453251420e-02 
-2.03062626167753e-02, -1.72434887971165e-02 
-1.81687612886937e-02, -1.50895090003164e-02 
-1.60312599606121e-02, -1.30302174672146e-02 
-1.38937586325305e-02, -1.11273744504779e-02 
-1.17562573044489e-02, -9.28960452314623e-03 
-9.61875597636725e-03, -7.62327127306476e-03 
-7.48125464828563e-03, -5.92259565649497e-03 
-5.34375332020402e-03, -4.20314374690126e-03 
-3.20625199212241e-03, -2.58196844093617e-03 
-1.06875066404080e-03, -9.12345736721540e-04 
1.06875066404082e-03, 9.12345736721540e-04 
3.20625199212244e-03, 2.73814627894011e-03 
5.34375332020403e-03, 4.53369271537803e-03 
7.48125464828565e-03, 6.63662713768796e-03 
9.61875597636727e-03, 9.10160453259531e-03 
1.17562573044489e-02, 1.15719337145120e-02 
1.38937586325305e-02, 1.53334956516430e-02 
1.60312599606121e-02, 1.94261071885927e-02 
1.81687612886937e-02, 2.32803954127743e-02 
2.03062626167753e-02, 2.76523200292564e-02 
2.24437639448569e-02, 3.24769592749666e-02 
2.45812652729386e-02, 3.67308621662941e-02 
2.67187666010201e-02, 4.03610043959731e-02 
2.88562679291017e-02, 4.40237946956622e-02 
3.09937692571834e-02, 4.69863982086008e-02 
3.31312705852650e-02, 5.01173820973925e-02 
3.52687719133466e-02, 5.36707866659364e-02 
3.74062732414282e-02, 5.75314421016876e-02 
3.95437745695098e-02, 6.15752318383504e-02 
4.16812758975914e-02, 6.69234091751835e-02 
4.38187772256730e-02, 7.23258025869747e-02 
4.59562785537547e-02, 7.76986581417521e-02 
4.80937798818363e-02, 8.30990603668898e-02 
5.02312812099179e-02, 8.86643263375123e-02 
5.23687825379995e-02, 9.38933339188232e-02 
5.45062838660811e-02, 9.92948474217964e-02 
5.66437851941627e-02, 1.04791228659833e-01 
5.87812865222443e-02, 1.11387888486809e-01 
6.09187878503259e-02, 1.20102261205565e-01 
6.30562891784076e-02, 1.29190502347413e-01 
6.51937905064892e-02, 1.42231250355582e-01 
6.73312918345707e-02, 1.55297786175140e-01 
6.94687931626524e-02, 1.66136705582218e-01 
7.16062944907340e-02, 1.77690722408254e-01 
7.37437958188156e-02, 1.89463188044452e-01 
7.58812971468972e-02, 2.00358371015382e-01 
7.80187984749788e-02, 2.13483997786328e-01 
8.01562998030604e-02, 2.30499251683871e-01 
8.22938011311421e-02, 2.54122549387350e-01 
8.44313024592237e-02, 2.81967255781241e-01 
8.65688037873053e-02, 3.07866859785820e-01 
8.87063051153869e-02, 3.32684675100975e-01 
9.08438064434685e-02, 3.54935700515220e-01 
9.29813077715501e-02, 3.75339949856963e-01 
9.51188090996317e-02, 3.95647948255129e-01 
9.72563104277133e-02, 4.17465570940254e-01 
9.93938117557949e-02, 4.38908520247365e-01 
1.01531313083877e-01, 4.63258463544533e-01 
1.03668814411958e-01, 4.96607081807685e-01 
1.05806315740040e-01, 5.26774400855902e-01 
