Strain, Fz 
-1.17580270372485e-01, -5.57838789954183e-01 
-1.15204911375061e-01, -5.02684375670986e-01 
-1.12829552377637e-01, -4.67167925663636e-01 
-1.10454193380213e-01, -4.26744795631623e-01 
-1.08078834382789e-01, -3.97875942220498e-01 
-1.05703475385365e-01, -3.71046860551934e-01 
-1.03328116387941e-01, -3.48644683745987e-01 
-1.00952757390517e-01, -3.28479797006682e-01 
-9.85773983930932e-02, -3.09658800976594e-01 
-9.62020393956692e-02, -2.90895553213194e-01 
-9.38266803982453e-02, -2.71692261849288e-01 
-9.14513214008214e-02, -2.51636452210637e-01 
-8.90759624033974e-02, -2.31974288782889e-01 
-8.67006034059735e-02, -2.13265906416329e-01 
-8.43252444085496e-02, -1.99668635262985e-01 
-8.19498854111256e-02, -1.88208102825186e-01 
-7.95745264137017e-02, -1.75912183764937e-01 
-7.71991674162778e-02, -1.63490876652754e-01 
-7.48238084188538e-02, -1.50956853281742e-01 
-7.24484494214299e-02, -1.37578932492968e-01 
-7.00730904240060e-02, -1.23379877082746e-01 
-6.76977314265821e-02, -1.11220685522902e-01 
-6.53223724291581e-02, -9.92101052665016e-02 
-6.29470134317342e-02, -8.96069239385187e-02 
-6.05716544343103e-02, -8.30830240393781e-02 
-5.81962954368863e-02, -7.71464594739804e-02 
-5.58209364394624e-02, -7.17787048731863e-02 
-5.34455774420385e-02, -6.67817261672138e-02 
-5.10702184446145e-02, -6.18935693632030e-02 
-4.86948594471906e-02, -5.70728272138577e-02 
-4.63195004497667e-02, -5.23688079182603e-02 
-4.39441414523427e-02, -4.76812174199717e-02 
-4.15687824549188e-02, -4.30338598623643e-02 
-3.91934234574949e-02, -3.88925967729517e-02 
-3.68180644600709e-02, -3.56652674380847e-02 
-3.44427054626470e-02, -3.30493474523828e-02 
-3.20673464652231e-02, -3.04964866166851e-02 
-2.96919874677991e-02, -2.79996209900818e-02 
-2.73166284703752e-02, -2.57227331704135e-02 
-2.49412694729513e-02, -2.39052219012439e-02 
-2.25659104755273e-02, -2.21386539234101e-02 
-2.01905514781034e-02, -2.03563924052058e-02 
-1.78151924806795e-02, -1.86208480575088e-02 
-1.54398334832556e-02, -1.68540761421563e-02 
-1.30644744858316e-02, -1.46934558311749e-02 
-1.06891154884077e-02, -1.20947091468368e-02 
-8.31375649098376e-03, -9.48980482541598e-03 
-5.93839749355982e-03, -6.78464057769655e-03 
-3.56303849613590e-03, -3.79540517100254e-03 
-1.18767949871196e-03, -1.14961866416425e-03 
1.18767949871197e-03, 1.14961866416427e-03 
3.56303849613590e-03, 3.44259550030755e-03 
5.93839749355984e-03, 5.17961502195349e-03 
8.31375649098377e-03, 6.45958721040570e-03 
1.06891154884077e-02, 8.03557523661332e-03 
1.30644744858316e-02, 9.81044931889562e-03 
1.54398334832556e-02, 1.16552013824140e-02 
1.78151924806795e-02, 1.35875882585874e-02 
2.01905514781034e-02, 1.53435939121264e-02 
2.25659104755274e-02, 1.65494613847815e-02 
2.49412694729513e-02, 1.77665408261107e-02 
2.73166284703752e-02, 1.88007587883898e-02 
2.96919874677992e-02, 1.97650724412169e-02 
3.20673464652231e-02, 2.06351235633328e-02 
3.44427054626470e-02, 2.14542816648750e-02 
3.68180644600710e-02, 2.22541298950690e-02 
3.91934234574949e-02, 2.30471722179387e-02 
4.15687824549188e-02, 2.38729171907796e-02 
4.39441414523427e-02, 2.48359962794096e-02 
4.63195004497667e-02, 2.58231054630560e-02 
4.86948594471906e-02, 2.68628508794952e-02 
5.10702184446145e-02, 2.79052284573692e-02 
5.34455774420385e-02, 2.93403578304443e-02 
5.58209364394624e-02, 3.08677984777078e-02 
5.81962954368863e-02, 3.23666380278037e-02 
6.05716544343102e-02, 3.37970698555234e-02 
6.29470134317342e-02, 3.52275016832432e-02 
6.53223724291581e-02, 3.64255714083060e-02 
6.76977314265820e-02, 3.78035528053121e-02 
7.00730904240060e-02, 3.95274967531109e-02 
7.24484494214299e-02, 4.12793503672619e-02 
7.48238084188538e-02, 4.32159113146703e-02 
7.71991674162778e-02, 4.51790833408596e-02 
7.95745264137017e-02, 4.68911868623990e-02 
8.19498854111256e-02, 4.84829197221951e-02 
8.43252444085496e-02, 5.00191344967425e-02 
8.67006034059735e-02, 5.15332166725762e-02 
8.90759624033974e-02, 5.33456114009563e-02 
9.14513214008214e-02, 5.52476759158237e-02 
9.38266803982453e-02, 5.71614055831948e-02 
9.62020393956692e-02, 5.93872767775060e-02 
9.85773983930932e-02, 6.31306117844994e-02 
1.00952757390517e-01, 6.72924802875482e-02 
1.03328116387941e-01, 7.18505561352665e-02 
1.05703475385365e-01, 7.55799304461192e-02 
1.08078834382789e-01, 7.85503135206049e-02 
1.10454193380213e-01, 8.13250942741301e-02 
1.12829552377637e-01, 8.42706336765610e-02 
1.15204911375061e-01, 8.74462099276042e-02 
1.17580270372485e-01, 9.05663496257444e-02 
