Strain, Tz 
-9.56405903831390e-02, -3.71365746077726e+00 
-9.37084572440857e-02, -3.52504358338297e+00 
-9.17763241050324e-02, -3.28566263475540e+00 
-8.98441909659791e-02, -2.99139636277701e+00 
-8.79120578269257e-02, -2.76826636653042e+00 
-8.59799246878724e-02, -2.51774948848870e+00 
-8.40477915488191e-02, -2.30995713666116e+00 
-8.21156584097658e-02, -2.18582809936880e+00 
-8.01835252707125e-02, -2.07307691080305e+00 
-7.82513921316592e-02, -1.96040751465675e+00 
-7.63192589926059e-02, -1.85733712266458e+00 
-7.43871258535525e-02, -1.75317080675719e+00 
-7.24549927144992e-02, -1.66706681449188e+00 
-7.05228595754459e-02, -1.59262287789531e+00 
-6.85907264363926e-02, -1.52478795060877e+00 
-6.66585932973393e-02, -1.45882276334766e+00 
-6.47264601582860e-02, -1.39436225355421e+00 
-6.27943270192327e-02, -1.33403542427348e+00 
-6.08621938801794e-02, -1.27875144803462e+00 
-5.89300607411260e-02, -1.22708697344029e+00 
-5.69979276020727e-02, -1.17633444840836e+00 
-5.50657944630194e-02, -1.12650609946253e+00 
-5.31336613239661e-02, -1.05310935354180e+00 
-5.12015281849128e-02, -9.85723872824417e-01 
-4.92693950458595e-02, -9.06146285811566e-01 
-4.73372619068062e-02, -8.19569530958447e-01 
-4.54051287677529e-02, -7.50356244545488e-01 
-4.34729956286995e-02, -7.10842468677858e-01 
-4.15408624896462e-02, -6.66903949930676e-01 
-3.96087293505929e-02, -6.20726413037335e-01 
-3.76765962115396e-02, -5.74548876143994e-01 
-3.57444630724863e-02, -5.26770841188941e-01 
-3.38123299334330e-02, -4.78155515677807e-01 
-3.18801967943797e-02, -4.34234661221144e-01 
-2.99480636553263e-02, -4.03861067142493e-01 
-2.80159305162730e-02, -3.73771953056924e-01 
-2.60837973772197e-02, -3.41976511012501e-01 
-2.41516642381664e-02, -3.10005732977132e-01 
-2.22195310991131e-02, -2.81151784572343e-01 
-2.02873979600598e-02, -2.50878495381586e-01 
-1.83552648210065e-02, -2.24530043311549e-01 
-1.64231316819532e-02, -2.02070100431463e-01 
-1.44909985428998e-02, -1.79610157551378e-01 
-1.25588654038465e-02, -1.57573967570864e-01 
-1.06267322647932e-02, -1.32466022055930e-01 
-8.69459912573991e-03, -1.07325719041250e-01 
-6.76246598668659e-03, -7.94779184598414e-02 
-4.83033284763327e-03, -5.15256881085206e-02 
-2.89819970857996e-03, -2.98043543852392e-02 
-9.66066569526653e-04, -9.79955197375712e-03 
9.66066569526653e-04, 9.79955197375712e-03 
2.89819970857998e-03, 2.94850401001395e-02 
4.83033284763329e-03, 4.89412366717879e-02 
6.76246598668659e-03, 6.77583403167186e-02 
8.69459912573990e-03, 8.62142097093008e-02 
1.06267322647932e-02, 1.03535942922979e-01 
1.25588654038465e-02, 1.20481446836524e-01 
1.44909985428999e-02, 1.35809197853348e-01 
1.64231316819532e-02, 1.51397887144104e-01 
1.83552648210065e-02, 1.68409158073767e-01 
2.02873979600598e-02, 1.90119913563725e-01 
2.22195310991131e-02, 2.13384644275663e-01 
2.41516642381664e-02, 2.49172324251669e-01 
2.60837973772197e-02, 2.86361869923589e-01 
2.80159305162730e-02, 3.24323035399655e-01 
2.99480636553263e-02, 3.59914217598476e-01 
3.18801967943797e-02, 3.93272550756622e-01 
3.38123299334330e-02, 4.20128968576209e-01 
3.57444630724863e-02, 4.46465214647529e-01 
3.76765962115396e-02, 4.72726983162178e-01 
3.96087293505929e-02, 4.98752629033658e-01 
4.15408624896462e-02, 5.24786873295335e-01 
4.34729956286995e-02, 5.53026640599129e-01 
4.54051287677529e-02, 5.84201895224930e-01 
4.73372619068062e-02, 6.14214854217068e-01 
4.92693950458595e-02, 6.45876637991736e-01 
5.12015281849128e-02, 6.77474544267449e-01 
5.31336613239661e-02, 7.14417123789923e-01 
5.50657944630194e-02, 7.53663574747905e-01 
5.69979276020727e-02, 7.93848911432115e-01 
5.89300607411260e-02, 8.57692021232828e-01 
6.08621938801794e-02, 9.21253087314306e-01 
6.27943270192327e-02, 1.00010134658709e+00 
6.47264601582860e-02, 1.08899163436550e+00 
6.66585932973393e-02, 1.17165033231913e+00 
6.85907264363926e-02, 1.23760674598664e+00 
7.05228595754459e-02, 1.33358893268674e+00 
7.24549927144992e-02, 1.43568006932797e+00 
7.43871258535525e-02, 1.54121972129947e+00 
7.63192589926058e-02, 1.64958827729883e+00 
7.82513921316592e-02, 1.73624822811050e+00 
8.01835252707125e-02, 1.81841090226423e+00 
8.21156584097658e-02, 1.90680015646258e+00 
8.40477915488191e-02, 2.00635883675252e+00 
8.59799246878724e-02, 2.13792166821790e+00 
8.79120578269258e-02, 2.27842358785876e+00 
8.98441909659791e-02, 2.41258099210583e+00 
9.17763241050323e-02, 2.56475625282806e+00 
9.37084572440857e-02, 2.80519087169974e+00 
9.56405903831390e-02, 3.03225037077323e+00 
