Strain, Fz 
-9.56405903831390e-02, -3.63188272349094e-01 
-9.37084572440857e-02, -3.44742212367688e-01 
-9.17763241050324e-02, -3.21331234353809e-01 
-8.98441909659791e-02, -2.92552581486866e-01 
-8.79120578269257e-02, -2.70730914113942e-01 
-8.59799246878724e-02, -2.46230864475218e-01 
-8.40477915488191e-02, -2.25909188051189e-01 
-8.21156584097658e-02, -2.13769616462070e-01 
-8.01835252707125e-02, -2.02742775722717e-01 
-7.82513921316592e-02, -1.91723934118401e-01 
-7.63192589926059e-02, -1.81643855922351e-01 
-7.43871258535525e-02, -1.71456598559240e-01 
-7.24549927144992e-02, -1.63035800323677e-01 
-7.05228595754459e-02, -1.55755332212405e-01 
-6.85907264363926e-02, -1.49121211993636e-01 
-6.66585932973393e-02, -1.42669948609874e-01 
-6.47264601582860e-02, -1.36365839673095e-01 
-6.27943270192327e-02, -1.30465996423098e-01 
-6.08621938801794e-02, -1.25059334114889e-01 
-5.89300607411260e-02, -1.20006651828513e-01 
-5.69979276020727e-02, -1.15043156385441e-01 
-5.50657944630194e-02, -1.10170043515237e-01 
-5.31336613239661e-02, -1.02991988557681e-01 
-5.12015281849128e-02, -9.64018233144824e-02 
-4.92693950458595e-02, -8.86192944597996e-02 
-4.73372619068062e-02, -8.01522609886742e-02 
-4.54051287677529e-02, -7.33833400040597e-02 
-4.34729956286995e-02, -6.95189717517572e-02 
-4.15408624896462e-02, -6.52218724953203e-02 
-3.96087293505929e-02, -6.07058017422253e-02 
-3.76765962115396e-02, -5.61897309891303e-02 
-3.57444630724863e-02, -5.15171347265960e-02 
-3.38123299334330e-02, -4.67626531222582e-02 
-3.18801967943797e-02, -4.24672813981055e-02 
-2.99480636553263e-02, -3.94968046444015e-02 
-2.80159305162730e-02, -3.65541494650611e-02 
-2.60837973772197e-02, -3.34446188240006e-02 
-2.41516642381664e-02, -3.03179406736975e-02 
-2.22195310991131e-02, -2.74960822276060e-02 
-2.02873979600598e-02, -2.45354150913283e-02 
-1.83552648210065e-02, -2.19585891757828e-02 
-1.64231316819532e-02, -1.97620516819963e-02 
-1.44909985428998e-02, -1.75655141882097e-02 
-1.25588654038465e-02, -1.54104188804954e-02 
-1.06267322647932e-02, -1.29549120250258e-02 
-8.69459912573991e-03, -1.04962406707962e-02 
-6.76246598668659e-03, -7.77278146953557e-03 
-4.83033284763327e-03, -5.03910924563709e-03 
-2.89819970857996e-03, -2.91480625016762e-03 
-9.66066569526653e-04, -9.58376583929499e-04 
9.66066569526653e-04, 9.58376583929499e-04 
2.89819970857998e-03, 2.88357795171344e-03 
4.83033284763329e-03, 4.78635506402751e-03 
6.76246598668659e-03, 6.62663016629444e-03 
8.69459912573990e-03, 8.43157728115020e-03 
1.06267322647932e-02, 1.01256081459815e-02 
1.25588654038465e-02, 1.17828445377184e-02 
1.44909985428999e-02, 1.32818679316617e-02 
1.64231316819532e-02, 1.48064105669191e-02 
1.83552648210065e-02, 1.64700788412982e-02 
2.02873979600598e-02, 1.85933473067052e-02 
2.22195310991131e-02, 2.08685914408713e-02 
2.41516642381664e-02, 2.43685549671647e-02 
2.60837973772197e-02, 2.80056181547871e-02 
2.80159305162730e-02, 3.17181442160154e-02 
2.99480636553263e-02, 3.51988906526957e-02 
3.18801967943797e-02, 3.84612689188961e-02 
3.38123299334330e-02, 4.10877728688161e-02 
3.57444630724863e-02, 4.36634050620991e-02 
3.76765962115396e-02, 4.62317534992947e-02 
3.96087293505929e-02, 4.87770096142337e-02 
4.15408624896462e-02, 5.13231066345372e-02 
4.34729956286995e-02, 5.40848993973136e-02 
4.54051287677529e-02, 5.71337769492077e-02 
4.73372619068062e-02, 6.00689843127209e-02 
4.92693950458595e-02, 6.31654434423158e-02 
5.12015281849128e-02, 6.62556554802680e-02 
5.31336613239661e-02, 6.98685658724069e-02 
5.50657944630194e-02, 7.37067902831956e-02 
5.69979276020727e-02, 7.76368358402380e-02 
5.89300607411260e-02, 8.38805642925281e-02 
6.08621938801794e-02, 9.00967094331645e-02 
6.27943270192327e-02, 9.78079114935242e-02 
6.47264601582860e-02, 1.06501203857677e-01 
6.66585932973393e-02, 1.14585059200146e-01 
6.85907264363926e-02, 1.21035464544002e-01 
7.05228595754459e-02, 1.30422330438898e-01 
7.24549927144992e-02, 1.40406639420137e-01 
7.43871258535525e-02, 1.50728206303646e-01 
7.63192589926058e-02, 1.61326434343271e-01 
7.82513921316592e-02, 1.69801604212751e-01 
8.01835252707125e-02, 1.77836949419637e-01 
8.21156584097658e-02, 1.86481241701728e-01 
8.40477915488191e-02, 1.96217881516723e-01 
8.59799246878724e-02, 2.09084463308374e-01 
8.79120578269258e-02, 2.22825270045411e-01 
8.98441909659791e-02, 2.35945595865966e-01 
9.17763241050323e-02, 2.50828032014078e-01 
9.37084572440857e-02, 2.74342056870491e-01 
9.56405903831390e-02, 2.96548021760881e-01 
