Strain, Tx, Tz 
-2.82574970912935e-01, -2.02350606776158e+00, 1.07318986383152e+00 
-2.76866385641967e-01, -1.84567610204877e+00, 9.69800395812230e-01 
-2.71157800370998e-01, -1.68407368460841e+00, 8.65690069363226e-01 
-2.65449215100030e-01, -1.58282159151703e+00, 8.01017421496269e-01 
-2.59740629829061e-01, -1.44982241626299e+00, 7.21525159265665e-01 
-2.54032044558093e-01, -1.32319270646358e+00, 6.49331134193574e-01 
-2.48323459287125e-01, -1.20164046661175e+00, 5.77655019735134e-01 
-2.42614874016156e-01, -1.09473732924511e+00, 5.14045053618132e-01 
-2.36906288745188e-01, -1.02510961526492e+00, 4.73175069867738e-01 
-2.31197703474220e-01, -9.60666529349431e-01, 4.38619874393343e-01 
-2.25489118203251e-01, -8.92089737490462e-01, 4.04159027633073e-01 
-2.19780532932283e-01, -8.07287225164878e-01, 3.61905976404471e-01 
-2.14071947661314e-01, -7.30930404704822e-01, 3.23567726046161e-01 
-2.08363362390346e-01, -6.81113369286346e-01, 2.94846817864699e-01 
-2.02654777119378e-01, -6.28200250284625e-01, 2.64283745632144e-01 
-1.96946191848409e-01, -5.77426389846081e-01, 2.38703100044563e-01 
-1.91237606577441e-01, -5.42067521683522e-01, 2.22562874484298e-01 
-1.85529021306472e-01, -5.03122403638225e-01, 2.02540251061956e-01 
-1.79820436035504e-01, -4.69130266610590e-01, 1.86432885657007e-01 
-1.74111850764536e-01, -4.43705816611635e-01, 1.75534527763041e-01 
-1.68403265493567e-01, -4.19975533343058e-01, 1.64331605422800e-01 
-1.62694680222599e-01, -3.88424220903365e-01, 1.50163089499018e-01 
-1.56986094951631e-01, -3.53692377240211e-01, 1.34454289300346e-01 
-1.51277509680662e-01, -3.26978382374449e-01, 1.21058900846041e-01 
-1.45568924409694e-01, -3.00397615901601e-01, 1.09670578321822e-01 
-1.39860339138725e-01, -2.75958144330673e-01, 1.00596476828981e-01 
-1.34151753867757e-01, -2.51685045574468e-01, 9.12159602079804e-02 
-1.28443168596789e-01, -2.35849953873062e-01, 8.38623252615978e-02 
-1.22734583325820e-01, -2.25733770770010e-01, 7.88247968369409e-02 
-1.17025998054852e-01, -2.08971453927688e-01, 7.13733072401540e-02 
-1.11317412783884e-01, -1.91099234566740e-01, 6.39340795927860e-02 
-1.05608827512915e-01, -1.76550450160199e-01, 5.91722080040999e-02 
-9.99002422419467e-02, -1.61381933007816e-01, 5.46401797459388e-02 
-9.41916569709784e-02, -1.47206986581144e-01, 4.87042214899185e-02 
-8.84830717000099e-02, -1.39252820283750e-01, 4.30745172618682e-02 
-8.27744864290416e-02, -1.29458123639669e-01, 3.92951116319227e-02 
-7.70659011580732e-02, -1.21718824315304e-01, 3.64175336397799e-02 
-7.13573158871048e-02, -1.12303683134977e-01, 3.26174788253429e-02 
-6.56487306161364e-02, -1.00821150260133e-01, 3.11038977873194e-02 
-5.99401453451680e-02, -9.07306617798491e-02, 2.94181887569691e-02 
-5.42315600741996e-02, -8.11616746394153e-02, 2.69810865695973e-02 
-4.85229748032313e-02, -6.73381783164269e-02, 2.02559332835267e-02 
-4.28143895322629e-02, -5.84333098308198e-02, 1.51530287304088e-02 
-3.71058042612945e-02, -4.49021336494327e-02, 1.32745679599275e-02 
-3.13972189903261e-02, -3.76800694883943e-02, 1.10106516779907e-02 
-2.56886337193577e-02, -3.31562568047551e-02, 9.01551375682911e-03 
-1.99800484483893e-02, -2.77659109926497e-02, 6.40262215065095e-03 
-1.42714631774209e-02, -2.11878023881354e-02, 3.64619329664328e-03 
-8.56287790645262e-03, -1.16109663160193e-02, 1.20800508375002e-03 
-2.85429263548422e-03, -3.34974892186188e-03, 6.42402283182277e-04 
2.85429263548418e-03, 3.34974892186202e-03, -6.42402283182277e-04 
8.56287790645254e-03, 1.26056004860561e-02, -3.88593908482242e-03 
1.42714631774209e-02, 2.03335405973046e-02, -5.85948649702480e-03 
1.99800484483893e-02, 2.52215015155159e-02, -8.07603665009783e-03 
2.56886337193577e-02, 3.31751003715981e-02, -9.42816346603650e-03 
3.13972189903261e-02, 4.38120913362889e-02, -9.70191737450245e-03 
3.71058042612945e-02, 5.27595314415412e-02, -8.83692405516161e-03 
4.28143895322629e-02, 6.09946562500075e-02, -1.20959750604615e-02 
4.85229748032312e-02, 6.80364540002762e-02, -1.56206940958310e-02 
5.42315600741996e-02, 7.50200003469247e-02, -1.56323288098157e-02 
5.99401453451680e-02, 8.23772660678817e-02, -1.58709980763912e-02 
6.56487306161364e-02, 9.27228801776325e-02, -1.65967843402919e-02 
7.13573158871048e-02, 1.04505481760634e-01, -1.55427900079971e-02 
7.70659011580732e-02, 1.14276661040832e-01, -1.56236788896571e-02 
8.27744864290416e-02, 1.26675593412062e-01, -1.79542283790340e-02 
8.84830717000099e-02, 1.40217193499092e-01, -1.74930461523873e-02 
9.41916569709784e-02, 1.50746491571488e-01, -1.61702759172136e-02 
9.99002422419467e-02, 1.67528496582207e-01, -1.71951280107925e-02 
