Strain, Tz 
-1.29208538989066e-01, -4.95971158815789e+00 
-1.26598265474136e-01, -4.62510621080496e+00 
-1.23987991959205e-01, -4.12286888453884e+00 
-1.21377718444274e-01, -3.77104495590096e+00 
-1.18767444929344e-01, -3.57027535767019e+00 
-1.16157171414413e-01, -3.29697149598625e+00 
-1.13546897899483e-01, -3.08330636497617e+00 
-1.10936624384552e-01, -2.87109652187410e+00 
-1.08326350869621e-01, -2.67813957843985e+00 
-1.05716077354691e-01, -2.48751624279081e+00 
-1.03105803839760e-01, -2.30074774535541e+00 
-1.00495530324829e-01, -2.13693521889337e+00 
-9.78852568098987e-02, -1.97739120521576e+00 
-9.52749832949681e-02, -1.82898612165347e+00 
-9.26647097800375e-02, -1.68952924702552e+00 
-9.00544362651068e-02, -1.52554097533072e+00 
-8.74441627501762e-02, -1.41540405697446e+00 
-8.48338892352456e-02, -1.28459215208614e+00 
-8.22236157203149e-02, -1.15038146138457e+00 
-7.96133422053843e-02, -1.05848451569688e+00 
-7.70030686904536e-02, -9.89818423293919e-01 
-7.43927951755230e-02, -9.18373539927013e-01 
-7.17825216605924e-02, -8.43994850415088e-01 
-6.91722481456618e-02, -7.87275755023537e-01 
-6.65619746307311e-02, -7.37316717161720e-01 
-6.39517011158005e-02, -6.94592490391184e-01 
-6.13414276008699e-02, -6.54011390465713e-01 
-5.87311540859392e-02, -6.15707681513746e-01 
-5.61208805710086e-02, -5.80323151513298e-01 
-5.35106070560780e-02, -5.43909245445948e-01 
-5.09003335411473e-02, -5.13182533760677e-01 
-4.82900600262167e-02, -4.82855067661752e-01 
-4.56797865112861e-02, -4.52888269076057e-01 
-4.30695129963554e-02, -4.22175167807513e-01 
-4.04592394814248e-02, -3.86094967777022e-01 
-3.78489659664942e-02, -3.39813508770489e-01 
-3.52386924515635e-02, -2.93841319747882e-01 
-3.26284189366329e-02, -2.48761421923200e-01 
-3.00181454217023e-02, -2.03642690302713e-01 
-2.74078719067716e-02, -1.72126066245554e-01 
-2.47975983918410e-02, -1.56468524700831e-01 
-2.21873248769104e-02, -1.40800133982306e-01 
-1.95770513619797e-02, -1.25558743440089e-01 
-1.69667778470491e-02, -1.10677365727202e-01 
-1.43565043321185e-02, -9.35319012310785e-02 
-1.17462308171878e-02, -7.54050140815981e-02 
-9.13595730225720e-03, -5.72354713784663e-02 
-6.52568378732659e-03, -3.91196225715726e-02 
-3.91541027239595e-03, -2.13303804123669e-02 
-1.30513675746530e-03, -6.72491917848750e-03 
1.30513675746530e-03, 6.72491917848753e-03 
3.91541027239595e-03, 2.01183961591370e-02 
6.52568378732658e-03, 3.36035855763183e-02 
9.13595730225720e-03, 4.60662325758224e-02 
1.17462308171878e-02, 5.70694020411552e-02 
1.43565043321185e-02, 7.32934105014100e-02 
1.69667778470491e-02, 9.20591116055607e-02 
1.95770513619797e-02, 1.10740698008213e-01 
2.21873248769104e-02, 1.29967901769359e-01 
2.47975983918410e-02, 1.43873049300356e-01 
2.74078719067716e-02, 1.56751180391820e-01 
3.00181454217023e-02, 1.68961914972104e-01 
3.26284189366329e-02, 1.78083489566315e-01 
3.52386924515635e-02, 1.86801374550741e-01 
3.78489659664942e-02, 1.95514608924760e-01 
4.04592394814248e-02, 2.03642496733323e-01 
4.30695129963555e-02, 2.11706810368551e-01 
4.56797865112861e-02, 2.19803040154445e-01 
4.82900600262167e-02, 2.27376116420251e-01 
5.09003335411473e-02, 2.37003462161165e-01 
5.35106070560780e-02, 2.46644402759960e-01 
5.61208805710086e-02, 2.57120205192453e-01 
5.87311540859392e-02, 2.67888945140242e-01 
6.13414276008699e-02, 2.80888703005909e-01 
6.39517011158005e-02, 2.96027209202329e-01 
6.65619746307311e-02, 3.13131412418035e-01 
6.91722481456617e-02, 3.36128957106949e-01 
7.17825216605924e-02, 3.59143739846599e-01 
7.43927951755230e-02, 3.79618242425334e-01 
7.70030686904536e-02, 3.99509197735788e-01 
7.96133422053843e-02, 4.18103223974060e-01 
8.22236157203149e-02, 4.36192763544327e-01 
8.48338892352456e-02, 4.53214658191512e-01 
8.74441627501762e-02, 4.66744618238012e-01 
9.00544362651068e-02, 4.79719586800061e-01 
9.26647097800374e-02, 4.92911817632883e-01 
9.52749832949681e-02, 5.05214571752498e-01 
9.78852568098987e-02, 5.16850789476448e-01 
1.00495530324829e-01, 5.31451733321695e-01 
1.03105803839760e-01, 5.48106653207950e-01 
1.05716077354691e-01, 5.66364585456051e-01 
1.08326350869621e-01, 5.90500878400862e-01 
1.10936624384552e-01, 6.36686494180744e-01 
1.13546897899483e-01, 6.86686538564299e-01 
1.16157171414413e-01, 7.22949947110338e-01 
1.18767444929344e-01, 7.38232443338975e-01 
1.21377718444274e-01, 7.51178873772483e-01 
1.23987991959205e-01, 7.67607396223833e-01 
1.26598265474136e-01, 7.90648665669942e-01 
1.29208538989066e-01, 8.43313263540390e-01 
