Strain, Fz 
-1.29208538989066e-01, -3.38601494008174e-01 
-1.26598265474136e-01, -3.15757851054139e-01 
-1.23987991959205e-01, -2.81469907895020e-01 
-1.21377718444274e-01, -2.57450747557341e-01 
-1.18767444929344e-01, -2.43744126778287e-01 
-1.16157171414413e-01, -2.25085562819580e-01 
-1.13546897899483e-01, -2.10498558859469e-01 
-1.10936624384552e-01, -1.96010907986954e-01 
-1.08326350869621e-01, -1.82837660275920e-01 
-1.05716077354691e-01, -1.69823728901826e-01 
-1.03105803839760e-01, -1.57072968874512e-01 
-1.00495530324829e-01, -1.45889422167938e-01 
-9.78852568098987e-02, -1.34997288536562e-01 
-9.52749832949681e-02, -1.24865614119731e-01 
-9.26647097800375e-02, -1.15344837506131e-01 
-9.00544362651068e-02, -1.04149292602218e-01 
-8.74441627501762e-02, -9.66302011312690e-02 
-8.48338892352456e-02, -8.76996200597815e-02 
-8.22236157203149e-02, -7.85370025213095e-02 
-7.96133422053843e-02, -7.22631612804320e-02 
-7.70030686904536e-02, -6.75752996856452e-02 
-7.43927951755230e-02, -6.26977289202332e-02 
-7.17825216605924e-02, -5.76198660357782e-02 
-6.91722481456618e-02, -5.37476307057589e-02 
-6.65619746307311e-02, -5.03369072073175e-02 
-6.39517011158005e-02, -4.74201071560023e-02 
-6.13414276008699e-02, -4.46496192316504e-02 
-5.87311540859392e-02, -4.20346097000161e-02 
-5.61208805710086e-02, -3.96188936830735e-02 
-5.35106070560780e-02, -3.71329017502931e-02 
-5.09003335411473e-02, -3.50351768528549e-02 
-4.82900600262167e-02, -3.29647086112948e-02 
-4.56797865112861e-02, -3.09188632851301e-02 
-4.30695129963554e-02, -2.88220675762860e-02 
-4.04592394814248e-02, -2.63588578881244e-02 
-3.78489659664942e-02, -2.31992041691648e-02 
-3.52386924515635e-02, -2.00606644357158e-02 
-3.26284189366329e-02, -1.69830417792656e-02 
-3.00181454217023e-02, -1.39027679240424e-02 
-2.74078719067716e-02, -1.17511153930104e-02 
-2.47975983918410e-02, -1.06821687687356e-02 
-2.21873248769104e-02, -9.61248146702560e-03 
-1.95770513619797e-02, -8.57194563815223e-03 
-1.69667778470491e-02, -7.55598802914238e-03 
-1.43565043321185e-02, -6.38546030980622e-03 
-1.17462308171878e-02, -5.14793047335634e-03 
-9.13595730225720e-03, -3.90748852519644e-03 
-6.52568378732659e-03, -2.67071228081029e-03 
-3.91541027239595e-03, -1.45623360290445e-03 
-1.30513675746530e-03, -4.59112922283013e-04 
1.30513675746530e-03, 4.59112922283015e-04 
3.91541027239595e-03, 1.37349095314275e-03 
6.52568378732658e-03, 2.29413022872948e-03 
9.13595730225720e-03, 3.14496012444443e-03 
1.17462308171878e-02, 3.89615090511048e-03 
1.43565043321185e-02, 5.00377045229546e-03 
1.69667778470491e-02, 6.28491237295627e-03 
1.95770513619797e-02, 7.56031174929988e-03 
2.21873248769104e-02, 8.87296064095487e-03 
2.47975983918410e-02, 9.82227062495500e-03 
2.74078719067716e-02, 1.07014657858217e-02 
3.00181454217023e-02, 1.15350975199115e-02 
3.26284189366329e-02, 1.21578310660882e-02 
3.52386924515635e-02, 1.27530045611289e-02 
3.78489659664942e-02, 1.33478605571370e-02 
4.04592394814248e-02, 1.39027547089826e-02 
4.30695129963555e-02, 1.44533086265851e-02 
4.56797865112861e-02, 1.50060414725600e-02 
4.82900600262167e-02, 1.55230584184571e-02 
5.09003335411473e-02, 1.61803211631276e-02 
5.35106070560780e-02, 1.68385120341836e-02 
5.61208805710086e-02, 1.75536992565708e-02 
5.87311540859392e-02, 1.82888854403024e-02 
6.13414276008699e-02, 1.91763841096946e-02 
6.39517011158005e-02, 2.02098959831267e-02 
6.65619746307311e-02, 2.13776067783442e-02 
6.91722481456617e-02, 2.29476583532742e-02 
7.17825216605924e-02, 2.45188867768233e-02 
7.43927951755230e-02, 2.59166892576745e-02 
7.70030686904536e-02, 2.72746527331014e-02 
7.96133422053843e-02, 2.85440743419986e-02 
8.22236157203149e-02, 2.97790544442766e-02 
8.48338892352456e-02, 3.09411460005978e-02 
8.74441627501762e-02, 3.18648417849564e-02 
9.00544362651068e-02, 3.27506480786749e-02 
9.26647097800374e-02, 3.36512869545239e-02 
9.52749832949681e-02, 3.44912008993717e-02 
9.78852568098987e-02, 3.52856101378729e-02 
1.00495530324829e-01, 3.62824224145655e-02 
1.03105803839760e-01, 3.74194604571680e-02 
1.05716077354691e-01, 3.86659367949188e-02 
1.08326350869621e-01, 4.03137311687782e-02 
1.10936624384552e-01, 4.34668416323171e-02 
1.13546897899483e-01, 4.68803646624001e-02 
1.16157171414413e-01, 4.93560820692016e-02 
1.18767444929344e-01, 5.03994241997291e-02 
1.21377718444274e-01, 5.12832821839969e-02 
1.23987991959205e-01, 5.24048639831596e-02 
1.26598265474136e-01, 5.39779006647532e-02 
1.29208538989066e-01, 5.75733338272079e-02 
