Strain, Fz 
-1.22651531634552e-01, -7.22088167549820e-01 
-1.20173722914662e-01, -6.67764205708849e-01 
-1.17695914194772e-01, -6.12476157619391e-01 
-1.15218105474882e-01, -5.38082017201022e-01 
-1.12740296754992e-01, -4.84100340427113e-01 
-1.10262488035102e-01, -4.29589826096814e-01 
-1.07784679315212e-01, -3.96926535571206e-01 
-1.05306870595322e-01, -3.67671090642680e-01 
-1.02829061875433e-01, -3.42150539695851e-01 
-1.00351253155543e-01, -3.21734809992159e-01 
-9.78734444356527e-02, -2.98752991391245e-01 
-9.53956357157627e-02, -2.74012448139875e-01 
-9.29178269958728e-02, -2.46826713605856e-01 
-9.04400182759828e-02, -2.23120486279212e-01 
-8.79622095560929e-02, -2.02228827819556e-01 
-8.54844008362029e-02, -1.86836916620934e-01 
-8.30065921163130e-02, -1.73109715433288e-01 
-8.05287833964231e-02, -1.61407492429054e-01 
-7.80509746765331e-02, -1.51414891879268e-01 
-7.55731659566432e-02, -1.41483708772109e-01 
-7.30953572367533e-02, -1.31925272160772e-01 
-7.06175485168633e-02, -1.22435891493465e-01 
-6.81397397969734e-02, -1.13155764057118e-01 
-6.56619310770834e-02, -1.03457199132212e-01 
-6.31841223571935e-02, -9.47999362689246e-02 
-6.07063136373035e-02, -8.65938596552578e-02 
-5.82285049174136e-02, -7.84424027770172e-02 
-5.57506961975237e-02, -7.00236027426328e-02 
-5.32728874776337e-02, -6.42036804100810e-02 
-5.07950787577438e-02, -5.84354544579512e-02 
-4.83172700378538e-02, -5.22814951894783e-02 
-4.58394613179639e-02, -4.57987674693349e-02 
-4.33616525980740e-02, -3.97822413848077e-02 
-4.08838438781840e-02, -3.59154655154877e-02 
-3.84060351582941e-02, -3.22375175637837e-02 
-3.59282264384041e-02, -2.93068881394768e-02 
-3.34504177185142e-02, -2.67404102934666e-02 
-3.09726089986243e-02, -2.45237123676831e-02 
-2.84948002787343e-02, -2.23070127972549e-02 
-2.60169915588444e-02, -2.01670555316002e-02 
-2.35391828389544e-02, -1.81166899127759e-02 
-2.10613741190645e-02, -1.60663280990942e-02 
-1.85835653991746e-02, -1.42979819693267e-02 
-1.61057566792846e-02, -1.27363541872837e-02 
-1.36279479593947e-02, -1.11218692910505e-02 
-1.11501392395047e-02, -9.34978106157272e-03 
-8.67233051961479e-03, -7.57708989083168e-03 
-6.19452179972485e-03, -5.35522811636579e-03 
-3.71671307983490e-03, -3.02305938211472e-03 
-1.23890435994495e-03, -9.28623555249791e-04 
1.23890435994497e-03, 9.28623555249801e-04 
3.71671307983492e-03, 2.78587066574942e-03 
6.19452179972484e-03, 4.27224887916302e-03 
8.67233051961479e-03, 5.56391914785022e-03 
1.11501392395047e-02, 6.74489212876135e-03 
1.36279479593947e-02, 8.10398928837700e-03 
1.61057566792846e-02, 9.44295221824189e-03 
1.85835653991746e-02, 1.09759376315652e-02 
2.10613741190645e-02, 1.26044211051700e-02 
2.35391828389544e-02, 1.40390491151694e-02 
2.60169915588444e-02, 1.52871532239403e-02 
2.84948002787343e-02, 1.63110186922279e-02 
3.09726089986243e-02, 1.70790768207056e-02 
3.34504177185142e-02, 1.78085132891175e-02 
3.59282264384041e-02, 1.85430031702559e-02 
3.84060351582941e-02, 1.92831885026778e-02 
4.08838438781840e-02, 2.00512882596246e-02 
4.33616525980740e-02, 2.08326282333728e-02 
4.58394613179639e-02, 2.16191076836406e-02 
4.83172700378539e-02, 2.24531545637648e-02 
5.07950787577438e-02, 2.32815410037915e-02 
5.32728874776337e-02, 2.42974482321908e-02 
5.57506961975236e-02, 2.53556540071952e-02 
5.82285049174136e-02, 2.67808201789929e-02 
6.07063136373035e-02, 2.83987771691092e-02 
6.31841223571935e-02, 3.02854348622860e-02 
6.56619310770834e-02, 3.22069389948663e-02 
6.81397397969734e-02, 3.40822147363894e-02 
7.06175485168633e-02, 3.58700395378397e-02 
7.30953572367533e-02, 3.75046960999243e-02 
7.55731659566432e-02, 3.88426039099142e-02 
7.80509746765331e-02, 4.01943931075836e-02 
8.05287833964231e-02, 4.15530848968546e-02 
8.30065921163130e-02, 4.30002058844197e-02 
8.54844008362029e-02, 4.44940938541577e-02 
8.79622095560929e-02, 4.60035826313226e-02 
9.04400182759828e-02, 4.75359887852784e-02 
9.29178269958728e-02, 4.92061886621996e-02 
9.53956357157627e-02, 5.09113095576105e-02 
9.78734444356527e-02, 5.32532209315711e-02 
1.00351253155543e-01, 5.58887579512825e-02 
1.02829061875433e-01, 5.95194643904941e-02 
1.05306870595322e-01, 6.39196218602934e-02 
1.07784679315212e-01, 6.84112022074225e-02 
1.10262488035102e-01, 7.27585674181014e-02 
1.12740296754992e-01, 7.67148856382340e-02 
1.15218105474882e-01, 7.95035435669339e-02 
1.17695914194772e-01, 8.19851367135443e-02 
1.20173722914662e-01, 8.54246758385852e-02 
1.22651531634552e-01, 9.00504317351121e-02 
