Strain, Fz 
-1.08005470136607e-01, -1.13027488994573e-01 
-1.05823541446978e-01, -1.07102609265101e-01 
-1.03641612757350e-01, -9.94990398677988e-02 
-1.01459684067721e-01, -9.46212739150253e-02 
-9.92777553780930e-02, -8.77614054012976e-02 
-9.70958266884645e-02, -8.22122525484473e-02 
-9.49138979988361e-02, -7.77568617288294e-02 
-9.27319693092077e-02, -7.33179673901615e-02 
-9.05500406195793e-02, -6.84855981940660e-02 
-8.83681119299509e-02, -6.35661308782343e-02 
-8.61861832403225e-02, -5.96925193124311e-02 
-8.40042545506940e-02, -5.64246055501159e-02 
-8.18223258610656e-02, -5.42951825368999e-02 
-7.96403971714372e-02, -5.20208944654107e-02 
-7.74584684818088e-02, -4.96191079968152e-02 
-7.52765397921804e-02, -4.71382774155697e-02 
-7.30946111025520e-02, -4.45336197019761e-02 
-7.09126824129235e-02, -4.20277528269626e-02 
-6.87307537232951e-02, -3.96580975747059e-02 
-6.65488250336667e-02, -3.72877971993060e-02 
-6.43668963440383e-02, -3.52937202578878e-02 
-6.21849676544099e-02, -3.33878872893531e-02 
-6.00030389647815e-02, -3.15387831332247e-02 
-5.78211102751530e-02, -2.97239042011148e-02 
-5.56391815855246e-02, -2.78706203257508e-02 
-5.34572528958962e-02, -2.61330154945028e-02 
-5.12753242062678e-02, -2.38432408000827e-02 
-4.90933955166394e-02, -2.16139815519927e-02 
-4.69114668270110e-02, -1.96054660393704e-02 
-4.47295381373825e-02, -1.77481891345616e-02 
-4.25476094477541e-02, -1.62488936603380e-02 
-4.03656807581257e-02, -1.52106052659962e-02 
-3.81837520684973e-02, -1.40891989753059e-02 
-3.60018233788689e-02, -1.30037392383538e-02 
-3.38198946892405e-02, -1.18569001009447e-02 
-3.16379659996120e-02, -1.07499689325660e-02 
-2.94560373099836e-02, -9.74893484344204e-03 
-2.72741086203552e-02, -8.89197303486687e-03 
-2.50921799307268e-02, -8.04036468058250e-03 
-2.29102512410984e-02, -7.28366299744953e-03 
-2.07283225514700e-02, -6.63760673975171e-03 
-1.85463938618415e-02, -6.00128617415388e-03 
-1.63644651722131e-02, -5.32484948331021e-03 
-1.41825364825847e-02, -4.62707193885574e-03 
-1.20006077929563e-02, -3.89112130532187e-03 
-9.81867910332788e-03, -3.16396877293529e-03 
-7.63675041369945e-03, -2.43091445604144e-03 
-5.45482172407104e-03, -1.70397806174257e-03 
-3.27289303444262e-03, -1.00816067808076e-03 
-1.09096434481420e-03, -3.21801068411846e-04 
1.09096434481420e-03, 3.21801068411846e-04 
3.27289303444264e-03, 9.51558138786338e-04 
5.45482172407104e-03, 1.58659749026759e-03 
7.63675041369945e-03, 2.23423629082093e-03 
9.81867910332786e-03, 3.02921880391395e-03 
1.20006077929563e-02, 4.21898539356562e-03 
1.41825364825847e-02, 5.57770997873034e-03 
1.63644651722131e-02, 6.75978865870726e-03 
1.85463938618415e-02, 8.06845954302085e-03 
2.07283225514699e-02, 9.14831558627575e-03 
2.29102512410984e-02, 1.01080281070208e-02 
2.50921799307268e-02, 1.09482015481540e-02 
2.72741086203552e-02, 1.18017387446485e-02 
2.94560373099836e-02, 1.26265383925590e-02 
3.16379659996120e-02, 1.34460073784599e-02 
3.38198946892405e-02, 1.42756089006414e-02 
3.60018233788689e-02, 1.52180919562307e-02 
3.81837520684973e-02, 1.62524798801799e-02 
4.03656807581257e-02, 1.73932643719495e-02 
4.25476094477541e-02, 1.90651548089965e-02 
4.47295381373826e-02, 2.10305519188824e-02 
4.69114668270109e-02, 2.36520392305493e-02 
4.90933955166394e-02, 2.62706908948730e-02 
5.12753242062678e-02, 2.94103694454572e-02 
5.34572528958962e-02, 3.23979890589466e-02 
5.56391815855246e-02, 3.50907932097223e-02 
5.78211102751530e-02, 3.76162523222778e-02 
6.00030389647815e-02, 4.00890832572675e-02 
6.21849676544099e-02, 4.23348662313326e-02 
6.43668963440383e-02, 4.49961287427970e-02 
6.65488250336667e-02, 4.79078032765387e-02 
6.87307537232951e-02, 5.08494739715629e-02 
7.09126824129235e-02, 5.38050937452692e-02 
7.30946111025520e-02, 5.67868077948395e-02 
7.52765397921804e-02, 5.98528062447804e-02 
7.74584684818088e-02, 6.32014954691771e-02 
7.96403971714372e-02, 6.68350786122213e-02 
8.18223258610656e-02, 7.07926639755329e-02 
8.40042545506940e-02, 7.67740691342965e-02 
8.61861832403225e-02, 8.28033709656408e-02 
8.83681119299509e-02, 8.92607517930589e-02 
9.05500406195793e-02, 9.61287274954595e-02 
9.27319693092077e-02, 1.03215832865330e-01 
9.49138979988361e-02, 1.11746205450174e-01 
9.70958266884645e-02, 1.23538606873232e-01 
9.92777553780929e-02, 1.36222665230291e-01 
1.01459684067721e-01, 1.46359242390550e-01 
1.03641612757350e-01, 1.56317184766383e-01 
1.05823541446978e-01, 1.68471128225557e-01 
1.08005470136607e-01, 1.81390458554781e-01 
