Strain, Tx, Tz 
-3.62104345167331e-01, -3.76553313672178e+00, 2.08908523842551e-02 
-3.54789105871022e-01, -3.25814042000555e+00, -6.13750316067792e-02 
-3.47473866574712e-01, -2.96205328765731e+00, -1.04252701731638e-01 
-3.40158627278402e-01, -2.68000517460960e+00, -1.53431610958805e-01 
-3.32843387982092e-01, -2.48820198822237e+00, -1.79396614193625e-01 
-3.25528148685783e-01, -2.28283094699704e+00, -2.02718749395876e-01 
-3.18212909389473e-01, -2.08724329926337e+00, -2.24872405803389e-01 
-3.10897670093163e-01, -1.90141929824331e+00, -2.40421743323196e-01 
-3.03582430796854e-01, -1.72084333388860e+00, -2.52081000264126e-01 
-2.96267191500544e-01, -1.58128142753767e+00, -2.57098412740555e-01 
-2.88951952204234e-01, -1.43172854354325e+00, -2.61102369317256e-01 
-2.81636712907924e-01, -1.28696562681035e+00, -2.63109695816264e-01 
-2.74321473611615e-01, -1.17113268505802e+00, -2.62084120921128e-01 
-2.67006234315305e-01, -1.05858740856579e+00, -2.59226890341962e-01 
-2.59690995018995e-01, -9.81546507254054e-01, -2.52218543180572e-01 
-2.52375755722685e-01, -9.14221313191031e-01, -2.46994199449022e-01 
-2.45060516426376e-01, -8.38372646913129e-01, -2.39369063588082e-01 
-2.37745277130066e-01, -7.52718212916083e-01, -2.29842186986678e-01 
-2.30430037833756e-01, -7.07104978670310e-01, -2.24594891468221e-01 
-2.23114798537447e-01, -6.66299387052890e-01, -2.17754898237523e-01 
-2.15799559241137e-01, -6.14438814405973e-01, -2.06994140063639e-01 
-2.08484319944827e-01, -5.66074544758174e-01, -1.96220949820453e-01 
-2.01169080648517e-01, -5.27888342473260e-01, -1.87300784264319e-01 
-1.93853841352208e-01, -4.78727992203637e-01, -1.76585052759591e-01 
-1.86538602055898e-01, -4.35788167584938e-01, -1.65890540073039e-01 
-1.79223362759588e-01, -4.10093471085858e-01, -1.55083801702685e-01 
-1.71908123463278e-01, -3.81609408865668e-01, -1.44673638231797e-01 
-1.64592884166969e-01, -3.51377120414250e-01, -1.35795382176109e-01 
-1.57277644870659e-01, -3.28486571362978e-01, -1.30322425872048e-01 
-1.49962405574349e-01, -3.05562848009235e-01, -1.25339655885667e-01 
-1.42647166278040e-01, -2.81775556510416e-01, -1.15018545864963e-01 
-1.35331926981730e-01, -2.57957008722597e-01, -1.00247734062232e-01 
-1.28016687685420e-01, -2.32583127309000e-01, -9.30231045631413e-02 
-1.20701448389110e-01, -2.14220905248733e-01, -8.71448596873400e-02 
-1.13386209092801e-01, -1.99857776769380e-01, -8.11941072361102e-02 
-1.06070969796491e-01, -1.86236711609530e-01, -7.50409670616472e-02 
-9.87557305001812e-02, -1.71982256397640e-01, -6.73395644547752e-02 
-9.14404912038715e-02, -1.54628348919033e-01, -5.85973951284168e-02 
-8.41252519075618e-02, -1.37903633839914e-01, -5.11797145343187e-02 
-7.68100126112521e-02, -1.25533524824302e-01, -4.69261807944714e-02 
-6.94947733149423e-02, -1.11214601463118e-01, -4.07161175701164e-02 
-6.21795340186326e-02, -9.83390913429524e-02, -3.34928099179876e-02 
-5.48642947223229e-02, -8.53397740296969e-02, -2.72248219537950e-02 
-4.75490554260131e-02, -7.23236173988921e-02, -2.23285971940486e-02 
-4.02338161297035e-02, -6.05240138232433e-02, -1.82446947498326e-02 
-3.29185768333938e-02, -5.08491164401985e-02, -1.34050770234611e-02 
-2.56033375370840e-02, -4.21584318939702e-02, -7.63703267891035e-03 
-1.82880982407743e-02, -3.19126141344017e-02, -5.67986613018267e-03 
-1.09728589444646e-02, -1.73794794796348e-02, -5.34235667744006e-03 
-3.65761964815487e-03, -5.61571833145475e-03, -2.41678813897135e-03 
3.65761964815487e-03, 5.61571833145481e-03, 2.41678813897129e-03 
1.09728589444646e-02, 2.10980128055194e-02, 6.50761859709897e-03 
1.82880982407743e-02, 3.30789173900822e-02, 6.86275906244804e-03 
2.56033375370840e-02, 4.15630560789642e-02, 5.99556045766277e-03 
3.29185768333938e-02, 4.97500704099289e-02, 8.69403868011611e-03 
4.02338161297036e-02, 5.77257484105491e-02, 1.24825190916255e-02 
4.75490554260133e-02, 6.74599041080678e-02, 1.12744090934373e-02 
5.48642947223229e-02, 7.73533124487151e-02, 1.15300098267948e-02 
6.21795340186327e-02, 8.74604444413239e-02, 1.26988619018619e-02 
6.94947733149424e-02, 1.01388412485884e-01, 1.31215141600843e-02 
7.68100126112521e-02, 1.19091354528768e-01, 1.41174727037431e-02 
8.41252519075618e-02, 1.43055505937529e-01, 1.60100954763449e-02 
9.14404912038716e-02, 1.60327537996050e-01, 1.50632721433209e-02 
9.87557305001813e-02, 1.71876547051281e-01, 1.62877594546158e-02 
1.06070969796491e-01, 1.85312012830786e-01, 2.04474935276749e-02 
1.13386209092801e-01, 1.98360824152921e-01, 2.31489095904273e-02 
1.20701448389110e-01, 2.10114537541501e-01, 2.19861738166020e-02 
1.28016687685420e-01, 2.25822758697593e-01, 2.05196643640877e-02 
1.35331926981730e-01, 2.48610390751946e-01, 2.01577544732243e-02 
1.42647166278040e-01, 2.81398763483158e-01, 2.58784321530936e-02 
1.49962405574349e-01, 3.07021875254726e-01, 2.92278381335267e-02 
1.57277644870659e-01, 3.25252505557962e-01, 2.94656355763794e-02 
1.64592884166969e-01, 3.56941307221837e-01, 3.16396383448899e-02 
1.71908123463279e-01, 4.00380377866356e-01, 3.54348840081564e-02 
1.79223362759588e-01, 4.44624366869080e-01, 4.14929644865843e-02 
1.86538602055898e-01, 4.81421325948706e-01, 4.53621176987696e-02 
1.93853841352208e-01, 5.11950829930503e-01, 4.60212172733585e-02 
2.01169080648517e-01, 5.60609456152223e-01, 5.25570083662396e-02 
2.08484319944827e-01, 6.15954862747552e-01, 6.18208991726660e-02 
2.15799559241137e-01, 6.68215975575570e-01, 6.76169869838215e-02 
2.23114798537447e-01, 7.19398699742998e-01, 7.43985756822233e-02 
2.30430037833756e-01, 7.79249588356545e-01, 8.49673668951014e-02 
2.37745277130066e-01, 8.60767905867212e-01, 1.02162695998098e-01 
2.45060516426376e-01, 9.42052167727419e-01, 1.20790425161759e-01 
2.52375755722685e-01, 9.99413172077943e-01, 1.34418003060199e-01 
2.59690995018995e-01, 1.07719594616578e+00, 1.49448687371353e-01 
2.67006234315305e-01, 1.17242386518063e+00, 1.68041371473145e-01 
2.74321473611615e-01, 1.26952271426793e+00, 1.88751339754104e-01 
2.81636712907924e-01, 1.41963180856978e+00, 2.25078418297661e-01 
2.88951952204234e-01, 1.61789931450194e+00, 2.75229038286360e-01 
2.96267191500544e-01, 1.79185548151014e+00, 3.18451937258185e-01 
3.03582430796854e-01, 1.99141873596537e+00, 3.71848938217543e-01 
3.10897670093163e-01, 2.31567279728783e+00, 4.73011662304014e-01 
3.18212909389473e-01, 2.55157672711493e+00, 5.47276483203600e-01 
3.25528148685783e-01, 2.75159478808679e+00, 6.08034370645670e-01 
3.32843387982092e-01, 3.04303469422366e+00, 7.03581662244195e-01 
3.40158627278402e-01, 3.39986919817261e+00, 8.25258731925486e-01 
3.47473866574712e-01, 3.80972309546355e+00, 9.73342303928399e-01 
3.54789105871022e-01, 4.27488839925574e+00, 1.14412993869120e+00 
3.62104345167331e-01, 4.64998915996015e+00, 1.28264110729785e+00 
