Strain, Tz 
-1.22651531634552e-01, -1.22143537932579e+01 
-1.20173722914662e-01, -1.12954464919119e+01 
-1.17695914194772e-01, -1.03602313613348e+01 
-1.15218105474882e-01, -9.10183052879025e+00 
-1.12740296754992e-01, -8.18871308953472e+00 
-1.10262488035102e-01, -7.26665019278077e+00 
-1.07784679315212e-01, -6.71414011927341e+00 
-1.05306870595322e-01, -6.21927485102135e+00 
-1.02829061875433e-01, -5.78758651672674e+00 
-1.00351253155543e-01, -5.44224787699446e+00 
-9.78734444356527e-02, -5.05350301754533e+00 
-9.53956357157627e-02, -4.63500876450277e+00 
-9.29178269958728e-02, -4.17515331381061e+00 
-9.04400182759828e-02, -3.77415484757962e+00 
-8.79622095560929e-02, -3.42076571973944e+00 
-8.54844008362029e-02, -3.16040658718045e+00 
-8.30065921163130e-02, -2.92820656032490e+00 
-8.05287833964231e-02, -2.73025969127937e+00 
-7.80509746765331e-02, -2.56123163637587e+00 
-7.55731659566432e-02, -2.39324247728456e+00 
-7.30953572367533e-02, -2.23155844515667e+00 
-7.06175485168633e-02, -2.07104251655104e+00 
-6.81397397969734e-02, -1.91406617370543e+00 
-6.56619310770834e-02, -1.75001182604642e+00 
-6.31841223571935e-02, -1.60357143795332e+00 
-6.07063136373035e-02, -1.46476301050877e+00 
-5.82285049174136e-02, -1.32687849347098e+00 
-5.57506961975237e-02, -1.18447178088962e+00 
-5.32728874776337e-02, -1.08602592120980e+00 
-5.07950787577438e-02, -9.88454522445807e-01 
-4.83172700378538e-02, -8.84358320468864e-01 
-4.58394613179639e-02, -7.74700894301819e-01 
-4.33616525980740e-02, -6.72929418870863e-01 
-4.08838438781840e-02, -6.07521660331670e-01 
-3.84060351582941e-02, -5.45307986802391e-01 
-3.59282264384041e-02, -4.95735446724801e-01 
-3.34504177185142e-02, -4.52322647813975e-01 
-3.09726089986243e-02, -4.14826488847443e-01 
-2.84948002787343e-02, -3.77330302061215e-01 
-2.60169915588444e-02, -3.41132236063469e-01 
-2.35391828389544e-02, -3.06449641611284e-01 
-2.10613741190645e-02, -2.71767111524312e-01 
-1.85835653991746e-02, -2.41854967511192e-01 
-1.61057566792846e-02, -2.15439530892177e-01 
-1.36279479593947e-02, -1.88129999172003e-01 
-1.11501392395047e-02, -1.58154556337710e-01 
-8.67233051961479e-03, -1.28168914557862e-01 
-6.19452179972485e-03, -9.05854074286307e-02 
-3.71671307983490e-03, -5.11360225669799e-02 
-1.23890435994495e-03, -1.57079663596500e-02 
1.23890435994497e-03, 1.57079663596502e-02 
3.71671307983492e-03, 4.71238990789509e-02 
6.19452179972484e-03, 7.22664650218718e-02 
8.67233051961479e-03, 9.41154834035356e-02 
1.11501392395047e-02, 1.14092021529168e-01 
1.36279479593947e-02, 1.37081587475507e-01 
1.61057566792846e-02, 1.59730576444431e-01 
1.85835653991746e-02, 1.85661518176616e-01 
2.10613741190645e-02, 2.13207840339153e-01 
2.35391828389544e-02, 2.37475034933005e-01 
2.60169915588444e-02, 2.58587117695799e-01 
2.84948002787343e-02, 2.75906131672720e-01 
3.09726089986243e-02, 2.88898082152739e-01 
3.34504177185142e-02, 3.01236734820486e-01 
3.59282264384041e-02, 3.13660867591188e-01 
3.84060351582941e-02, 3.26181340753709e-01 
4.08838438781840e-02, 3.39173995392682e-01 
4.33616525980740e-02, 3.52390612560858e-01 
4.58394613179639e-02, 3.65694165628752e-01 
4.83172700378539e-02, 3.79802337084556e-01 
5.07950787577438e-02, 3.93814760374023e-01 
5.32728874776337e-02, 4.10999158161488e-01 
5.57506961975236e-02, 4.28899049480619e-01 
5.82285049174136e-02, 4.53006194035537e-01 
6.07063136373035e-02, 4.80374457341405e-01 
6.31841223571935e-02, 5.12287879533915e-01 
6.56619310770834e-02, 5.44790740465954e-01 
6.81397397969734e-02, 5.76511633282407e-01 
7.06175485168633e-02, 6.06753265297197e-01 
7.30953572367533e-02, 6.34404007238477e-01 
7.55731659566432e-02, 6.57035148515074e-01 
7.80509746765331e-02, 6.79901097932671e-01 
8.05287833964231e-02, 7.02883806909141e-01 
8.30065921163130e-02, 7.27362324239990e-01 
8.54844008362029e-02, 7.52631920128518e-01 
8.79622095560929e-02, 7.78165408696550e-01 
9.04400182759828e-02, 8.04086552070071e-01 
9.29178269958728e-02, 8.32338520623153e-01 
9.53956357157627e-02, 8.61181189445016e-01 
9.78734444356527e-02, 9.00795374193497e-01 
1.00351253155543e-01, 9.45376331257527e-01 
1.02829061875433e-01, 1.00679089939602e+00 
1.05306870595322e-01, 1.08122097940210e+00 
1.07784679315212e-01, 1.15719750680711e+00 
1.10262488035102e-01, 1.23073458875641e+00 
1.12740296754992e-01, 1.29765698498315e+00 
1.15218105474882e-01, 1.34482803151213e+00 
1.17695914194772e-01, 1.38680497840834e+00 
1.20173722914662e-01, 1.44498588989115e+00 
1.22651531634552e-01, 1.52323203990514e+00 
