Strain, Tx, Tz 
-3.81826265479809e-01, -1.72893903209315e+00, 6.97775589709007e-01 
-3.74112603550924e-01, -1.50357530013617e+00, 5.90960293959139e-01 
-3.66398941622039e-01, -1.38023068309683e+00, 5.29204653315991e-01 
-3.58685279693154e-01, -1.23742895600483e+00, 4.61111965353950e-01 
-3.50971617764269e-01, -1.15454756970779e+00, 4.18707413655308e-01 
-3.43257955835384e-01, -1.06998804977633e+00, 3.78674468215827e-01 
-3.35544293906499e-01, -9.60481471075465e-01, 3.31942567326834e-01 
-3.27830631977614e-01, -8.62022136138619e-01, 2.89579328840013e-01 
-3.20116970048729e-01, -7.94687261048945e-01, 2.61012412330949e-01 
-3.12403308119844e-01, -7.43842899847584e-01, 2.42183986745296e-01 
-3.04689646190959e-01, -6.98467294446370e-01, 2.26698790920631e-01 
-2.96975984262074e-01, -6.59444801400420e-01, 2.12608370953315e-01 
-2.89262322333189e-01, -6.10188396577577e-01, 1.91533285247235e-01 
-2.81548660404303e-01, -5.34892891796131e-01, 1.60075735056668e-01 
-2.73834998475418e-01, -4.95454433926277e-01, 1.45109228761333e-01 
-2.66121336546533e-01, -4.73127297907693e-01, 1.39047382266654e-01 
-2.58407674617648e-01, -4.44427841993004e-01, 1.32206829242382e-01 
-2.50694012688763e-01, -4.19654919752711e-01, 1.25173190745299e-01 
-2.42980350759878e-01, -3.99337356134703e-01, 1.17410464641888e-01 
-2.35266688830993e-01, -3.80978605344225e-01, 1.09210158319115e-01 
-2.27553026902108e-01, -3.61679744015975e-01, 1.02377882147281e-01 
-2.19839364973223e-01, -3.43297885790806e-01, 9.84703747600281e-02 
-2.12125703044338e-01, -3.26218666903914e-01, 9.32705060304236e-02 
-2.04412041115453e-01, -3.01212320445523e-01, 8.34695746400183e-02 
-1.96698379186568e-01, -2.70159573847093e-01, 7.53395671063353e-02 
-1.88984717257683e-01, -2.50337951721877e-01, 6.98595089713425e-02 
-1.81271055328798e-01, -2.35223719296741e-01, 6.56569636031915e-02 
-1.73557393399913e-01, -2.16589292885388e-01, 6.11749997433645e-02 
-1.65843731471028e-01, -2.02533178098892e-01, 5.77232792624463e-02 
-1.58130069542143e-01, -1.93708014471550e-01, 5.54738066181003e-02 
-1.50416407613258e-01, -1.76839224429003e-01, 5.20422612597159e-02 
-1.42702745684373e-01, -1.57868913434536e-01, 4.69358220689075e-02 
-1.34989083755488e-01, -1.47288875986971e-01, 4.34725451096797e-02 
-1.27275421826603e-01, -1.43506603212458e-01, 4.10966987129887e-02 
-1.19561759897718e-01, -1.37442370526019e-01, 3.93850715456652e-02 
-1.11848097968833e-01, -1.26907687705522e-01, 3.49025609986304e-02 
-1.04134436039948e-01, -1.13628255219898e-01, 2.76441244990630e-02 
-9.64207741110628e-02, -1.06334125696121e-01, 2.75239634544228e-02 
-8.87071121821778e-02, -9.64325661124533e-02, 2.73241921219499e-02 
-8.09934502532928e-02, -8.42346921233991e-02, 2.51637331250682e-02 
-7.32797883244078e-02, -7.52423951203988e-02, 2.20616235952342e-02 
-6.55661263955227e-02, -6.31904679597140e-02, 2.25535200923013e-02 
-5.78524644666377e-02, -5.23720410369796e-02, 2.19696329052444e-02 
-5.01388025377527e-02, -4.70540401263563e-02, 1.82404919622219e-02 
-4.24251406088677e-02, -3.88816735813067e-02, 1.46401389311175e-02 
-3.47114786799826e-02, -2.36050803959871e-02, 1.26367847381557e-02 
-2.69978167510976e-02, -2.18744549310505e-02, 1.21821962660793e-02 
-1.92841548222126e-02, -2.22013246120448e-02, 8.29412104747544e-03 
-1.15704928933275e-02, -1.53641854633284e-02, 3.19780466762268e-03 
-3.85683096444249e-03, -5.16509155623211e-03, 2.41178757490664e-03 
3.85683096444249e-03, 5.16509155623211e-03, -2.41178757490666e-03 
1.15704928933275e-02, 1.49303696427100e-02, -6.66675125787352e-03 
1.92841548222126e-02, 2.26752732901576e-02, -9.26217598909896e-03 
2.69978167510977e-02, 2.75981695253187e-02, -1.10246102823686e-02 
3.47114786799826e-02, 3.30751718800024e-02, -1.38334406208397e-02 
4.24251406088676e-02, 3.84585222969053e-02, -1.78905202886652e-02 
5.01388025377527e-02, 4.68006736038911e-02, -2.04469251531415e-02 
5.78524644666378e-02, 5.62693908390460e-02, -2.40772495531121e-02 
6.55661263955227e-02, 6.85166270290610e-02, -3.28751288389437e-02 
7.32797883244077e-02, 7.73398188397913e-02, -3.80347147399768e-02 
8.09934502532928e-02, 8.41722170143417e-02, -4.23980952279339e-02 
8.87071121821778e-02, 1.01151956100595e-01, -4.66741867379059e-02 
9.64207741110628e-02, 1.16052498693312e-01, -5.12558935031611e-02 
1.04134436039948e-01, 1.18796031622933e-01, -5.57053655365572e-02 
1.11848097968833e-01, 1.25942085778323e-01, -5.84835065483153e-02 
1.19561759897718e-01, 1.37514035507704e-01, -6.24520730941543e-02 
1.27275421826603e-01, 1.47153159522352e-01, -6.80046122352192e-02 
1.34989083755488e-01, 1.55272489786906e-01, -7.33951635924330e-02 
1.42702745684373e-01, 1.62515265531856e-01, -7.58903301145285e-02 
1.50416407613258e-01, 1.78286494833340e-01, -8.10008063597514e-02 
1.58130069542143e-01, 1.90792676337999e-01, -8.71294429297686e-02 
1.65843731471028e-01, 2.03875086005138e-01, -9.46597663719455e-02 
1.73557393399913e-01, 2.23361565580771e-01, -1.03834196133521e-01 
1.81271055328798e-01, 2.41067481396965e-01, -1.10249467618853e-01 
1.88984717257683e-01, 2.53316665025017e-01, -1.14717753787157e-01 
1.96698379186568e-01, 2.66375914866309e-01, -1.19593367655697e-01 
2.04412041115453e-01, 2.84533480781337e-01, -1.23866634793332e-01 
2.12125703044338e-01, 3.09453944329939e-01, -1.32243116536914e-01 
2.19839364973223e-01, 3.40742174935606e-01, -1.44209667784244e-01 
