Strain,Fx,Fz
-0.497024609497015,-0.089047342762635,0.0521621252460239
-0.487024609497015,-0.0801710712620986,0.0473428613898812
-0.477024609497015,-0.075520338076685,0.0450321341273002
-0.467024609497015,-0.0694478168924846,0.0419060874250728
-0.456024609497015,-0.0648023810467789,0.0394445613900713
-0.446024609497015,-0.0590050857887907,0.0363678433914958
-0.436024609497015,-0.0549063495252101,0.0343452644790154
-0.426024609497015,-0.0510476269439241,0.0321432034620746
-0.416024609497015,-0.0475715354814583,0.0299509967879417
-0.406024609497015,-0.0434979903281336,0.0276836528979721
-0.396024609497015,-0.0394145113295487,0.0255243961801058
-0.386024609497015,-0.0356959303789588,0.0233391134256551
-0.375024609497015,-0.0328269896697971,0.0217492751250817
-0.365024609497015,-0.0302582027825249,0.0197310230156644
-0.355024609497015,-0.0275307116183764,0.0187881883893473
-0.345024609497015,-0.0245282454776326,0.0168037388396809
-0.335024609497015,-0.0226491958495631,0.0153751273269277
-0.325024609497015,-0.0202978043291479,0.0143510087431628
-0.315024609497015,-0.0179302915296872,0.0130439874412944
-0.305024609497015,-0.0164964883504095,0.0114382785761133
-0.294024609497015,-0.0146322421743313,0.0105692736307355
-0.284024609497015,-0.0125003625296024,0.00907883895601148
-0.274024609497015,-0.0117972944295957,0.00898419354579444
-0.264024609497015,-0.0104664908879033,0.00774914058745072
-0.254024609497015,-0.00957546591363619,0.00713187275631371
-0.244024609497015,-0.00844979176055985,0.00628754778773421
-0.234024609497015,-0.0066877489885581,0.00544472608997193
-0.223024609497015,-0.00629414295329894,0.00521184171976946
-0.213024609497015,-0.00538776483970807,0.0043128203919172
-0.203024609497015,-0.00472648509828761,0.00398544782772105
-0.193024609497015,-0.00432818777373949,0.00351944923084928
-0.183024609497015,-0.00322293042940546,0.00303477164823881
-0.173024609497015,-0.00318830814335111,0.00295848282976787
-0.163024609497015,-0.00229431176369527,0.00258652511774694
-0.153024609497015,-0.00280303840125066,0.00204542014743184
-0.142024609497015,-0.0018860397770701,0.0018592980866078
-0.132024609497015,-0.00159956109860893,0.00132204093662488
-0.122024609497015,-0.00171916927368004,0.00138219261497986
-0.112024609497015,-0.00129617966650136,0.000950746316084217
-0.102024609497015,-0.00107609561688268,0.000892725949017329
-0.092024609497015,-0.000959874933950487,0.000627740824805074
-0.082024609497015,-0.00105044436787059,0.000480948970801004
-0.071024609497015,-0.000789760202050335,0.000718106146635623
-0.061024609497015,-0.000967326366515282,0.000417617711501091
-0.051024609497015,-0.000593560874315332,0.000554563169165671
-0.041024609497015,-0.000790591038025056,0.000259778630417909
-0.031024609497015,-0.00040474842172947,0.000433357361710705
-0.021024609497015,-0.000341670101945707,0.000352731744263634
-0.011024609497015,-0.000166758323558528,0.000377918740732632
-0.00102460949701504,-7.88152199272521e-05,1.78264912573927e-05
0.00997539050298496,-0.000510125747798596,0.000201801420768819
0.019975390502985,-0.000636055326605774,0.000332085208857659
0.029975390502985,0.00016357366801348,0.000246215507923078
0.039975390502985,-0.000122511851839689,0.000256720319473215
0.049975390502985,0.000149875533640511,5.57839112971855e-05
0.059975390502985,-9.15525994252073e-05,3.18085352967422e-05
0.069975390502985,0.000686762013925583,0.000118427630875602
0.079975390502985,0.000277095754071836,0.000402522190908609
0.090975390502985,0.000593272162486488,0.000423007292178035
0.100975390502985,0.000980804085587704,0.000613596513875086
0.110975390502985,0.00131365704117642,0.000459903921282648
0.120975390502985,0.00116946861493247,0.000747345793008008
0.130975390502985,0.00197017699735491,0.000711770530681836
0.140975390502985,0.0016655829606473,0.00101643443717197
0.150975390502985,0.00226654815505826,0.000837610174414295
0.161975390502985,0.00285955495131209,0.00141951340838592
0.171975390502985,0.00327639004485967,0.0015825698594129
0.181975390502985,0.00341022275887903,0.00194334347068577
0.191975390502985,0.00392293476090531,0.00201916751444409
0.201975390502985,0.00487794075199511,0.00250134863302881
0.211975390502985,0.0061444235239454,0.00303881772830001
0.221975390502985,0.0057953625441535,0.00331890392128265
0.231975390502985,0.00730663675784221,0.00401930587659358
0.242975390502985,0.00774736476513903,0.00465601265554014
0.252975390502985,0.00894181950620773,0.00527398548092473
0.262975390502985,0.0101375960793,0.00591117580598668
0.272975390502985,0.0112754711176444,0.0062085726912225
0.282975390502985,0.0126446803714365,0.0070621206541797
0.292975390502985,0.0144559018166413,0.00815106157875907
0.302975390502985,0.0161821217282936,0.00911076548938386
0.313975390502985,0.0179417003014639,0.0100959074174102
0.323975390502985,0.0202886692368629,0.0114741553653664
0.333975390502985,0.0214646378510446,0.0122479388205919
0.343975390502985,0.0250121017896504,0.0137236818521574
0.353975390502985,0.0264699696233189,0.0146832886271677
0.363975390502985,0.0304185594408138,0.0165399106837225
0.373975390502985,0.0330151205471135,0.0181552200907928
0.383975390502985,0.0362688408723444,0.0195875716786452
0.394975390502985,0.0385560763512789,0.0213437205783889
0.404975390502985,0.0433723423006661,0.0234348905365124
0.414975390502985,0.0464261732397322,0.0251270645082914
0.424975390502985,0.0509485768237513,0.0274746627056374
0.434975390502985,0.0544986066171544,0.0288155031028661
0.444975390502985,0.0595500538487684,0.031329512721331
0.454975390502985,0.0638133790007868,0.0335686919482748
0.464975390502985,0.0698503142464138,0.0369185831468937
0.475975390502985,0.0748652983289761,0.0389785411194312
0.485975390502985,0.0816086281852547,0.0421150841440648
0.495975390502985,0.0862865017211647,0.0439314799292501
0.505975390502985,0.0943960993989052,0.0479865160866697
