Strain,Fx,Fz
-0.513659574534445,-0.113334352360806,0.066683159842668
-0.503659574534445,-0.104138352357627,0.0614025331422133
-0.493659574534445,-0.0984762573402215,0.0587724527025904
-0.483659574534445,-0.0936723858208327,0.0559232929155232
-0.472659574534445,-0.0854470864401036,0.0515788031977139
-0.462659574534445,-0.0809152496039389,0.0487991302571713
-0.452659574534445,-0.0753111083892572,0.0457592441748974
-0.442659574534445,-0.0704264553456676,0.0434535006523675
-0.432659574534445,-0.0650888088280767,0.0400775003083491
-0.422659574534445,-0.0603570894452739,0.0375197925309037
-0.412659574534445,-0.0558231126254957,0.0351309896790937
-0.402659574534445,-0.0523185313590739,0.0328062753076665
-0.391659574534445,-0.0475098732741662,0.0302518677638136
-0.381659574534445,-0.0446457701571176,0.0287012745603152
-0.371659574534445,-0.041484218627261,0.0267935840237831
-0.361659574534445,-0.0375565682843765,0.0245187915514553
-0.351659574534445,-0.0349750235450041,0.0228838908867548
-0.341659574534446,-0.0316808937438729,0.020610250895048
-0.331659574534445,-0.028942834319256,0.0193533228525341
-0.321659574534445,-0.0263086173808867,0.0180589242944192
-0.310659574534445,-0.0237044500590677,0.0164386940949289
-0.300659574534445,-0.0207942925677694,0.0143313113417783
-0.290659574534445,-0.0195636210876456,0.013176588121883
-0.280659574534445,-0.017511331429972,0.0121896197260527
-0.270659574534445,-0.0156883948223148,0.0109573361887633
-0.260659574534445,-0.0142551340320432,0.0100734201204877
-0.250659574534445,-0.0132620492554586,0.00925552023136512
-0.239659574534445,-0.011426076328963,0.00800121043428991
-0.229659574534445,-0.0102056835293993,0.0073476587804336
-0.219659574534445,-0.00933350997295046,0.00649332639711551
-0.209659574534445,-0.00850286158991108,0.00579062579659007
-0.199659574534445,-0.00704825722494602,0.004961933129281
-0.189659574534445,-0.00635083047698568,0.00426260189264576
-0.179659574534445,-0.00568397059887363,0.00392470738141219
-0.169659574534445,-0.00512976062123469,0.00379044459748906
-0.158659574534445,-0.00384560348549978,0.00305647359278041
-0.148659574534445,-0.00395992794636225,0.0025805414366592
-0.138659574534445,-0.00342417983001389,0.00217670333792605
-0.128659574534445,-0.0029277022946789,0.00180250292761765
-0.118659574534445,-0.00231717549214403,0.00180418086748356
-0.108659574534445,-0.00262551116358164,0.00151455647702195
-0.0986595745344455,-0.00221652740120396,0.000763271674649906
-0.0876595745344455,-0.00225283009906302,0.000968384409731105
-0.0776595745344455,-0.00167503094267225,0.000557636715178438
-0.0676595745344455,-0.00139542144927018,0.000428636621318056
-0.0576595745344455,-0.00130494676908805,0.00053609403645394
-0.0476595745344455,-0.00143485639386916,0.000326718477076953
-0.0376595745344455,-0.00160164154464936,0.000248134110722741
-0.0276595745344455,-0.00100984669305191,0.000343998769348049
-0.0176595745344455,-0.00119557870753998,-3.17882706723132e-05
-0.00665957453444546,-0.000305114934288723,0.000447762476514365
0.00334042546555454,-0.000183119924618327,-1.1657085884938e-05
0.0133404254655545,-0.000997467068011729,-5.8046644778707e-05
0.0233404254655545,-0.00090519864035982,0.000173069263486619
0.0333404254655545,-0.000321100359888966,1.19197286348903e-05
0.0433404254655545,-0.000325742953344426,-6.15634031072773e-05
0.0533404254655545,-0.000169312845216992,-6.65213912743063e-05
0.0633404254655545,-3.03946200457858e-05,0.000266294667211524
0.0743404254655545,1.60173891409344e-05,3.17840762996888e-05
0.0843404254655545,0.000286113226658378,0.000451808702932498
0.0943404254655545,0.000557034999362095,0.000663935715036108
0.104340425465555,0.00105387427658532,0.000932712346901529
0.114340425465555,0.0009351287810042,0.000546772744888823
0.124340425465555,0.00155422866194712,0.0011752577604378
0.134340425465555,0.00124934740801297,0.00107718057586166
0.145340425465555,0.00194082905157485,0.00149373677125998
0.155340425465555,0.00230901971328456,0.00190743960571257
0.165340425465555,0.00246076390441516,0.00221356458445967
0.175340425465555,0.00264917352266678,0.00263030495326657
0.185340425465555,0.00383821742127662,0.00284528178970154
0.195340425465555,0.00441087375497666,0.00336493810700231
0.205340425465555,0.00426676204349962,0.00374704748801207
0.215340425465555,0.00527694107626127,0.00438160224596341
0.226340425465554,0.00649809264349608,0.00473480630163865
0.236340425465555,0.0076835381246541,0.00560759668355921
0.246340425465555,0.0082590576314674,0.00622746248799518
0.256340425465555,0.00979128950564482,0.00727683150845645
0.266340425465555,0.0109091938071166,0.00774659472502531
0.276340425465555,0.0121571148459789,0.00877643347060016
0.286340425465554,0.0148680854761028,0.0101851203219007
0.297340425465555,0.0165041302412329,0.0110914442717456
0.307340425465555,0.0182241994150317,0.0120367738318134
0.317340425465555,0.0204654318899808,0.0134729306023533
0.327340425465555,0.0229715745150755,0.0148276902486448
0.337340425465555,0.0256636980490327,0.0164764822778863
0.347340425465555,0.0277070321998798,0.017647549283766
0.357340425465555,0.0313387975627177,0.0202899128859059
0.367340425465555,0.0345090757794507,0.0219412387300915
0.378340425465555,0.037854897464519,0.0236707242913753
0.388340425465555,0.0425288804924275,0.0261137110260686
0.398340425465555,0.0457721055989625,0.0281213611711846
0.408340425465555,0.0497181730394814,0.0301976607107179
0.418340425465555,0.0536740308475737,0.03246174955321
0.428340425465555,0.0574685626998583,0.034814362327077
0.438340425465555,0.0635312874998139,0.0376465612280381
0.448340425465555,0.0676560021063628,0.0402507918579582
0.459340425465555,0.0737966230861852,0.0432622228854987
0.469340425465555,0.081305513133187,0.0469073391814063
0.479340425465555,0.0860092452603596,0.049152581179397
0.489340425465555,0.0927870873624664,0.0531352922194017
