Strain,Fx,Fz
-0.503238094317648,-0.0665546017714963,0.042131896549885
-0.493238094317648,-0.060794094389729,0.038501196075639
-0.483238094317648,-0.0570236514187728,0.0363375498582164
-0.473238094317648,-0.0532767429132151,0.0341467200740648
-0.462238094317648,-0.0482048096325534,0.0317608629812402
-0.452238094317648,-0.0458824128330489,0.0297766713238799
-0.442238094317648,-0.0424533436046074,0.0277541429711504
-0.432238094317648,-0.0398000408615604,0.0261775346551723
-0.422238094317648,-0.036755835226522,0.0243439968594568
-0.412238094317648,-0.0338312664088896,0.0226191450472616
-0.402238094317648,-0.031209592679218,0.0208852072018838
-0.392238094317648,-0.0290251311547879,0.0196240055445324
-0.381238094317648,-0.0263623888503596,0.0182965880270452
-0.371238094317648,-0.0241756448763896,0.0165638553771576
-0.361238094317648,-0.0226188381180628,0.0153565752761451
-0.351238094317648,-0.0198456450823457,0.0141925676085371
-0.341238094317648,-0.0186010930462679,0.0130493376192231
-0.331238094317648,-0.0166794479998008,0.012042821672064
-0.321238094317648,-0.0154501834825697,0.0109304971620958
-0.311238094317648,-0.014404634833185,0.00951905550430831
-0.300238094317648,-0.0125468842758986,0.00941810039630737
-0.290238094317648,-0.0109868866375863,0.00786014502995892
-0.280238094317648,-0.00968471456609171,0.0074335331334868
-0.270238094317648,-0.00891470578107341,0.00684294583801843
-0.260238094317648,-0.00813768400540899,0.00561475132168591
-0.250238094317648,-0.00712508344053084,0.00531096240572855
-0.240238094317648,-0.00640531131449635,0.00517099110234549
-0.229238094317648,-0.00564124138271508,0.00473119188860322
-0.219238094317648,-0.0054920815905146,0.00419286442432167
-0.209238094317648,-0.00419225525639234,0.0039099501104079
-0.199238094317648,-0.0037351426909038,0.00316296928679755
-0.189238094317648,-0.00359897100168039,0.00287646666250395
-0.179238094317648,-0.002901623660891,0.00263286470567076
-0.169238094317648,-0.00244462734628474,0.00229136492658784
-0.159238094317648,-0.00237508302361957,0.00190536726315545
-0.148238094317648,-0.00199899801634561,0.0015688256472953
-0.138238094317648,-0.0014003653264102,0.00152850374357039
-0.128238094317648,-0.00167605330677749,0.00104934272108366
-0.118238094317648,-0.00148978509111394,0.000865989090015591
-0.108238094317648,-0.00125983453434333,0.000992031740276868
-0.0982380943176477,-0.000951632463666191,0.00101743374688274
-0.0882380943176477,-0.000811121505599854,0.000763686398537093
-0.0772380943176477,-0.00101160309349157,0.000349767472669776
-0.0672380943176477,-0.000669487939945804,0.000416399135410562
-0.0572380943176477,-0.000674324498665836,0.000295157079697361
-0.0472380943176477,-0.000621691893969799,0.00043225392058706
-0.0372380943176477,-0.000273649439314446,-9.38501827577772e-05
-0.0272380943176477,-0.000150777058877344,0.00033486163404787
-0.0172380943176477,-0.00028278553875928,4.52082960973174e-05
-0.00723809431764767,-0.000200517027031762,0.000130330276383487
0.00376190568235233,1.61009659093245e-05,-0.00021900874451632
0.0137619056823523,-0.000136185443850523,-3.05952562227414e-05
0.0237619056823523,-9.10407843774568e-05,-5.39557655577193e-06
0.0337619056823523,-0.000244016902994827,-1.42732011891421e-05
0.0437619056823523,0.000335587377747649,0.000255200651901058
0.0537619056823523,7.64362772947371e-05,0.000187260646410247
0.0637619056823523,0.000157174923813509,-8.3056296832815e-05
0.0737619056823523,0.000485324346817441,-0.000321526204298069
0.0847619056823523,0.000656393886696643,0.000268158560216212
0.0947619056823523,0.000679423770570055,0.000146275182174253
0.104761905682352,0.000738503597505693,0.00024089295309501
0.114761905682352,0.000750614169675799,0.000424255514466895
0.124761905682352,0.000948977897733443,-0.000222607366579116
0.134761905682352,0.00136598321962263,0.000573745038966175
0.144761905682352,0.0010591706952506,0.000632172993023939
0.155761905682352,0.00179882014499541,0.000509900018205969
0.165761905682352,0.00214406165411617,0.000849235349678738
0.175761905682352,0.00281569196315335,0.00110498098618329
0.185761905682352,0.00253652275144992,0.00116572753489615
0.195761905682352,0.0035698420999615,0.00162101938100596
0.205761905682352,0.00351517484859839,0.00175807151571544
0.215761905682352,0.00417524603778223,0.00228704095220022
0.225761905682352,0.00505176844020469,0.00214143139183536
0.236761905682352,0.00463792813436003,0.00263020920889156
0.246761905682352,0.00648669354802104,0.00304100039523753
0.256761905682352,0.00728460324625983,0.00358796528555876
0.266761905682352,0.00805592164833573,0.00431323634454805
0.276761905682352,0.0087941103515211,0.00465946700797467
0.286761905682352,0.0100189027643956,0.00501277233218087
0.296761905682352,0.0114307517364992,0.00587835202154326
0.307761905682352,0.0122973690294967,0.00639036321340488
0.317761905682352,0.0141115968854324,0.00734456294091882
0.327761905682352,0.0153999711080913,0.00807262811064648
0.337761905682352,0.0169169906174984,0.00900835193067947
0.347761905682352,0.0190729985235193,0.00982541115714787
0.357761905682352,0.0210385638520945,0.0110064237403537
0.367761905682352,0.0220582774136695,0.0118328181119649
0.377761905682352,0.0248570181180641,0.0129251686993409
0.388761905682352,0.0270484436922474,0.0142112133508721
0.398761905682352,0.0300181028788847,0.0157597384378332
0.408761905682352,0.0321721463155895,0.0168275447762744
0.418761905682352,0.0349324135859643,0.0179818942408757
0.428761905682352,0.037473586856723,0.0193379040499106
0.438761905682352,0.0403607110788922,0.0208467948357337
0.448761905682352,0.0437810143263137,0.0229596938009638
0.458761905682352,0.0466098409998078,0.0239231830658471
0.469761905682352,0.0508015983707209,0.0260715456733895
0.479761905682352,0.0549618502018406,0.0280312107227328
0.489761905682352,0.0597464527805162,0.0301135389756675
0.499761905682352,0.0642488420951778,0.0324955281373459
