Strain,Fx,Fz
-0.496180874933444,-0.0767039744107787,0.0479717414307659
-0.486180874933445,-0.0704852598658257,0.0446977316732115
-0.476180874933444,-0.0656147606666888,0.0417411037753988
-0.466180874933445,-0.0608079841161831,0.0393906071593812
-0.455180874933444,-0.0562964959309984,0.0362515737780751
-0.445180874933444,-0.0511249268692632,0.0342010465064478
-0.435180874933444,-0.0482881026059996,0.0324137129661934
-0.425180874933444,-0.0455525882671356,0.0298735667190536
-0.415180874933445,-0.0411684722026595,0.0283131752302606
-0.405180874933444,-0.0378559679822591,0.0260044643369481
-0.395180874933445,-0.0352222225259156,0.0243818100941744
-0.385180874933444,-0.0315541863600563,0.0222960419564432
-0.374180874933444,-0.0289181432665168,0.0208166320471775
-0.364180874933444,-0.0265317301403336,0.0188106928100168
-0.354180874933444,-0.0248295068444496,0.0175977933836097
-0.344180874933444,-0.0211180150527235,0.0158128716500005
-0.334180874933444,-0.0205207160248916,0.0149783329787364
-0.324180874933444,-0.0181810707346326,0.0133265638659608
-0.314180874933444,-0.016563315381015,0.0121123984322455
-0.304180874933444,-0.014612141521203,0.0114493707495949
-0.293180874933444,-0.012755887304884,0.00985305638486998
-0.283180874933444,-0.0119141512917207,0.00870792859168309
-0.273180874933444,-0.0100289512756022,0.00791011978292299
-0.263180874933444,-0.00961989336165562,0.00698452040126213
-0.253180874933444,-0.00779873674336048,0.00675166703821743
-0.243180874933444,-0.00750473972908257,0.00609957295540382
-0.233180874933444,-0.00601199399684394,0.00542379672133876
-0.222180874933444,-0.00523209528793057,0.00471480215157077
-0.212180874933444,-0.00513902275596048,0.00397962715733184
-0.202180874933444,-0.00393323340438662,0.0036561900454408
-0.192180874933444,-0.00404302234931322,0.00279222920965516
-0.182180874933444,-0.00320045327473426,0.00246221448914659
-0.172180874933444,-0.00257421762333103,0.00254467862884867
-0.162180874933444,-0.00258501385678879,0.00219016227555089
-0.152180874933444,-0.000870210477451119,0.00176651594336913
-0.141180874933444,-0.000950467848266394,0.00183055558870894
-0.131180874933444,-0.00158838777577489,0.00126884659128907
-0.121180874933444,-0.00126988380876965,0.000653651899099005
-0.111180874933444,-0.00084170332857995,0.00108000150492172
-0.101180874933444,0.000753849323847473,0.000952040030043542
-0.0911808749334445,-0.000937264005221558,0.000325332994879414
-0.0811808749334445,-0.000742847381753765,4.47943260519605e-05
-0.0701808749334445,-0.000241548329430749,0.000657298915149132
-0.0601808749334445,-0.000144172366190221,0.000109975766676298
-0.0501808749334445,-0.00102146144316995,8.07301368000116e-05
-0.0401808749334445,-0.000535958834071443,8.90719328629132e-05
-0.0301808749334445,7.33198113977729e-05,-0.000136041672028089
-0.0201808749334445,-0.000147165691448141,-0.000321205280769956
-0.0101808749334445,0.000626765407071697,-0.000189848386099327
-0.000180874933444468,3.98213034083733e-07,4.37676105963063e-06
0.0108191250665555,-0.000383878275004951,-0.000361582105235249
0.0208191250665555,0.000379152880893655,-0.000249902213657571
0.0308191250665555,0.000424236067635384,-0.000179516691199437
0.0408191250665555,0.000323645815932905,-0.000340963319319871
0.0508191250665555,0.000535202750540867,-0.000573329982454527
0.0608191250665555,0.00065609440175428,-0.000632816190262992
0.0708191250665555,0.00117229961555238,-0.000268775330460045
0.0808191250665555,0.00074284857721837,-0.000120306347234408
0.0918191250665555,0.00114582526311082,-0.000356716836965972
0.101819125066556,0.00193515005053824,-0.000161801769115878
0.111819125066556,0.00100832522653423,-0.000261645720200926
0.121819125066556,0.00220093694264104,0.00072212730727832
0.131819125066556,0.00213693686812129,0.000266378459195643
0.141819125066556,0.00208444842619924,0.000131377470871595
0.151819125066556,0.0025261116882714,0.000769843509623601
0.162819125066556,0.00346328486700704,0.000638418092685365
0.172819125066556,0.00275363306663604,0.00106701273023265
0.182819125066556,0.00454116958526177,0.00147401760689244
0.192819125066556,0.00413342764167296,0.0017176468719301
0.202819125066556,0.00505596715577169,0.00251033475647567
0.212819125066556,0.00617330070983275,0.00261556126443239
0.222819125066556,0.00639349745854804,0.0032365419564432
0.232819125066556,0.00677642650793478,0.00353755545594039
0.243819125066556,0.00810926128357546,0.0039809114552138
0.253819125066556,0.00847155737454116,0.00479844738577841
0.263819125066556,0.0103581467794036,0.00517711361957539
0.273819125066556,0.0106602459738129,0.00593576711262568
0.283819125066556,0.0126852451297414,0.00703133721444405
0.293819125066556,0.0136305027982826,0.00719827127424306
0.303819125066556,0.0152910252434924,0.0081645627517759
0.314819125066556,0.0169421787831451,0.00918458379186558
0.324819125066556,0.0189066604318107,0.0103741453428654
0.334819125066556,0.0202411807773443,0.0110812441568188
0.344819125066556,0.0224033695267913,0.0124400718431493
0.354819125066556,0.0248580050848237,0.0136647363334935
0.364819125066556,0.0279442702814946,0.0148668793299007
0.374819125066556,0.0301710508011599,0.0165532354520658
0.384819125066556,0.0326628881845834,0.017797717359484
0.395819125066556,0.0350933790331612,0.0192860496461181
0.405819125066556,0.0401017558803912,0.0212486708363257
0.415819125066556,0.0428653052688415,0.0230857488614955
0.425819125066556,0.0461908111610569,0.0245605248553509
0.435819125066556,0.0491263958685987,0.0261317060440452
0.445819125066556,0.0534259438513004,0.0281636211445151
0.455819125066556,0.0578504110348124,0.0305095397259397
0.465819125066556,0.0624722520299475,0.0329969074686081
0.476819125066556,0.0682897518914031,0.0349346642003375
0.486819125066556,0.0718299337406358,0.0373609983347498
0.496819125066556,0.0765024119461179,0.0393064367449833
0.506819125066556,0.0848974418638171,0.0435988146236163
