Strain, Fz 
-5.32251514209339e-02, -7.61978475405147e-02 
-5.21498958366727e-02, -7.42451476572656e-02 
-5.10746402524114e-02, -7.20694921867654e-02 
-4.99993846681501e-02, -6.97215090299183e-02 
-4.89241290838888e-02, -6.69034743791310e-02 
-4.78488734996275e-02, -6.32780280503449e-02 
-4.67736179153662e-02, -6.18214811314823e-02 
-4.56983623311049e-02, -5.95071515093552e-02 
-4.46231067468436e-02, -5.72232423555205e-02 
-4.35478511625823e-02, -5.52513829404486e-02 
-4.24725955783210e-02, -5.32795235253768e-02 
-4.13973399940597e-02, -5.18439754396472e-02 
-4.03220844097984e-02, -5.05462500224605e-02 
-3.92468288255372e-02, -4.92437923571159e-02 
-3.81715732412759e-02, -4.79451914557144e-02 
-3.70963176570146e-02, -4.66480548424005e-02 
-3.60210620727533e-02, -4.53451070958524e-02 
-3.49458064884920e-02, -4.41825065875928e-02 
-3.38705509042307e-02, -4.30247169787939e-02 
-3.27952953199694e-02, -4.14355343134443e-02 
-3.17200397357081e-02, -3.97702428283310e-02 
-3.06447841514468e-02, -3.81064443717369e-02 
-2.95695285671855e-02, -3.63351508387715e-02 
-2.84942729829242e-02, -3.45458376864290e-02 
-2.74190173986629e-02, -3.28343281914621e-02 
-2.63437618144017e-02, -3.17554398582357e-02 
-2.52685062301404e-02, -3.08295304218601e-02 
-2.41932506458791e-02, -2.99036209854844e-02 
-2.31179950616178e-02, -2.89777115491088e-02 
-2.20427394773565e-02, -2.80184721598776e-02 
-2.09674838930952e-02, -2.71297999460156e-02 
-1.98922283088339e-02, -2.62411277321536e-02 
-1.88169727245726e-02, -2.53524555182917e-02 
-1.77417171403113e-02, -2.44637833044297e-02 
-1.66664615560500e-02, -2.34276197455173e-02 
-1.55912059717887e-02, -2.20639251101294e-02 
-1.45159503875274e-02, -2.07002304747414e-02 
-1.34406948032661e-02, -1.93365358393535e-02 
-1.23654392190049e-02, -1.79672906057339e-02 
-1.12901836347436e-02, -1.65875819620863e-02 
-1.02149280504823e-02, -1.52078733184388e-02 
-9.13967246622098e-03, -1.38281646747913e-02 
-8.06441688195969e-03, -1.22883278118395e-02 
-6.98916129769840e-03, -1.05960515304999e-02 
-5.91390571343710e-03, -9.04281802644605e-03 
-4.83865012917582e-03, -7.49354691794167e-03 
-3.76339454491452e-03, -5.94427580943728e-03 
-2.68813896065323e-03, -4.26221453156342e-03 
-1.61288337639194e-03, -2.55912389708862e-03 
-5.37627792130638e-04, -8.53041299029527e-04 
5.37627792130649e-04, 8.53041299029545e-04 
1.61288337639194e-03, 2.50839978113545e-03 
2.68813896065324e-03, 3.88626778257828e-03 
3.76339454491452e-03, 5.24277337106524e-03 
4.83865012917581e-03, 6.59927895955221e-03 
5.91390571343711e-03, 7.95578454803918e-03 
6.98916129769840e-03, 9.31229013652615e-03 
8.06441688195968e-03, 1.05927506182079e-02 
9.13967246622098e-03, 1.18753314330914e-02 
1.02149280504823e-02, 1.31579122479750e-02 
1.12901836347436e-02, 1.44404930628585e-02 
1.23654392190049e-02, 1.57230738777420e-02 
1.34406948032662e-02, 1.81725192589727e-02 
1.45159503875274e-02, 2.12898512476448e-02 
1.55912059717887e-02, 2.44071832363168e-02 
1.66664615560500e-02, 2.75245152249890e-02 
1.77417171403113e-02, 3.06398310014497e-02 
1.88169727245726e-02, 3.39005577911429e-02 
1.98922283088339e-02, 3.72313071296340e-02 
2.09674838930952e-02, 4.05620564681252e-02 
2.20427394773565e-02, 4.38928058066163e-02 
2.31179950616178e-02, 4.66981095553668e-02 
2.41932506458791e-02, 4.95131903785756e-02 
2.52685062301404e-02, 5.23282712017843e-02 
2.63437618144017e-02, 5.51433520249932e-02 
2.74190173986629e-02, 5.79584328482020e-02 
2.84942729829242e-02, 6.08730927680520e-02 
2.95695285671855e-02, 6.38175631908982e-02 
3.06447841514468e-02, 6.67620336137444e-02 
3.17200397357081e-02, 6.97065040365907e-02 
3.27952953199694e-02, 7.30768152023253e-02 
3.38705509042307e-02, 7.73633820213023e-02 
3.49458064884920e-02, 8.20830129134779e-02 
3.60210620727533e-02, 8.68929322592990e-02 
3.70963176570146e-02, 9.19156777061899e-02 
3.81715732412759e-02, 9.69540158821457e-02 
3.92468288255372e-02, 1.02038009356295e-01 
4.03220844097984e-02, 1.08538995173444e-01 
4.13973399940597e-02, 1.15535049307844e-01 
4.24725955783210e-02, 1.22704288664080e-01 
4.35478511625823e-02, 1.30467668694944e-01 
4.46231067468436e-02, 1.38231048725809e-01 
4.56983623311049e-02, 1.50359571703429e-01 
4.67736179153662e-02, 1.65591301380626e-01 
4.78488734996275e-02, 1.81517852931962e-01 
4.89241290838888e-02, 1.98577631276282e-01 
4.99993846681501e-02, 2.08042731731395e-01 
5.10746402524114e-02, 2.14352129218186e-01 
5.21498958366727e-02, 2.21239619678466e-01 
5.32251514209339e-02, 2.40036819186323e-01 
