Strain, Tz 
-1.07084015581614e-01, -5.73336487095340e+00 
-1.04920702135521e-01, -5.44770065583534e+00 
-1.02757388689428e-01, -4.93860344225045e+00 
-1.00594075243334e-01, -4.32026559774833e+00 
-9.84307617972413e-02, -3.95648765726940e+00 
-9.62674483511480e-02, -3.72178016360930e+00 
-9.41041349050548e-02, -3.53059392390175e+00 
-9.19408214589616e-02, -3.35546180453380e+00 
-8.97775080128684e-02, -3.17267290242222e+00 
-8.76141945667752e-02, -2.96869198208705e+00 
-8.54508811206820e-02, -2.74563872292693e+00 
-8.32875676745887e-02, -2.51539297193513e+00 
-8.11242542284955e-02, -2.27377723401960e+00 
-7.89609407824023e-02, -2.09497034773256e+00 
-7.67976273363091e-02, -1.94594276183495e+00 
-7.46343138902159e-02, -1.82628108570474e+00 
-7.24710004441227e-02, -1.73134746570890e+00 
-7.03076869980295e-02, -1.64984512360569e+00 
-6.81443735519362e-02, -1.56919947723767e+00 
-6.59810601058430e-02, -1.48688458166951e+00 
-6.38177466597498e-02, -1.39630478893746e+00 
-6.16544332136566e-02, -1.30769532997356e+00 
-5.94911197675634e-02, -1.20778974409064e+00 
-5.73278063214702e-02, -1.09935944109630e+00 
-5.51644928753770e-02, -9.99072697762213e-01 
-5.30011794292837e-02, -9.17369964649142e-01 
-5.08378659831905e-02, -8.40181380510199e-01 
-4.86745525370973e-02, -7.83560148837894e-01 
-4.65112390910041e-02, -7.28960215901143e-01 
-4.43479256449109e-02, -6.77352410224734e-01 
-4.21846121988177e-02, -6.23915733809266e-01 
-4.00212987527245e-02, -5.71314767384213e-01 
-3.78579853066313e-02, -5.19370553344837e-01 
-3.56946718605380e-02, -4.60762758142792e-01 
-3.35313584144448e-02, -3.99573215952005e-01 
-3.13680449683516e-02, -3.60369597267283e-01 
-2.92047315222584e-02, -3.19610959027207e-01 
-2.70414180761652e-02, -2.85894887049812e-01 
-2.48781046300720e-02, -2.52187121429916e-01 
-2.27147911839787e-02, -2.26158108770947e-01 
-2.05514777378855e-02, -2.02065849765933e-01 
-1.83881642917923e-02, -1.77879256905527e-01 
-1.62248508456991e-02, -1.56489686298135e-01 
-1.40615373996059e-02, -1.35097701162819e-01 
-1.18982239535127e-02, -1.06214387410248e-01 
-9.73491050741947e-03, -7.72930902187361e-02 
-7.57159706132626e-03, -5.44863572862930e-02 
-5.40828361523304e-03, -3.66011002003610e-02 
-3.24497016913982e-03, -1.87158431144289e-02 
-1.08165672304660e-03, -5.93859348982466e-03 
1.08165672304662e-03, 5.93859348982477e-03 
3.24497016913982e-03, 1.78675261996538e-02 
5.40828361523304e-03, 2.99030080362267e-02 
7.57159706132626e-03, 4.19384898727995e-02 
9.73491050741948e-03, 5.79744162002420e-02 
1.18982239535127e-02, 7.61548633040899e-02 
1.40615373996059e-02, 9.62517877405110e-02 
1.62248508456991e-02, 1.23932025064374e-01 
1.83881642917923e-02, 1.51727789588742e-01 
2.05514777378855e-02, 1.73614960555776e-01 
2.27147911839787e-02, 1.94791439407301e-01 
2.48781046300720e-02, 2.13838194334513e-01 
2.70414180761652e-02, 2.31501253031075e-01 
2.92047315222584e-02, 2.49025928373307e-01 
3.13680449683516e-02, 2.67641196239333e-01 
3.35313584144448e-02, 2.86256464105360e-01 
3.56946718605380e-02, 3.11448794078673e-01 
3.78579853066313e-02, 3.38780305488812e-01 
4.00212987527245e-02, 3.67608537802609e-01 
4.21846121988177e-02, 4.00885565229887e-01 
4.43479256449109e-02, 4.34618835965841e-01 
4.65112390910041e-02, 4.69691861155081e-01 
4.86745525370973e-02, 5.05139281531861e-01 
5.08378659831905e-02, 5.49517846399790e-01 
5.30011794292837e-02, 5.99373628416247e-01 
5.51644928753770e-02, 6.49127488041118e-01 
5.73278063214702e-02, 7.14833022234632e-01 
5.94911197675634e-02, 7.83367937186011e-01 
6.16544332136566e-02, 8.49093208765552e-01 
6.38177466597498e-02, 9.13621677181645e-01 
6.59810601058430e-02, 9.76750588231918e-01 
6.81443735519363e-02, 1.03812808665260e+00 
7.03076869980295e-02, 1.09970786409793e+00 
7.24710004441227e-02, 1.16762469539076e+00 
7.46343138902159e-02, 1.23955361999104e+00 
7.67976273363091e-02, 1.30637071127975e+00 
7.89609407824023e-02, 1.37976809853468e+00 
8.11242542284955e-02, 1.45769750482313e+00 
8.32875676745887e-02, 1.54225728357292e+00 
8.54508811206820e-02, 1.64094223368128e+00 
8.76141945667752e-02, 1.79161231283320e+00 
8.97775080128684e-02, 1.96029076785183e+00 
9.19408214589616e-02, 2.17032162952486e+00 
9.41041349050548e-02, 2.38859026388318e+00 
9.62674483511480e-02, 2.62193097057432e+00 
9.84307617972413e-02, 2.83571384595223e+00 
1.00594075243334e-01, 3.11327025899564e+00 
1.02757388689428e-01, 3.34368760031750e+00 
1.04920702135521e-01, 3.56334233390148e+00 
1.07084015581614e-01, 3.90511323371933e+00 
