Strain, Fz 
-1.07084015581614e-01, -5.34382859489109e-01 
-1.04920702135521e-01, -5.07757297787658e-01 
-1.02757388689428e-01, -4.60306484717707e-01 
-1.00594075243334e-01, -4.02673811250612e-01 
-9.84307617972413e-02, -3.68767597285920e-01 
-9.62674483511480e-02, -3.46891497573336e-01 
-9.41041349050548e-02, -3.29071831152402e-01 
-9.19408214589616e-02, -3.12748501861016e-01 
-8.97775080128684e-02, -2.95711516008584e-01 
-8.76141945667752e-02, -2.76699311144009e-01 
-8.54508811206820e-02, -2.55909453681383e-01 
-8.32875676745887e-02, -2.34449214263592e-01 
-8.11242542284955e-02, -2.11929226118584e-01 
-7.89609407824023e-02, -1.95263387236692e-01 
-7.67976273363091e-02, -1.81373151871036e-01 
-7.46343138902159e-02, -1.70219989617979e-01 
-7.24710004441227e-02, -1.61371625619370e-01 
-7.03076869980295e-02, -1.53775134621767e-01 
-6.81443735519362e-02, -1.46258492635519e-01 
-6.59810601058430e-02, -1.38586266942172e-01 
-6.38177466597498e-02, -1.30143704896747e-01 
-6.16544332136566e-02, -1.21884789386450e-01 
-5.94911197675634e-02, -1.12573009329764e-01 
-5.73278063214702e-02, -1.02466676194934e-01 
-5.51644928753770e-02, -9.31193700530853e-02 
-5.30011794292837e-02, -8.55042014510950e-02 
-5.08378659831905e-02, -7.83097777155575e-02 
-4.86745525370973e-02, -7.30323505205549e-02 
-4.65112390910041e-02, -6.79433200912388e-02 
-4.43479256449109e-02, -6.31331732769245e-02 
-4.21846121988177e-02, -5.81525651022797e-02 
-4.00212987527245e-02, -5.32498499458595e-02 
-3.78579853066313e-02, -4.84083479209482e-02 
-3.56946718605380e-02, -4.29457614829054e-02 
-3.35313584144448e-02, -3.72425412513794e-02 
-3.13680449683516e-02, -3.35885366089749e-02 
-2.92047315222584e-02, -2.97895951248981e-02 
-2.70414180761652e-02, -2.66470616633874e-02 
-2.48781046300720e-02, -2.35053024025725e-02 
-2.27147911839787e-02, -2.10792474544831e-02 
-2.05514777378855e-02, -1.88337091801136e-02 
-1.83881642917923e-02, -1.65793784432851e-02 
-1.62248508456991e-02, -1.45857464031668e-02 
-1.40615373996059e-02, -1.25918893150414e-02 
-1.18982239535127e-02, -9.89979695008214e-03 
-9.73491050741947e-03, -7.20416430830947e-03 
-7.57159706132626e-03, -5.07844451995476e-03 
-5.40828361523304e-03, -3.41143482505480e-03 
-3.24497016913982e-03, -1.74442513015484e-03 
-1.08165672304660e-03, -5.53511357093899e-04 
1.08165672304662e-03, 5.53511357093910e-04 
3.24497016913982e-03, 1.66535707345969e-03 
5.40828361523304e-03, 2.78713378642293e-03 
7.57159706132626e-03, 3.90891049938617e-03 
9.73491050741948e-03, 5.40355184147652e-03 
1.18982239535127e-02, 7.09807495814834e-03 
1.40615373996059e-02, 8.97122487778452e-03 
1.62248508456991e-02, 1.15511835417451e-02 
1.83881642917923e-02, 1.41419100108503e-02 
2.05514777378855e-02, 1.61819212905695e-02 
2.27147911839787e-02, 1.81556919431090e-02 
2.48781046300720e-02, 1.99309599735037e-02 
2.70414180761652e-02, 2.15772594897638e-02 
2.92047315222584e-02, 2.32106608747768e-02 
3.13680449683516e-02, 2.49457118084440e-02 
3.35313584144448e-02, 2.66807627421113e-02 
3.56946718605380e-02, 2.90288340111379e-02 
3.78579853066313e-02, 3.15762893973291e-02 
4.00212987527245e-02, 3.42632478527224e-02 
4.21846121988177e-02, 3.73648598157038e-02 
4.43479256449109e-02, 4.05089963012650e-02 
4.65112390910041e-02, 4.37780056724483e-02 
4.86745525370973e-02, 4.70819108466023e-02 
5.08378659831905e-02, 5.12182504879695e-02 
5.30011794292837e-02, 5.58650985354390e-02 
5.51644928753770e-02, 6.05024468248628e-02 
5.73278063214702e-02, 6.66265837037967e-02 
5.94911197675634e-02, 7.30144352797719e-02 
6.16544332136566e-02, 7.91404117975602e-02 
6.38177466597498e-02, 8.51548393190570e-02 
6.59810601058430e-02, 9.10388199766265e-02 
6.81443735519363e-02, 9.67595588189251e-02 
7.03076869980295e-02, 1.02499151239539e-01 
7.24710004441227e-02, 1.08829393833653e-01 
7.46343138902159e-02, 1.15533586794161e-01 
7.67976273363091e-02, 1.21761327241398e-01 
7.89609407824023e-02, 1.28602389438404e-01 
8.11242542284955e-02, 1.35865862095044e-01 
8.32875676745887e-02, 1.43747323921241e-01 
8.54508811206820e-02, 1.52945333644050e-01 
8.76141945667752e-02, 1.66988658907468e-01 
8.97775080128684e-02, 1.82710469250244e-01 
9.19408214589616e-02, 2.02286563737168e-01 
9.41041349050548e-02, 2.22630466417443e-01 
9.62674483511480e-02, 2.44379173657156e-01 
9.84307617972413e-02, 2.64304977583054e-01 
1.00594075243334e-01, 2.90174845105896e-01 
1.02757388689428e-01, 3.11651077737673e-01 
1.04920702135521e-01, 3.32124172905155e-01 
1.07084015581614e-01, 3.63979203039397e-01 
