Strain, Tz 
-1.14783893310946e-01, -4.63902168087212e+00 
-1.12465026779412e-01, -4.34878268788455e+00 
-1.10146160247878e-01, -3.87239348977195e+00 
-1.07827293716343e-01, -3.35036884588408e+00 
-1.05508427184809e-01, -3.04889685847564e+00 
-1.03189560653275e-01, -2.84694857158599e+00 
-1.00870694121740e-01, -2.70516481246299e+00 
-9.85518275902062e-02, -2.57375714588292e+00 
-9.62329610586720e-02, -2.39843354162322e+00 
-9.39140945271377e-02, -2.21696291947544e+00 
-9.15952279956034e-02, -2.02934051145291e+00 
-8.92763614640692e-02, -1.85172378106597e+00 
-8.69574949325349e-02, -1.74459840392895e+00 
-8.46386284010007e-02, -1.63154981792269e+00 
-8.23197618694664e-02, -1.52145582542880e+00 
-8.00008953379321e-02, -1.40926374842437e+00 
-7.76820288063979e-02, -1.29730156615779e+00 
-7.53631622748636e-02, -1.18139888245624e+00 
-7.30442957433293e-02, -1.06609120334968e+00 
-7.07254292117951e-02, -9.93510556030056e-01 
-6.84065626802608e-02, -9.20322823070716e-01 
-6.60876961487265e-02, -8.55001572144821e-01 
-6.37688296171923e-02, -8.00787190191670e-01 
-6.14499630856580e-02, -7.47388802672425e-01 
-5.91310965541237e-02, -6.95306708812391e-01 
-5.68122300225895e-02, -6.45399195546381e-01 
-5.44933634910552e-02, -6.03367643403053e-01 
-5.21744969595209e-02, -5.62662732340564e-01 
-4.98556304279867e-02, -5.25651963943067e-01 
-4.75367638964524e-02, -4.96027129670851e-01 
-4.52178973649181e-02, -4.66376417545072e-01 
-4.28990308333839e-02, -4.36844885820405e-01 
-4.05801643018496e-02, -4.07444444487507e-01 
-3.82612977703154e-02, -3.78429286317657e-01 
-3.59424312387811e-02, -3.41432949724004e-01 
-3.36235647072468e-02, -2.98937908887942e-01 
-3.13046981757126e-02, -2.55294266208881e-01 
-2.89858316441783e-02, -2.12399600894264e-01 
-2.66669651126440e-02, -1.72202080877973e-01 
-2.43480985811098e-02, -1.39754949111412e-01 
-2.20292320495755e-02, -1.19464194365928e-01 
-1.97103655180412e-02, -1.00759976583798e-01 
-1.73914989865070e-02, -8.49888856613701e-02 
-1.50726324549727e-02, -7.33524991700078e-02 
-1.27537659234384e-02, -6.17161126786455e-02 
-1.04348993919042e-02, -5.07766730559188e-02 
-8.11603286036993e-03, -3.99742686741395e-02 
-5.79716632883566e-03, -2.94692797689706e-02 
-3.47829979730140e-03, -1.84578320277106e-02 
-1.15943326576711e-03, -6.61837558576509e-03 
1.15943326576714e-03, 6.61837558576530e-03 
3.47829979730140e-03, 2.06195592056488e-02 
5.79716632883568e-03, 3.63311954582791e-02 
8.11603286036993e-03, 5.64276000918237e-02 
1.04348993919042e-02, 7.94781719918331e-02 
1.27537659234385e-02, 9.84252067970156e-02 
1.50726324549727e-02, 1.14659580409000e-01 
1.73914989865070e-02, 1.22888251808474e-01 
1.97103655180412e-02, 1.29999431451506e-01 
2.20292320495755e-02, 1.36911484377036e-01 
2.43480985811098e-02, 1.43331097971800e-01 
2.66669651126440e-02, 1.49762370605111e-01 
2.89858316441783e-02, 1.56286831245762e-01 
3.13046981757126e-02, 1.63909145235393e-01 
3.36235647072468e-02, 1.71746500658514e-01 
3.59424312387811e-02, 1.79573398415194e-01 
3.82612977703154e-02, 1.87428012628981e-01 
4.05801643018496e-02, 1.94966667651575e-01 
4.28990308333839e-02, 2.02016206883232e-01 
4.52178973649181e-02, 2.11168587783085e-01 
4.75367638964524e-02, 2.21594303567073e-01 
4.98556304279867e-02, 2.33301729181094e-01 
5.21744969595209e-02, 2.47844346421106e-01 
5.44933634910552e-02, 2.61666520833693e-01 
5.68122300225895e-02, 2.68867347316132e-01 
5.91310965541237e-02, 2.76310429898051e-01 
6.14499630856580e-02, 2.83355710235233e-01 
6.37688296171923e-02, 2.91432981970331e-01 
6.60876961487265e-02, 3.01553585668158e-01 
6.84065626802608e-02, 3.12178076929883e-01 
7.07254292117951e-02, 3.23323444307634e-01 
7.30442957433293e-02, 3.34498254737463e-01 
7.53631622748636e-02, 3.46173031509160e-01 
7.76820288063979e-02, 3.57765869965453e-01 
8.00008953379321e-02, 3.69734448220573e-01 
8.23197618694664e-02, 3.81406135075838e-01 
8.46386284010007e-02, 3.93287965024612e-01 
8.69574949325349e-02, 4.05081643107076e-01 
8.92763614640692e-02, 4.20027706359623e-01 
9.15952279956034e-02, 4.36897699195412e-01 
9.39140945271377e-02, 4.55208509293397e-01 
9.62329610586720e-02, 4.73058998365544e-01 
9.85518275902062e-02, 4.86063608022222e-01 
1.00870694121740e-01, 4.98339265039630e-01 
1.03189560653275e-01, 5.20049533552019e-01 
1.05508427184809e-01, 5.44742893639787e-01 
1.07827293716343e-01, 5.62405496568716e-01 
1.10146160247878e-01, 5.77671347039532e-01 
1.12465026779412e-01, 5.95403372338580e-01 
1.14783893310946e-01, 6.25731302463923e-01 
