Strain, Tz 
-5.32251514209339e-02, -8.20238366070395e-01 
-5.21498958366727e-02, -7.99218358112684e-01 
-5.10746402524114e-02, -7.75798325318366e-01 
-4.99993846681501e-02, -7.50523256136012e-01 
-4.89241290838888e-02, -7.20188276709427e-01 
-4.78488734996275e-02, -6.81161843955952e-01 
-4.67736179153662e-02, -6.65482717794317e-01 
-4.56983623311049e-02, -6.40569915017408e-01 
-4.46231067468436e-02, -6.15984576020811e-01 
-4.35478511625823e-02, -5.94758323614152e-01 
-4.24725955783210e-02, -5.73532071207493e-01 
-4.13973399940597e-02, -5.58078988813949e-01 
-4.03220844097984e-02, -5.44109510539182e-01 
-3.92468288255372e-02, -5.30089091566978e-01 
-3.81715732412759e-02, -5.16110189066133e-01 
-3.70963176570146e-02, -5.02147049021935e-01 
-3.60210620727533e-02, -4.88121354527934e-01 
-3.49458064884920e-02, -4.75606440103607e-01 
-3.38705509042307e-02, -4.63143313025515e-01 
-3.27952953199694e-02, -4.46036417819313e-01 
-3.17200397357081e-02, -4.28110242594297e-01 
-3.06447841514468e-02, -4.10200139204808e-01 
-2.95695285671855e-02, -3.91132895703762e-01 
-2.84942729829242e-02, -3.71871678440567e-01 
-2.74190173986629e-02, -3.53447985423265e-01 
-2.63437618144017e-02, -3.41834197997741e-01 
-2.52685062301404e-02, -3.31867165230600e-01 
-2.41932506458791e-02, -3.21900132463459e-01 
-2.31179950616178e-02, -3.11933099696318e-01 
-2.20427394773565e-02, -3.01607283748892e-01 
-2.09674838930952e-02, -2.92041094306563e-01 
-1.98922283088339e-02, -2.82474904864233e-01 
-1.88169727245726e-02, -2.72908715421904e-01 
-1.77417171403113e-02, -2.63342525979574e-01 
-1.66664615560500e-02, -2.52188653108138e-01 
-1.55912059717887e-02, -2.37509043438655e-01 
-1.45159503875274e-02, -2.22829433769171e-01 
-1.34406948032661e-02, -2.08149824099687e-01 
-1.23654392190049e-02, -1.93410464532127e-01 
-1.12901836347436e-02, -1.78558470676041e-01 
-1.02149280504823e-02, -1.63706476819956e-01 
-9.13967246622098e-03, -1.48854482963870e-01 
-8.06441688195969e-03, -1.32278774945203e-01 
-6.98916129769840e-03, -1.14062119531051e-01 
-5.91390571343710e-03, -9.73422022024996e-02 
-4.83865012917582e-03, -8.06649384259339e-02 
-3.76339454491452e-03, -6.39876746493681e-02 
-2.68813896065323e-03, -4.58809795296674e-02 
-1.61288337639194e-03, -2.75479120693478e-02 
-5.37627792130638e-04, -9.18263735644913e-03 
5.37627792130649e-04, 9.18263735644933e-03 
1.61288337639194e-03, 2.70018879055068e-02 
2.68813896065324e-03, 4.18340680082745e-02 
3.76339454491452e-03, 5.64362905562842e-02 
4.83865012917581e-03, 7.10385131042938e-02 
5.91390571343711e-03, 8.56407356523036e-02 
6.98916129769840e-03, 1.00242958200313e-01 
8.06441688195968e-03, 1.14026586573200e-01 
9.13967246622098e-03, 1.27833039457502e-01 
1.02149280504823e-02, 1.41639492341803e-01 
1.12901836347436e-02, 1.55445945226105e-01 
1.23654392190049e-02, 1.69252398110406e-01 
1.34406948032662e-02, 1.95619666243683e-01 
1.45159503875274e-02, 2.29176457930323e-01 
1.55912059717887e-02, 2.62733249616962e-01 
1.66664615560500e-02, 2.96290041303602e-01 
1.77417171403113e-02, 3.29825129298297e-01 
1.88169727245726e-02, 3.64925506809063e-01 
1.98922283088339e-02, 4.00779648144767e-01 
2.09674838930952e-02, 4.36633789480471e-01 
2.20427394773565e-02, 4.72487930816174e-01 
2.31179950616178e-02, 5.02685867339024e-01 
2.41932506458791e-02, 5.32989050031385e-01 
2.52685062301404e-02, 5.63292232723746e-01 
2.63437618144017e-02, 5.93595415416107e-01 
2.74190173986629e-02, 6.23898598108468e-01 
2.84942729829242e-02, 6.55273708659162e-01 
2.95695285671855e-02, 6.86969716965616e-01 
3.06447841514468e-02, 7.18665725272069e-01 
3.17200397357081e-02, 7.50361733578522e-01 
3.27952953199694e-02, 7.86641741649105e-01 
3.38705509042307e-02, 8.32784863497526e-01 
3.49458064884920e-02, 8.83589741278293e-01 
3.60210620727533e-02, 9.35366536981728e-01 
3.70963176570146e-02, 9.89434317785572e-01 
3.81715732412759e-02, 1.04366994787944e+00 
3.92468288255372e-02, 1.09839703840692e+00 
4.03220844097984e-02, 1.16837746641927e+00 
4.13973399940597e-02, 1.24368710044914e+00 
4.24725955783210e-02, 1.32086100188251e+00 
4.35478511625823e-02, 1.40443058235280e+00 
4.46231067468436e-02, 1.48800016282309e+00 
4.56983623311049e-02, 1.61855870471261e+00 
4.67736179153662e-02, 1.78252198538412e+00 
4.78488734996275e-02, 1.95396473663320e+00 
4.89241290838888e-02, 2.13760620639031e+00 
4.99993846681501e-02, 2.23949410457360e+00 
5.10746402524114e-02, 2.30741216331801e+00 
5.21498958366727e-02, 2.38155315422279e+00 
5.32251514209339e-02, 2.58389724541023e+00 
