Strain, Tz 
-1.15323420290263e-01, -6.25604569497290e+00 
-1.12993654223793e-01, -5.76298056497517e+00 
-1.10663888157323e-01, -5.12909236040192e+00 
-1.08334122090853e-01, -4.81990208384790e+00 
-1.06004356024383e-01, -4.60984931349111e+00 
-1.03674589957913e-01, -4.33663530947376e+00 
-1.01344823891443e-01, -4.01855078188467e+00 
-9.90150578249735e-02, -3.67416136402278e+00 
-9.66852917585035e-02, -3.33264491544818e+00 
-9.43555256920335e-02, -3.03705658785531e+00 
-9.20257596255636e-02, -2.83105820490578e+00 
-8.96959935590936e-02, -2.68685706045462e+00 
-8.73662274926236e-02, -2.55421440201705e+00 
-8.50364614261537e-02, -2.42193427722912e+00 
-8.27066953596837e-02, -2.25494596658639e+00 
-8.03769292932138e-02, -2.06995495839964e+00 
-7.80471632267438e-02, -1.90996687307639e+00 
-7.57173971602738e-02, -1.75568946548876e+00 
-7.33876310938039e-02, -1.63698274356877e+00 
-7.10578650273339e-02, -1.55528271922691e+00 
-6.87280989608639e-02, -1.47368128824539e+00 
-6.63983328943940e-02, -1.37974244629052e+00 
-6.40685668279240e-02, -1.27719731305769e+00 
-6.17388007614540e-02, -1.17707604077460e+00 
-5.94090346949841e-02, -1.07395524347526e+00 
-5.70792686285141e-02, -9.86959734382207e-01 
-5.47495025620441e-02, -9.24676927624326e-01 
-5.24197364955742e-02, -8.62394120866446e-01 
-5.00899704291042e-02, -8.16767246765033e-01 
-4.77602043626343e-02, -7.75968058494846e-01 
-4.54304382961643e-02, -7.35126075423296e-01 
-4.31006722296943e-02, -6.93442505568956e-01 
-4.07709061632244e-02, -6.51500282954004e-01 
-3.84411400967544e-02, -6.08408294772611e-01 
-3.61113740302844e-02, -5.65234970122874e-01 
-3.37816079638145e-02, -5.21685847150608e-01 
-3.14518418973445e-02, -4.78322055004103e-01 
-2.91220758308745e-02, -4.34873374277685e-01 
-2.67923097644046e-02, -3.90172018174085e-01 
-2.44625436979346e-02, -3.45331437372442e-01 
-2.21327776314647e-02, -3.01605019221393e-01 
-1.98030115649947e-02, -2.54787471441232e-01 
-1.74732454985247e-02, -2.13867267267242e-01 
-1.51434794320548e-02, -1.82145003952132e-01 
-1.28137133655848e-02, -1.50444915820213e-01 
-1.04839472991148e-02, -1.18502433811229e-01 
-8.15418123264488e-03, -9.27131535723755e-02 
-5.82441516617491e-03, -6.69238733335215e-02 
-3.49464909970494e-03, -3.97465013809269e-02 
-1.16488303323497e-03, -1.20870037111510e-02 
1.16488303323497e-03, 1.20870037111510e-02 
3.49464909970494e-03, 3.51567931020395e-02 
5.82441516617491e-03, 5.55073016832924e-02 
8.15418123264488e-03, 7.38505424298626e-02 
1.04839472991148e-02, 9.21937831764327e-02 
1.28137133655848e-02, 1.12612022323657e-01 
1.51434794320548e-02, 1.33221776177687e-01 
1.74732454985247e-02, 1.54008515609804e-01 
1.98030115649947e-02, 1.77726652058254e-01 
2.21327776314647e-02, 2.00958636181348e-01 
2.44625436979346e-02, 2.23713077764872e-01 
2.67923097644046e-02, 2.46566389200919e-01 
2.91220758308745e-02, 2.71695331826036e-01 
3.14518418973445e-02, 3.08299779193475e-01 
3.37816079638145e-02, 3.44904226560914e-01 
3.61113740302845e-02, 4.01451357976689e-01 
3.84411400967544e-02, 4.61870241411230e-01 
4.07709061632244e-02, 5.20844218785670e-01 
4.31006722296943e-02, 5.79229817174086e-01 
4.54304382961643e-02, 6.27389669917656e-01 
4.77602043626343e-02, 6.72972510541650e-01 
5.00899704291042e-02, 7.11208268639126e-01 
5.24197364955742e-02, 7.47149831700155e-01 
5.47495025620441e-02, 7.83068946790384e-01 
5.70792686285141e-02, 8.19514862644209e-01 
5.94090346949841e-02, 8.60377280376101e-01 
6.17388007614540e-02, 9.02704173228396e-01 
6.40685668279240e-02, 9.56968000084963e-01 
6.63983328943940e-02, 1.01140601458996e+00 
6.87280989608639e-02, 1.07448250715826e+00 
7.10578650273339e-02, 1.14329196189837e+00 
7.33876310938038e-02, 1.23446594785789e+00 
7.57173971602738e-02, 1.33995392339052e+00 
7.80471632267438e-02, 1.44404784838348e+00 
8.03769292932138e-02, 1.54839092065927e+00 
8.27066953596837e-02, 1.65646638131352e+00 
8.50364614261537e-02, 1.74095166784461e+00 
8.73662274926236e-02, 1.82370213441644e+00 
8.96959935590936e-02, 1.92010438240111e+00 
9.20257596255636e-02, 2.09121209463627e+00 
9.43555256920335e-02, 2.27990925251124e+00 
9.66852917585035e-02, 2.50733858957517e+00 
9.90150578249735e-02, 2.67131791147285e+00 
1.01344823891443e-01, 2.83048767305280e+00 
1.03674589957913e-01, 2.99311617728907e+00 
1.06004356024383e-01, 3.17070116472616e+00 
1.08334122090853e-01, 3.42809427844200e+00 
1.10663888157323e-01, 3.78016725266080e+00 
1.12993654223793e-01, 4.06199953815511e+00 
1.15323420290263e-01, 4.35563381278946e+00 
