Strain, Tz 
-9.35521757409965e-02, -2.34817127567757e+00 
-9.16622327967339e-02, -2.19122745276445e+00 
-8.97722898524714e-02, -2.05451293118566e+00 
-8.78823469082088e-02, -1.86343350462649e+00 
-8.59924039639463e-02, -1.74342082706958e+00 
-8.41024610196837e-02, -1.65589537894765e+00 
-8.22125180754212e-02, -1.55394701037784e+00 
-8.03225751311586e-02, -1.43475615075710e+00 
-7.84326321868961e-02, -1.35293583618349e+00 
-7.65426892426335e-02, -1.28699694074463e+00 
-7.46527462983709e-02, -1.23337142680737e+00 
-7.27628033541084e-02, -1.18165384883621e+00 
-7.08728604098458e-02, -1.13231006801651e+00 
-6.89829174655833e-02, -1.08191790545382e+00 
-6.70929745213207e-02, -1.02504710445408e+00 
-6.52030315770582e-02, -9.72437738842607e-01 
-6.33130886327956e-02, -9.06653227281500e-01 
-6.14231456885331e-02, -8.39446292964691e-01 
-5.95332027442705e-02, -7.79887072043426e-01 
-5.76432598000079e-02, -7.26182183945782e-01 
-5.57533168557454e-02, -6.81083848791100e-01 
-5.38633739114828e-02, -6.49610591687971e-01 
-5.19734309672203e-02, -6.19087850852286e-01 
-5.00834880229577e-02, -5.88979388837115e-01 
-4.81935450786952e-02, -5.57536647835539e-01 
-4.63036021344326e-02, -5.25792535199531e-01 
-4.44136591901701e-02, -4.95072946077766e-01 
-4.25237162459075e-02, -4.63528525501089e-01 
-4.06337733016449e-02, -4.31922679153886e-01 
-3.87438303573824e-02, -4.04023299910884e-01 
-3.68538874131198e-02, -3.75371164013201e-01 
-3.49639444688573e-02, -3.47380972338669e-01 
-3.30740015245947e-02, -3.22847503348387e-01 
-3.11840585803322e-02, -2.97885040749091e-01 
-2.92941156360696e-02, -2.73832869963172e-01 
-2.74041726918070e-02, -2.51078819579860e-01 
-2.55142297475445e-02, -2.28871283621259e-01 
-2.36242868032819e-02, -2.07409648236571e-01 
-2.17343438590194e-02, -1.86346095774030e-01 
-1.98444009147568e-02, -1.65393060810251e-01 
-1.79544579704943e-02, -1.50968204612138e-01 
-1.60645150262317e-02, -1.36719086577921e-01 
-1.41745720819692e-02, -1.22567663585971e-01 
-1.22846291377066e-02, -1.07577293797264e-01 
-1.03946861934440e-02, -9.09893930528459e-02 
-8.50474324918149e-03, -7.50314429997533e-02 
-6.61480030491894e-03, -5.77750094305267e-02 
-4.72485736065638e-03, -4.04175467921743e-02 
-2.83491441639383e-03, -2.38390141925596e-02 
-9.44971472131262e-04, -8.02333480011555e-03 
9.44971472131283e-04, 8.02333480011562e-03 
2.83491441639385e-03, 2.19326070711847e-02 
4.72485736065639e-03, 3.55108204052409e-02 
6.61480030491896e-03, 4.87346273185509e-02 
8.50474324918150e-03, 6.16525275309674e-02 
1.03946861934441e-02, 7.32945302745434e-02 
1.22846291377066e-02, 8.48092899612431e-02 
1.41745720819692e-02, 9.82192652488691e-02 
1.60645150262317e-02, 1.13111624461024e-01 
1.79544579704943e-02, 1.29668178908024e-01 
1.98444009147569e-02, 1.49735385499677e-01 
2.17343438590194e-02, 1.70257878787657e-01 
2.36242868032820e-02, 1.89611948874385e-01 
2.55142297475445e-02, 2.07818202837186e-01 
2.74041726918071e-02, 2.23239657583212e-01 
2.92941156360696e-02, 2.36740787957895e-01 
3.11840585803322e-02, 2.50186819032424e-01 
3.30740015245947e-02, 2.64836678163819e-01 
3.49639444688573e-02, 2.85918635026373e-01 
3.68538874131198e-02, 3.07000591888927e-01 
3.87438303573824e-02, 3.33674119832995e-01 
4.06337733016450e-02, 3.61975266461549e-01 
4.25237162459075e-02, 3.89694972948885e-01 
4.44136591901701e-02, 4.15891788408395e-01 
4.63036021344326e-02, 4.43928621958675e-01 
4.81935450786952e-02, 4.69939767233832e-01 
5.00834880229577e-02, 4.97656607427334e-01 
5.19734309672203e-02, 5.29152827099891e-01 
5.38633739114829e-02, 5.61264739358329e-01 
5.57533168557454e-02, 5.99256520500441e-01 
5.76432598000079e-02, 6.38532653049603e-01 
5.95332027442705e-02, 6.77241121148475e-01 
6.14231456885331e-02, 7.15067909595082e-01 
6.33130886327956e-02, 7.53065452396096e-01 
6.52030315770582e-02, 7.89211259705102e-01 
6.70929745213207e-02, 8.23359564283669e-01 
6.89829174655833e-02, 8.58138142699335e-01 
7.08728604098459e-02, 9.06540856851178e-01 
7.27628033541084e-02, 9.54943571003021e-01 
7.46527462983710e-02, 1.03760162759826e+00 
7.65426892426335e-02, 1.12370794252998e+00 
7.84326321868961e-02, 1.20932241891767e+00 
8.03225751311586e-02, 1.29059999964244e+00 
8.22125180754212e-02, 1.36535910133629e+00 
8.41024610196837e-02, 1.43630336444289e+00 
8.59924039639463e-02, 1.51581235715979e+00 
8.78823469082089e-02, 1.60507754524619e+00 
8.97722898524714e-02, 1.73171313332088e+00 
9.16622327967340e-02, 1.88611293968799e+00 
9.35521757409965e-02, 2.01638502748353e+00 
