Strain, Fz 
-9.35521757409965e-02, -2.37919296640054e-01 
-9.16622327967339e-02, -2.22017575864292e-01 
-8.97722898524714e-02, -2.08165510151956e-01 
-8.78823469082088e-02, -1.88805132465611e-01 
-8.59924039639463e-02, -1.76645315961600e-01 
-8.41024610196837e-02, -1.67777141279893e-01 
-8.22125180754212e-02, -1.57447620433194e-01 
-8.03225751311586e-02, -1.45371071426476e-01 
-7.84326321868961e-02, -1.37080947151531e-01 
-7.65426892426335e-02, -1.30399945732880e-01 
-7.46527462983709e-02, -1.24966549672692e-01 
-7.27628033541084e-02, -1.19726467783319e-01 
-7.08728604098458e-02, -1.14726901632507e-01 
-6.89829174655833e-02, -1.09621112290277e-01 
-6.70929745213207e-02, -1.03858900175102e-01 
-6.52030315770582e-02, -9.85284613810456e-02 
-6.33130886327956e-02, -9.18631023067115e-02 
-6.14231456885331e-02, -8.50536217941048e-02 
-5.95332027442705e-02, -7.90190160152191e-02 
-5.76432598000079e-02, -7.35775776777890e-02 
-5.57533168557454e-02, -6.90081647517479e-02 
-5.38633739114828e-02, -6.58192597214761e-02 
-5.19734309672203e-02, -6.27266620449896e-02 
-5.00834880229577e-02, -5.96760395543042e-02 
-4.81935450786952e-02, -5.64902264490094e-02 
-4.63036021344326e-02, -5.32738780382051e-02 
-4.44136591901701e-02, -5.01613354768399e-02 
-4.25237162459075e-02, -4.69652200851484e-02 
-4.06337733016449e-02, -4.37628809668188e-02 
-3.87438303573824e-02, -4.09360851726007e-02 
-3.68538874131198e-02, -3.80330192460979e-02 
-3.49639444688573e-02, -3.51970222364235e-02 
-3.30740015245947e-02, -3.27112641715122e-02 
-3.11840585803322e-02, -3.01820400022427e-02 
-2.92941156360696e-02, -2.77450476008256e-02 
-2.74041726918070e-02, -2.54395821865330e-02 
-2.55142297475445e-02, -2.31894902149180e-02 
-2.36242868032819e-02, -2.10149737099424e-02 
-2.17343438590194e-02, -1.88807914045301e-02 
-1.98444009147568e-02, -1.67578068536616e-02 
-1.79544579704943e-02, -1.52962645563269e-02 
-1.60645150262317e-02, -1.38525282430702e-02 
-1.41745720819692e-02, -1.24186904989605e-02 
-1.22846291377066e-02, -1.08998497425619e-02 
-1.03946861934440e-02, -9.21914539244670e-03 
-8.50474324918149e-03, -7.60226833932230e-03 
-6.61480030491894e-03, -5.85382750801134e-03 
-4.72485736065638e-03, -4.09515030028457e-03 
-2.83491441639383e-03, -2.41539514090575e-03 
-9.44971472131262e-04, -8.12933107615987e-04 
9.44971472131283e-04, 8.12933107615994e-04 
2.83491441639385e-03, 2.22223587432022e-03 
4.72485736065639e-03, 3.59799538536145e-03 
6.61480030491896e-03, 4.93784604800562e-03 
8.50474324918150e-03, 6.24670190721791e-03 
1.03946861934441e-02, 7.42628243140003e-03 
1.22846291377066e-02, 8.59297054909210e-03 
1.41745720819692e-02, 9.95168399620719e-03 
1.60645150262317e-02, 1.14605942131778e-02 
1.79544579704943e-02, 1.31381225219578e-02 
1.98444009147569e-02, 1.51713539677513e-02 
2.17343438590194e-02, 1.72507155624321e-02 
2.36242868032820e-02, 1.92116912330964e-02 
2.55142297475445e-02, 2.10563689114869e-02 
2.74041726918071e-02, 2.26188876699543e-02 
2.92941156360696e-02, 2.39868370507607e-02 
3.11840585803322e-02, 2.53492037098661e-02 
3.30740015245947e-02, 2.68335435519041e-02 
3.49639444688573e-02, 2.89695906113707e-02 
3.68538874131198e-02, 3.11056376708372e-02 
3.87438303573824e-02, 3.38082288630108e-02 
4.06337733016450e-02, 3.66757321706773e-02 
4.25237162459075e-02, 3.94843233236513e-02 
4.44136591901701e-02, 4.21386134825058e-02 
4.63036021344326e-02, 4.49793362983371e-02 
4.81935450786952e-02, 4.76148141498758e-02 
5.00834880229577e-02, 5.04231148868057e-02 
5.19734309672203e-02, 5.36143465098708e-02 
5.38633739114829e-02, 5.68679607829992e-02 
5.57533168557454e-02, 6.07173298392772e-02 
5.76432598000079e-02, 6.46968307929041e-02 
5.95332027442705e-02, 6.86188153599967e-02 
6.14231456885331e-02, 7.24514671748743e-02 
6.33130886327956e-02, 7.63014200087701e-02 
6.52030315770582e-02, 7.99637529657066e-02 
6.70929745213207e-02, 8.34236967487421e-02 
6.89829174655833e-02, 8.69475005702536e-02 
7.08728604098459e-02, 9.18517168111039e-02 
7.27628033541084e-02, 9.67559330519542e-02 
7.46527462983710e-02, 1.05130938270046e-01 
7.65426892426335e-02, 1.13855324815874e-01 
7.84326321868961e-02, 1.22529877739399e-01 
8.03225751311586e-02, 1.30765011623771e-01 
8.22125180754212e-02, 1.38339686042405e-01 
8.41024610196837e-02, 1.45527836819054e-01 
8.59924039639463e-02, 1.53583775421023e-01 
8.78823469082089e-02, 1.62628222469644e-01 
8.97722898524714e-02, 1.75459079552518e-01 
9.16622327967340e-02, 1.91103037773421e-01 
9.35521757409965e-02, 2.04302349008162e-01 
