Strain, Tz 
-9.85354177497046e-02, -1.30234373194067e+00 
-9.65448032497105e-02, -1.23566112750554e+00 
-9.45541887497165e-02, -1.11705748418853e+00 
-9.25635742497225e-02, -1.05170060903644e+00 
-9.05729597497284e-02, -9.99786154291934e-01 
-8.85823452497344e-02, -9.45524964429827e-01 
-8.65917307497404e-02, -9.09361724037212e-01 
-8.46011162497463e-02, -8.75436628447444e-01 
-8.26105017497523e-02, -8.46467686149289e-01 
-8.06198872497583e-02, -8.18414639889729e-01 
-7.86292727497642e-02, -7.90092670251341e-01 
-7.66386582497702e-02, -7.63294369655597e-01 
-7.46480437497762e-02, -7.31240752066069e-01 
-7.26574292497821e-02, -6.95366489057239e-01 
-7.06668147497881e-02, -6.57281503809216e-01 
-6.86762002497941e-02, -6.17488356851707e-01 
-6.66855857498000e-02, -5.75457448463346e-01 
-6.46949712498060e-02, -5.35466073304603e-01 
-6.27043567498120e-02, -5.00088763818872e-01 
-6.07137422498180e-02, -4.65148816374641e-01 
-5.87231277498239e-02, -4.42614745045655e-01 
-5.67325132498299e-02, -4.21696483111447e-01 
-5.47418987498359e-02, -4.03273441502428e-01 
-5.27512842498418e-02, -3.85190301591593e-01 
-5.07606697498478e-02, -3.66029736781678e-01 
-4.87700552498538e-02, -3.41115426134697e-01 
-4.67794407498597e-02, -3.16109215166453e-01 
-4.47888262498657e-02, -2.91269323841042e-01 
-4.27982117498717e-02, -2.66645652710521e-01 
-4.08075972498776e-02, -2.47012857338444e-01 
-3.88169827498836e-02, -2.33782278396680e-01 
-3.68263682498896e-02, -2.19641201708884e-01 
-3.48357537498955e-02, -2.05156517627867e-01 
-3.28451392499015e-02, -1.91249664021748e-01 
-3.08545247499075e-02, -1.77200654354602e-01 
-2.88639102499135e-02, -1.62572177978167e-01 
-2.68732957499194e-02, -1.48341909485082e-01 
-2.48826812499254e-02, -1.34005175668092e-01 
-2.28920667499313e-02, -1.19832580247031e-01 
-2.09014522499373e-02, -1.07028784844937e-01 
-1.89108377499433e-02, -9.34068731013967e-02 
-1.69202232499493e-02, -8.15307761266175e-02 
-1.49296087499552e-02, -7.00990696022281e-02 
-1.29389942499612e-02, -5.92937174619095e-02 
-1.09483797499672e-02, -4.97690391987674e-02 
-8.95776524997314e-03, -4.10521594522061e-02 
-6.96715074997910e-03, -3.25383120292723e-02 
-4.97653624998508e-03, -2.41037272313215e-02 
-2.98592174999105e-03, -1.49946977406350e-02 
-9.95307249997003e-04, -5.37267436270872e-03 
9.95307249997013e-04, 5.37267436270884e-03 
2.98592174999105e-03, 1.62252107890170e-02 
4.97653624998509e-03, 2.75413603921651e-02 
6.96715074997913e-03, 3.80805098139268e-02 
8.95776524997314e-03, 4.82526763328618e-02 
1.09483797499672e-02, 5.84268707412631e-02 
1.29389942499612e-02, 6.85155801972242e-02 
1.49296087499553e-02, 7.86042896531852e-02 
1.69202232499493e-02, 9.06412612322100e-02 
1.89108377499433e-02, 1.02094975338578e-01 
2.09014522499373e-02, 1.13610306406299e-01 
2.28920667499314e-02, 1.25738302957148e-01 
2.48826812499254e-02, 1.37770964285568e-01 
2.68732957499194e-02, 1.48450087801603e-01 
2.88639102499135e-02, 1.58689662209601e-01 
3.08545247499075e-02, 1.69025265098700e-01 
3.28451392499015e-02, 1.79406172044216e-01 
3.48357537498955e-02, 1.88929842875434e-01 
3.68263682498896e-02, 2.03778527816845e-01 
3.88169827498836e-02, 2.21108629649002e-01 
4.08075972498776e-02, 2.38221769970372e-01 
4.27982117498717e-02, 2.55500853028409e-01 
4.47888262498657e-02, 2.72823659565374e-01 
4.67794407498598e-02, 2.91453075420135e-01 
4.87700552498538e-02, 3.06389610311452e-01 
5.07606697498478e-02, 3.21479502360336e-01 
5.27512842498419e-02, 3.36525984684708e-01 
5.47418987498359e-02, 3.53242818577276e-01 
5.67325132498299e-02, 3.77727075541737e-01 
5.87231277498239e-02, 4.02761387300049e-01 
6.07137422498180e-02, 4.29950937602986e-01 
6.27043567498120e-02, 4.56864851031078e-01 
6.46949712498060e-02, 4.80607491484298e-01 
6.66855857498000e-02, 5.01096616067781e-01 
6.86762002497941e-02, 5.21124687327206e-01 
7.06668147497881e-02, 5.41685660396960e-01 
7.26574292497821e-02, 5.62258869613178e-01 
7.46480437497762e-02, 5.85576848914650e-01 
7.66386582497702e-02, 6.14502896951036e-01 
7.86292727497642e-02, 6.43361119925196e-01 
8.06198872497583e-02, 6.73611173464675e-01 
8.26105017497523e-02, 7.08063487400654e-01 
8.46011162497463e-02, 7.38683488858500e-01 
8.65917307497404e-02, 7.67580741675509e-01 
8.85823452497344e-02, 8.05870463005512e-01 
9.05729597497284e-02, 8.57889507592683e-01 
9.25635742497224e-02, 9.12184405326237e-01 
9.45541887497165e-02, 9.57105555028954e-01 
9.65448032497105e-02, 9.96561246935636e-01 
9.85354177497046e-02, 1.04286742331238e+00 
