Strain, Fz 
-9.85354177497046e-02, -1.50198000260985e-01 
-9.65448032497105e-02, -1.42507562174086e-01 
-9.45541887497165e-02, -1.28829122593979e-01 
-9.25635742497225e-02, -1.21291579539564e-01 
-9.05729597497284e-02, -1.15304337388335e-01 
-8.85823452497344e-02, -1.09046448622728e-01 
-8.65917307497404e-02, -1.04875778271488e-01 
-8.46011162497463e-02, -1.00963230922215e-01 
-8.26105017497523e-02, -9.76222717759114e-02 
-8.06198872497583e-02, -9.43869420038426e-02 
-7.86292727497642e-02, -9.11205975674169e-02 
-7.66386582497702e-02, -8.80299763580104e-02 
-7.46480437497762e-02, -8.43332646950277e-02 
-7.26574292497821e-02, -8.01959218164823e-02 
-7.06668147497881e-02, -7.58036185528130e-02 
-6.86762002497941e-02, -7.12143147073506e-02 
-6.66855857498000e-02, -6.63669320738292e-02 
-6.46949712498060e-02, -6.17547667681465e-02 
-6.27043567498120e-02, -5.76747370424667e-02 
-6.07137422498180e-02, -5.36451478436710e-02 
-5.87231277498239e-02, -5.10463159313703e-02 
-5.67325132498299e-02, -4.86338337007601e-02 
-5.47418987498359e-02, -4.65091227350335e-02 
-5.27512842498418e-02, -4.44236122922568e-02 
-5.07606697498478e-02, -4.22138435132942e-02 
-4.87700552498538e-02, -3.93405009806884e-02 
-4.67794407498597e-02, -3.64565596759319e-02 
-4.47888262498657e-02, -3.35917998492635e-02 
-4.27982117498717e-02, -3.07519764814516e-02 
-4.08075972498776e-02, -2.84877458239854e-02 
-3.88169827498836e-02, -2.69618763852107e-02 
-3.68263682498896e-02, -2.53310001518838e-02 
-3.48357537498955e-02, -2.36604960215043e-02 
-3.28451392499015e-02, -2.20566325019642e-02 
-3.08545247499075e-02, -2.04363742660619e-02 
-2.88639102499135e-02, -1.87492867140441e-02 
-2.68732957499194e-02, -1.71081240790051e-02 
-2.48826812499254e-02, -1.54546829046254e-02 
-2.28920667499313e-02, -1.38201716473098e-02 
-2.09014522499373e-02, -1.23435227273817e-02 
-1.89108377499433e-02, -1.07725212679110e-02 
-1.69202232499493e-02, -9.40286287990667e-03 
-1.49296087499552e-02, -8.08445559815536e-03 
-1.29389942499612e-02, -6.83828514116457e-03 
-1.09483797499672e-02, -5.73981352175465e-03 
-8.95776524997314e-03, -4.73450449746347e-03 
-6.96715074997910e-03, -3.75261098802394e-03 
-4.97653624998508e-03, -2.77985875786108e-03 
-2.98592174999105e-03, -1.72932349572970e-03 
-9.95307249997003e-04, -6.19625161576834e-04 
9.95307249997013e-04, 6.19625161576848e-04 
2.98592174999105e-03, 1.87123733508654e-03 
4.97653624998509e-03, 3.17631755266801e-03 
6.96715074997913e-03, 4.39178711633037e-03 
8.95776524997314e-03, 5.56493290879262e-03 
1.09483797499672e-02, 6.73831257571914e-03 
1.29389942499612e-02, 7.90183334856567e-03 
1.49296087499553e-02, 9.06535412141220e-03 
1.69202232499493e-02, 1.04535660166495e-02 
1.89108377499433e-02, 1.17745114108228e-02 
2.09014522499373e-02, 1.31025630275320e-02 
2.28920667499314e-02, 1.45012727417449e-02 
2.48826812499254e-02, 1.58889875400903e-02 
2.68732957499194e-02, 1.71206001760710e-02 
2.88639102499135e-02, 1.83015200529711e-02 
3.08545247499075e-02, 1.94935147985679e-02 
3.28451392499015e-02, 2.06907344156873e-02 
3.48357537498955e-02, 2.17890898489810e-02 
3.68263682498896e-02, 2.35015738345890e-02 
3.88169827498836e-02, 2.55002371487897e-02 
4.08075972498776e-02, 2.74738785089131e-02 
4.27982117498717e-02, 2.94666578789134e-02 
4.47888262498657e-02, 3.14644798340150e-02 
4.67794407498598e-02, 3.36129917351288e-02 
4.87700552498538e-02, 3.53356073676095e-02 
5.07606697498478e-02, 3.70759095277152e-02 
5.27512842498419e-02, 3.88112052877026e-02 
5.47418987498359e-02, 4.07391410236986e-02 
5.67325132498299e-02, 4.35628858951530e-02 
5.87231277498239e-02, 4.64500680359274e-02 
6.07137422498180e-02, 4.95858116828148e-02 
6.27043567498120e-02, 5.26897664045632e-02 
6.46949712498060e-02, 5.54279813853926e-02 
6.66855857498000e-02, 5.77909716344811e-02 
6.86762002497941e-02, 6.01007890647594e-02 
7.06668147497881e-02, 6.24720655279210e-02 
7.26574292497821e-02, 6.48447531736182e-02 
7.46480437497762e-02, 6.75339924084777e-02 
7.66386582497702e-02, 7.08700046024660e-02 
7.86292727497642e-02, 7.41981945998529e-02 
8.06198872497583e-02, 7.76869030245075e-02 
8.26105017497523e-02, 8.16602539384300e-02 
8.46011162497463e-02, 8.51916280865620e-02 
8.65917307497404e-02, 8.85243193566948e-02 
8.85823452497344e-02, 9.29402346279627e-02 
9.05729597497284e-02, 9.89395390211565e-02 
9.25635742497224e-02, 1.05201315281870e-01 
9.45541887497165e-02, 1.10382026555934e-01 
9.65448032497105e-02, 1.14932412047840e-01 
9.85354177497046e-02, 1.20272857063193e-01 
